,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,TIE,month,year,operating_profit,dividend,ROCE%,number_of_shares,return_old
2003-12-31,221.10000000000002,65.52000000000001,0.601770108544392,0.0,,87.28,85.58999999999997,16.6,0.0,133.82000000000002,309.07,34.87,1731.18,853.18,580.61,878.01,107.88,-6.38,38.410000000000004,-1.6899999999999977,6.89316391941392,2.2,0.97,1.98,0.0,0.0,15.13543000278319,22.599810743111608,29.845365989423883,35.024236014472585,34.41,0.0,12,2003,,0.0,,108.87878787878789,215.58
2004-03-31,134.58,21.51,0.18,0.0,,29.22,34.1,14.8,0.0,105.35,503.93,46.41,1206.84,270.02,615.34,936.83,198.73,-16.8,34.73,4.88,20.555,1.94,0.29,0.18,0.0,0.0,7.12,10.4,9.2,10.92,15.98,0.0,3,2004,,0.0,,119.50000000000001,21.51
2004-06-30,92.86999999999998,23.359999999999996,0.19262759081791841,0.75,,29.270000000000003,37.73,10.6,0.0,63.610000000000014,433.78,42.96,1390.73,522.96,615.54,867.77,24.200000000000017,-2.259999999999998,-92.09,8.46,13.757764340753427,1.5,0.6,0.37,0.75,2.03,6.726347225317583,7.809226654780476,10.766320481390682,11.890849119679071,19.73,0.0,6,2004,,90.9527027027027,,121.27027027027026,44.87
2004-09-30,95.73000000000002,18.050000000000004,0.1491735537190083,-0.001675228947956154,,24.71999999999999,29.760000000000005,9.85,0.0,71.00999999999999,311.14,39.52,1170.49,284.62,615.54,885.87,-124.28,-2.360000000000003,4.0,5.039999999999999,16.505606648199446,1.37,0.32,0.52,0.75,1.44,6.1734901462174205,6.747234583598221,8.147171010807376,8.652066115702482,19.47,0.0,9,2004,,-0.20270270270269464,,121.0,62.92
2004-12-31,97.07,-1.7199999999999989,-0.014052287581699336,0.008578431372549112,,-1.5,0.6899999999999977,8.2,0.0,98.58000000000001,198.86,38.01,1075.97,188.71,618.53,887.26,-107.56,-3.6899999999999977,-1.0200000000000031,2.1900000000000013,-145.88372093023264,1.14,0.21,0.5,0.75,1.5,-0.6396601307189539,-0.6542745098039211,-0.7756862745098034,-0.7790588235294111,14.56,0.0,12,2004,,1.0500000000000114,,122.4,61.2
2005-03-31,108.22,14.19,0.11,0.0,,20.47,25.61,7.85,0.53,87.74,58.95,54.39,1161.49,256.96,621.47,904.54,-130.66,-12.62,3.37,5.14,17.84,1.08,0.28,0.11,0.0,0.0,4.88,6.92,6.28,6.16,13.11,0.0,3,2005,,0.0,,129.0,14.19
2005-06-30,72.25999999999999,-13.41,-0.17192307692307693,0.4,,-16.919999999999998,-10.79,6.0,5.66,89.19000000000001,94.22,67.27,1116.31,272.72,623.51,843.59,51.05,-15.13,-0.6400000000000001,6.13,-8.724832214765101,0.89,0.32,0.01,0.4,40.0,-4.813846153846154,-19.255384615384617,-6.189230769230769,-6.189230769230769,0.43,0.0,6,2005,,31.200000000000003,,78.0,0.78
2005-09-30,73.45000000000002,-2.87,-0.02746411483253589,0.10143540669856456,,-3.46,5.5,6.85,8.07,76.91,599.89,73.48,1296.37,238.83,625.13,1057.54,338.98,-7.950000000000003,174.62,8.96,-62.354094076655045,0.81,0.23,-0.02,0.4,-20.0,-0.8788516746411484,0.05492822966507178,-1.0985645933014356,-1.208421052631579,-0.82,0.0,9,2005,,10.599999999999994,,104.49999999999999,-2.09
2005-12-31,52.26999999999998,-14.190000000000001,-0.1045945945945946,0.091891891891892,,-16.37,-8.83,7.35,8.6,68.65,617.77,66.23,1289.15,242.72,844.08,1046.43,17.74000000000001,-3.0899999999999963,3.240000000000009,7.539999999999999,-17.56782945736434,1.19,0.23,-0.12,0.4,-3.33,-4.392972972972974,-4.811351351351352,-5.43891891891892,-5.857297297297298,-5.32,0.0,12,2005,,12.466666666666683,,135.66666666666669,-16.28
2006-03-31,83.39,7.86,0.05,0.0,,10.07,17.13,7.75,0.03,73.32,529.92,59.75,1360.86,306.46,844.08,1054.39,-86.57,-1.28,0.0,7.06,38.75,1.24,0.29,0.05,0.0,0.0,2.32,3.2,3.0,3.2,9.43,0.0,3,2006,,0.0,,157.2,7.86
2006-06-30,53.57000000000001,-9.96,-0.04742857142857143,0.0,,-12.17,-5.51,8.0,0.04,65.74000000000001,491.26,55.45,1423.34,378.47,844.08,1044.87,-44.79000000000002,-3.5999999999999996,9.72,6.660000000000001,-42.16867469879518,1.29,0.36,-0.01,0.0,0.0,-2.8457142857142856,-3.2251428571428575,-3.7942857142857145,-4.173714285714286,-1.53,0.0,6,2006,,0.0,,210.0,-2.1
2006-09-30,59.849999999999994,-6.890000000000001,-0.038320355951056734,0.0,,-6.890000000000001,-2.9399999999999995,8.0,0.06,66.74000000000001,459.07,50.14,1362.94,324.84,844.08,1038.1,-20.70999999999998,-1.7599999999999998,-9.72,3.950000000000001,-52.191582002902756,1.3,0.31,-0.05,0.0,0.0,-2.0233147942157954,-2.084627363737486,-2.6670967741935487,-2.636440489432703,-4.57,0.0,9,2006,,0.0,,179.79999999999998,-8.99
2006-12-31,69.12,-9.99,-0.05789778714436248,0.0,,-9.99,-1.54,7.2,0.11,79.11000000000001,66.68,42.84,1264.13,235.94,844.08,1028.19,-460.16,-2.4300000000000006,70.2,8.45,-31.087112112112113,1.18,0.23,-0.11,0.0,0.0,-3.1580611169652264,-3.1370073761854584,-3.894942044257113,-3.8528345626975766,-7.14,0.0,12,2006,,0.0,,172.54545454545456,-18.98
2007-03-31,48.46,-15.69,-0.09,0.0,,-15.69,-12.7,6.9,0.04,64.15,155.04,34.86,1244.92,232.27,844.08,1012.65,158.0,0.56,-70.2,2.99,-19.1675,1.15,0.23,-0.09,0.0,0.0,-5.04,-4.8,-6.2,-6.08,-32.38,0.0,3,2007,,0.0,,174.33333333333334,-15.69
2007-06-30,72.43,10.379999999999999,0.05864406779661016,0.0,,10.379999999999999,13.04,7.3,0.0,62.05,8.64,26.79,1462.12,439.02,844.08,1023.1,-230.76999999999998,4.380000000000001,80.0,2.66,31.11951589595376,1.2,0.43,-0.03,0.0,0.0,2.8149152542372877,2.893107344632768,4.065988700564971,3.9877966101694913,-4.39,0.0,6,2007,,0.0,,177.0,-5.31
2007-09-30,76.74999999999999,8.02,0.05918819188191882,0.0,,8.02,9.64,6.25,0.0,68.73,30.5,23.37,1599.98,568.84,844.08,1031.14,92.66,-0.8100000000000005,-70.0,1.6199999999999992,26.39884663341646,1.02,0.55,0.02,0.0,0.0,2.01239852398524,2.1307749077490774,3.0777859778597785,3.0777859778597785,1.37,0.0,9,2007,,0.0,,135.5,2.71
2007-12-31,79.10000000000002,12.34,0.07379401993355482,0.0,,14.849999999999998,17.56,5.65,0.0,64.25,24.03,20.47,1406.1,362.62,844.08,1043.48,-76.81,0.33999999999999986,70.0,2.710000000000001,19.141794975688818,0.91,0.35,0.09,0.0,0.0,3.5093156146179405,4.329249169435216,4.722817275747508,4.755614617940199,5.44,0.0,12,2007,,0.0,,167.22222222222223,15.05
2008-03-31,76.23,8.54,0.05,0.0,,10.28,8.6,4.7,0.0,65.95,25.22,26.24,1762.24,700.89,844.08,1052.03,-58.75,-8.48,68.41,-1.68,23.5,0.75,0.67,0.05,0.0,0.0,1.9200000000000002,2.72,3.24,3.32,11.2,0.0,3,2008,,0.0,,170.79999999999998,8.54
2008-06-30,88.48,-18.09,-0.11365445026178009,0.07,,-22.2,-27.950000000000003,4.7,45.3,110.67999999999999,147.02,27.36,1517.74,485.74,844.08,1022.12,275.97,-6.17,-147.99,-5.75,-10.337914593698176,0.78,0.48,-0.06,0.07,-1.17,-4.773486910994764,-6.0615706806282725,-7.046575916230367,-7.046575916230367,-5.8,0.0,6,2008,,11.14166666666667,,159.16666666666669,-9.55
2008-09-30,53.129999999999995,-1.42,-0.0077666362807657235,0.009061075660893344,,-3.5299999999999994,13.810000000000002,3.6,41.43,56.66,76.61,25.48,1580.3,551.82,844.08,1020.7,-129.54,-12.37,71.49,17.34,-115.88028169014086,0.6,0.54,-0.06,0.07,-1.17,-0.35726526891522326,-0.5022424794895168,-0.5540200546946217,-0.5540200546946217,-5.04,0.0,9,2008,,1.6566666666666663,,182.83333333333334,-10.97
2008-12-31,45.84,-65.44,-0.385394581861013,-0.0053729878288182355,,-67.92999999999999,-63.51,2.62,96.14,113.77000000000001,22.11,23.58,1429.54,461.65,844.08,955.26,-58.64000000000001,-1.7100000000000009,5.859999999999999,4.42,-1.6989081601466993,0.46,0.48,-0.45,0.07,-0.16,-18.327653448501504,-20.143290145268942,-27.4058369323387,-26.206831566548882,-28.98,0.0,12,2008,,-0.9123333333333363,,169.79999999999998,-76.41
2009-03-31,40.57,-21.35,-0.13,0.0,,-23.72,-13.82,2.1,5.63,64.29,17.41,20.99,1182.66,238.49,844.08,933.91,39.79,-0.21,-44.28,9.9,-4.0375,0.38,0.26,-0.13,0.0,0.0,-7.240000000000001,-6.440000000000001,-9.16,-8.6,-52.63,0.0,3,2009,,0.0,,164.23076923076923,-21.35
2009-06-30,62.440000000000005,6.350000000000001,0.0381,0.0,,4.009999999999998,2.530000000000001,2.04,0.88,58.42999999999999,27.63,18.51,1339.33,391.14,844.08,940.27,16.17,-0.23,-5.719999999999999,-1.4800000000000004,13.387795275590548,0.37,0.42,-0.09,0.0,0.0,1.8965333333333338,2.3368000000000007,2.7093333333333343,2.5908000000000007,-14.56,-3.26,6,2009,,0.0,,166.66666666666669,-15.0
2009-09-30,74.11,5.779999999999999,0.03134490238611713,0.0,,3.6799999999999997,9.459999999999999,3.1,0.11,70.43,34.77,16.33,1336.71,383.23,844.08,946.04,-12.829999999999998,0.08000000000000002,19.88,5.779999999999999,24.72491349480969,0.55,0.41,-0.05,0.0,0.0,1.7302386117136654,2.758351409978308,2.4323644251626892,2.357136659436008,-5.21,-2.08,9,2009,,0.0,,184.4,-9.22
2009-12-31,69.82999999999998,10.59,0.0772992700729927,0.0,,8.650000000000002,11.69,2.92,-2.58,61.19,96.34,13.4,1254.22,297.49,844.08,956.73,110.73000000000002,-0.43000000000000005,-36.879999999999995,3.039999999999999,9.4438149197356,0.52,0.31,0.01,0.0,0.0,3.401167883211679,-17.005839416058393,4.328759124087592,4.328759124087592,0.55,-0.77,12,2009,,0.0,,137.0,1.37
2010-03-31,57.47,-12.27,-0.07,0.0,,-14.14,-9.06,2.52,-0.2,71.61,186.24,12.17,1361.72,410.68,844.08,944.36,79.31,-1.26,0.0,5.08,-9.0,0.45,0.43,-0.07,0.0,0.0,-3.6,-4.44,-5.2,-5.24,-21.35,-6.97,3,2010,,0.0,,175.28571428571425,-12.27
2010-06-30,64.7,-23.580000000000002,-0.1381255230125523,0.0,,-24.589999999999996,-20.0,2.32,-4.1,89.27999999999999,151.73,10.25,1336.61,409.02,844.08,920.78,-34.18,-0.32000000000000006,0.0,4.59,-4.199984096692112,0.43,0.44,-0.21,0.0,0.0,-7.050979079497909,-7.603481171548117,-10.234443514644353,-10.129205020920503,-29.34,-8.9,6,2010,,0.0,,170.71428571428572,-35.85
2010-09-30,91.13000000000001,20.86,0.12524349566377582,0.0,,19.709999999999997,22.97,2.48,-6.02,71.42000000000002,46.93,9.23,1603.9,656.02,844.08,941.64,-164.24,-0.5699999999999998,60.0,3.26,4.951155321188878,0.44,0.7,-0.09,0.0,0.0,5.176731154102735,7.180627084723148,8.85054036024016,8.85054036024016,-7.03,0.0,9,2010,,0.0,,166.55555555555557,-14.99
2010-12-31,90.09999999999997,19.05,0.09384236453201972,0.0,,19.06,20.77,2.56,-6.02,71.05000000000001,528.74,8.05,1427.86,467.16,844.08,960.7,535.97,-2.47,-51.68,1.7100000000000009,6.819947506561679,0.45,0.49,0.02,0.0,0.0,5.255172413793105,0.0,7.882758620689656,7.882758620689656,1.34,0.0,12,2010,,0.0,,202.99999999999997,4.06
2011-03-31,70.88,7.02,0.04,0.0,,7.02,9.32,3.54,0.0,63.86,334.4,6.92,1441.3,486.89,844.08,954.4,-202.2,7.86,0.0,2.3,22.125,0.63,0.51,0.04,0.0,0.0,1.9599999999999997,2.0,2.96,2.96,9.9,0.0,3,2011,,0.0,,175.49999999999997,7.02
2011-06-30,62.46000000000001,-0.6199999999999992,-0.003874999999999995,0.0,,-0.6199999999999992,1.6799999999999997,5.4,3.06,63.08,486.15,6.2,1193.54,239.75,844.08,953.79,142.1,9.650000000000002,0.0,2.3,-348.387096774194,0.96,0.25,0.04,0.0,0.0,-0.20924999999999974,-0.19762499999999975,-0.25962499999999966,-0.2634999999999997,4.8,0.0,6,2011,,0.0,,160.0,6.4
2011-09-30,70.97,-3.8100000000000005,-0.029420849420849424,0.0,,-3.8100000000000005,-1.5500000000000007,3.78,9.11,74.78,420.82,5.2,1163.7,213.72,844.08,949.98,-72.91,7.569999999999997,0.0,2.2600000000000007,-32.120078740157474,0.67,0.22,0.02,0.0,0.0,-1.2945173745173748,-1.1179922779922782,-1.5887258687258692,-1.5887258687258692,1.27,0.0,9,2011,,0.0,,129.5,2.59
2011-12-31,23.379999999999995,-5.46,-0.03804878048780488,0.0,,-5.46,-4.049999999999999,3.6,8.64,28.840000000000003,738.52,0.23,979.32,34.8,844.08,944.52,63.36999999999999,254.34000000000003,0.0,1.4099999999999993,-23.653846153846153,0.64,0.04,-0.02,0.0,0.0,-2.2068292682926827,-1.826341463414634,-2.2829268292682925,-2.2829268292682925,-1.26,0.0,12,2011,,0.0,,143.5,-2.87
2012-03-31,11.33,1.32,0.01,0.0,,1.57,2.46,4.4,-0.34,9.76,689.66,0.23,1013.7,54.53,844.08,959.17,-55.7,6.83,0.0,0.89,110.00000000000001,0.77,0.06,0.01,0.0,0.0,0.52,0.52,0.56,0.56,11.65,0.0,3,2012,,0.0,,132.0,1.32
2012-06-30,12.94,2.8199999999999994,0.0136231884057971,0.0,,3.75,4.61,4.0,0.0,9.180000000000001,659.48,0.19,1000.19,38.2,844.08,961.99,-23.319999999999993,-6.85,0.0,0.86,73.40425531914894,0.7,0.04,0.02,0.0,0.0,1.117101449275362,1.3350724637681157,1.1715942028985504,1.1715942028985504,17.06,0.0,6,2012,,0.0,,206.99999999999997,4.14
2012-09-30,11.349999999999998,3.54,0.023046875,0.0,,3.59,4.469999999999999,4.02,0.0,7.759999999999998,646.47,0.16,1091.63,126.1,844.08,965.53,-13.010000000000005,0.0,0.0,0.8799999999999999,43.606779661016944,0.7,0.13,0.05,0.0,0.0,1.290625,1.4565625000000002,1.475,1.475,21.56,0.0,9,2012,,0.0,,153.6,7.68
2012-12-31,13.020000000000003,2.4700000000000006,0.014600985221674878,0.0,,3.5600000000000005,4.4,6.8,0.0,9.470000000000002,643.94,0.05,1009.47,41.47,844.08,968.0,-2.530000000000001,0.0,0.0,0.8400000000000003,116.4270748987854,1.19,0.04,0.06,0.0,0.0,0.9831330049261087,1.2167487684729068,1.0220689655172417,1.031802955665025,20.87,0.0,12,2012,,0.0,,169.16666666666669,10.15
2013-03-31,14.49,6.94,0.04,0.0,,7.2,7.21,10.4,-0.63,7.29,485.24,0.06,1008.17,33.23,844.08,974.93,-158.69,-0.01,0.0,0.01,65.0,1.8,0.03,0.04,0.0,0.0,2.76,2.84,2.84,2.88,47.9,0.0,3,2013,,0.0,,173.5,6.94
2013-06-30,10.74,1.2700000000000005,0.007734470158343485,0.0,,1.5599999999999996,1.5799999999999992,14.4,0.25,9.18,606.08,13.89,1000.62,24.42,844.08,976.2,140.96,-20.13,0.0,0.019999999999999997,465.4488188976377,2.49,0.03,0.05,0.0,0.0,0.5073812423873326,0.5445066991473814,0.5197563946406822,0.525943970767357,32.54,0.0,6,2013,,0.0,,164.20000000000002,8.21
2013-09-30,11.55,-14.46,-0.092544,0.0,,-14.45,-12.78,9.9,1.68,26.0,115.01,54.93,986.53,24.79,844.08,961.75,-440.96,-50.099999999999994,0.0,1.67,-26.744035269709542,1.74,0.03,-0.04,0.0,0.0,-5.830272000000001,-5.089920000000001,-6.015360000000001,-6.015360000000001,-16.99,0.0,9,2013,,0.0,,156.25,-6.25
2013-12-31,13.659999999999997,-33.82,-0.20256551035687545,0.0,,-33.900000000000006,-29.259999999999998,10.8,0.0,47.56,218.14,86.2,1146.43,218.51,844.08,927.92,141.70999999999998,-38.53,-0.05,4.64,-13.329021289178002,1.96,0.24,-0.24,0.0,0.0,-11.816321437484403,-12.390257050162216,-14.584716745695035,-14.280868480159722,-79.44,0.0,12,2013,,0.0,,166.95833333333334,-40.07
2014-03-31,48.67,-37.38,-0.04,0.0,,-37.62,-30.49,1.49,0.0,86.29,412.92,152.53,2397.4,1341.2,844.08,1056.2,-374.65,-66.32,635.74,7.13,-9.3125,1.19,1.27,-0.04,0.0,0.0,-6.240000000000001,-8.84,-14.16,-14.72,-76.8,0.0,3,2014,,0.0,,934.5,-37.38
2014-06-30,156.38,17.970000000000002,0.01851622874806801,0.0,,17.529999999999998,28.159999999999997,1.54,0.0,138.84999999999997,130.28,180.14,4749.39,3672.11,1009.74,1074.66,-378.9200000000001,-411.17,507.45000000000005,10.630000000000003,20.792570951585972,1.45,3.42,-0.02,0.0,0.0,1.5183307573415767,2.592272024729521,6.70287480680062,6.999134466769706,-9.47,0.0,6,2014,,0.0,,970.5,-19.41
2014-09-30,230.69,38.32,0.04052882072977261,0.0,,37.59,53.25,1.54,0.0,193.10000000000002,153.11,204.02,3295.0,2179.81,1009.74,1112.98,-71.82999999999993,-55.129999999999995,142.26,15.66,9.499412839248434,1.4,1.96,0.02,0.0,0.0,4.620285563194076,6.646726599682707,13.779799048122687,14.75249074563723,4.34,0.0,9,2014,,0.0,,945.5,18.91
2014-12-31,291.24,-6.529999999999999,-0.0052746365105008075,0.0,,-3.8900000000000006,9.36,1.46,0.0,295.13,347.55,218.31,3329.31,2214.53,1009.74,1108.5,-435.57000000000005,331.09000000000003,246.78999999999996,13.25,-69.19908116385912,1.33,2.0,0.01,0.0,0.0,-0.7806462035541194,-1.2870113085621968,-2.3630371567043618,-2.5740226171243936,1.7,0.0,12,2014,,0.0,,1238.0,12.38
2015-03-31,228.12,-83.57,-0.07999999999999999,0.0,,-84.22,-68.52,1.19,1.51,312.34,114.45,225.04,3290.58,2127.68,1109.74,1156.92,-154.78,-29.52,10.86,15.7,-3.72,1.14,1.84,-0.08,0.0,0.0,-10.16,-11.84,-28.88,-30.2,-36.63,0.0,3,2015,,0.0,,1044.625,-83.57
2015-06-30,158.75,-21.120000000000005,-0.020173846594708195,0.0,,-21.299999999999997,-8.570000000000007,0.86,1.51,180.05,97.13,231.5,3447.12,2190.71,1224.24,1250.31,-98.35,-71.60000000000001,92.97,12.73,-10.657362689393937,0.84,1.75,-0.1,0.0,0.0,-2.4531397459165163,-2.073871429936002,-6.7542038399083015,-7.270654312732832,-27.06,0.0,6,2015,,0.0,,1046.8999999999999,-104.69
2015-09-30,128.41999999999996,-53.900000000000006,-0.047581814742417565,0.0,,-54.31000000000002,-40.69,0.63,-0.49,182.73000000000002,115.79,225.73,2838.21,1635.78,1224.24,1196.41,421.68,-6.170000000000002,-396.84,13.619999999999997,-3.3100881261595543,0.64,1.37,-0.14,0.0,0.0,-7.59949555457469,-7.0828929945141565,-18.026710385270196,-18.665666183239804,-30.78,0.0,9,2015,,0.0,,1132.7857142857142,-158.59
2015-12-31,225.98000000000002,-33.97999999999999,-0.029997403541569292,0.0,,-34.26999999999998,-20.419999999999987,0.41,0.0,260.25,139.79,218.86,2246.95,1078.45,1224.24,1162.43,318.28999999999996,-44.83999999999999,-249.46000000000004,13.850000000000001,-3.414462183637435,0.43,0.93,-0.17,0.0,0.0,-6.048888196499973,-4.912515968219347,-11.695458274913015,-11.970728566235652,-25.98,0.0,12,2015,,0.0,,1132.764705882353,-192.57
2016-03-31,172.94,-12.87,-0.01,0.0,,-13.26,0.52,0.43,0.0,186.19,83.21,208.03,2334.47,1178.88,1224.24,1149.56,-17.5,-0.52,-38.56,13.78,-10.75,0.46,1.03,-0.01,0.0,0.0,-2.2,-1.88,-4.48,-4.48,-7.44,0.0,3,2016,,0.0,,1287.0,-12.87
2016-06-30,178.39999999999998,-15.180000000000001,-0.010823529411764708,0.0,,-15.56,-1.0899999999999999,0.62,0.0,193.97000000000003,118.97,202.27,2593.12,1458.74,1224.24,1134.38,197.61,23.52,-185.35999999999999,14.47,-14.320652173913043,0.67,1.29,-0.02,0.0,0.0,-2.3378823529411767,-2.0564705882352943,-5.346823529411766,-5.0870588235294125,-7.98,0.0,6,2016,,0.0,,1402.5,-28.05
2016-09-30,200.70999999999998,-24.05,-0.018464491362763916,0.0,,-23.28,-8.69,0.5,0.0,223.97999999999996,79.09,191.25,2362.49,1251.86,1224.24,1110.63,-88.59000000000002,-2.6000000000000014,51.29999999999998,14.590000000000003,-6.769750519750519,0.55,1.13,-0.04,0.0,0.0,-4.080652591170825,-3.692898272552783,-8.659846449136278,-8.34595009596929,-9.44,0.0,9,2016,,0.0,,1302.5,-52.1
2016-12-31,269.5400000000001,27.220000000000002,0.021881028938906755,0.0,,34.42,48.879999999999995,0.57,0.0,235.12,95.46,174.74,2720.41,1575.92,1224.24,1144.49,8.13000000000001,-51.67,59.91000000000001,14.459999999999994,6.512490815576781,0.61,1.38,-0.02,0.0,0.0,3.9823472668810296,3.107106109324759,9.496366559485532,9.452604501607718,-3.03,0.0,12,2016,,0.0,,1244.0,-24.88
