,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,total_asset,total_liability,cash_flow_operation,cash_flow_financing,DPS,month,year,EPS,cash_flow_investment,depreciation,dividend,P/E,ROA%,ROAA%,ROE%,ROAE%,ROCE%,number_of_shares,return_old
2013-09-30,257.4699999999999,,,,,,,11.3,44.92999999999999,-4.2700000000000005,22.08,0.0,13002.44,383.7,-88.50999999999999,-206.92,0.39,9,2013,,,,,,,,,,,,
2013-12-31,253.44000000000005,,,,,,,10.7,53.170000000000016,-3.8600000000000003,30.7,0.0,12990.17,375.42,221.29000000000002,-212.67000000000002,0.58,12,2013,,,,,,,,,,,,
2014-03-31,248.55,,,,,,,10.6,45.73,-0.68,26.34,0.0,13015.22,410.32,208.3,-212.67,0.19,3,2014,,,,,,,,,,,,
2014-06-30,245.65999999999997,,,,,,,11.1,44.87,0.020000000000000018,20.13,0.0,12974.8,361.16,200.71999999999997,-206.91,0.37,6,2014,,,,,,,,,,,,
2014-09-30,232.40000000000003,,,,,,,11.0,44.28999999999999,-0.07999999999999996,23.95,0.0,13114.48,345.34,210.73000000000002,-206.92000000000002,0.55,9,2014,,,,,,,,,,,,
2014-12-31,224.76999999999998,,,,,,,10.4,42.35000000000002,-6.37,29.61,0.0,12997.44,350.04,201.08000000000004,-195.41999999999996,0.72,12,2014,,,,,,,,,,,,
2015-03-31,221.55,,,,,,,10.3,42.87,-1.8,26.56,0.0,12981.98,345.55,186.62,-189.67,0.17,3,2015,,,,,,,,,,,,
2015-06-30,223.52999999999997,,,,,,,10.4,45.690000000000005,-1.7,24.33,0.0,13067.93,338.33,181.7,-183.93000000000004,0.33,6,2015,,,,,,,,,,,,
2015-09-30,225.36000000000007,,,,,,,10.5,49.96000000000001,-1.3899999999999997,130.41,0.0,13150.61,350.9,290.01000000000005,-183.92999999999995,0.49,9,2015,,,,,,,,,,,,
2015-12-31,228.63,,,,,,,10.6,52.56999999999999,-0.47000000000000064,14.65,0.0,13322.09,368.46,68.15999999999997,-183.92000000000007,0.65,12,2015,,,,,,,,,,,,
2016-03-31,228.89,,,,,,,11.0,48.55,-3.06,14.26,0.0,13298.47,359.92,195.03,-195.42,0.17,3,2016,,,,,,,,,,,,
2016-06-30,228.89,,,,,,,11.0,55.09,-1.81,65.67,0.0,13328.96,385.3,235.33,-183.93000000000004,0.33,6,2016,,,,,,,,,,,,
2016-09-30,228.22000000000003,,,,,,,10.4,46.14,4.11,43.59,0.0,13445.89,379.36,150.36,-172.42999999999995,0.48,9,2016,,,,,,,,,,,,
2016-12-31,232.02999999999997,,,,,,,10.0,36.68000000000001,-0.28,9.27,0.0,13530.45,380.58,149.60000000000002,-183.93000000000006,0.64,12,2016,,,,,,,,,,,,
2017-03-31,239.93,,,,,,,10.3,55.39,-14.4,10.9,0.0,13499.79,355.06,191.31,-189.67,0.17,3,2017,,,,,,,,,,,,
2017-06-30,225.02999999999997,,,,,,,10.0,41.519999999999996,5.280000000000001,14.06,0.0,13588.97,367.39,181.33999999999997,-178.18000000000004,0.32,6,2017,,,,,,,,,,,,
2017-09-30,230.64000000000004,,,,,,,11.0,47.22,3.389999999999999,31.58,0.0,13632.7,402.0,195.69000000000005,-178.17999999999995,0.48,9,2017,,,,,,,,,,,,
