,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,TIE,month,year,dividend,ROCE%,number_of_shares,return_old
2002-12-31,10254.289999999994,961.1300000000001,0.40835637710602934,0.0,0.0,938.6999999999998,1557.83,26.0,0.0,9494.460000000003,0.0,9764.21,22394.5,760782.07,725336.66,23530.95,35075.02,18809.749999999996,-19408.679999999997,0.0,619.1299999999999,15.908898119921343,0.89,20.68,2.84,0.0,0.0,0.5061318476807124,0.4946288511425144,10.962355700902702,12.37147277683196,0.0,12,2002,0.0,,2353.654929577465,6684.38
2003-03-31,11155.67,2647.96,1.13,0.0,0.0,2652.83,3041.04,30.0,0.0,8364.11,0.0,9103.88,22405.43,776167.6,738312.78,23530.95,37526.12,-11898.97,11285.98,-47.34,388.21,6.6375,1.0,19.67,1.13,0.0,0.0,1.3599999999999999,1.3599999999999999,28.24,32.32,0.0,3,2003,0.0,,2343.327433628319,2647.96
2003-06-30,18678.04,8235.599999999999,3.503525317083748,0.0,0.0,8241.99,9176.68,34.0,0.0,8263.119999999999,0.0,9051.21,22363.62,797472.08,750732.44,23530.95,46405.4,5080.65,-5133.32,0.0,934.69,2.42500031570256,1.1,16.18,4.63,0.0,0.0,4.116453072340301,4.14672110963692,70.97854746057355,85.20452498998488,0.0,6,2003,0.0,,2350.6609071274297,10883.56
2003-09-30,9973.64,1927.5200000000004,0.8184874967606169,0.0,0.0,1955.8600000000006,1813.2000000000007,43.0,0.0,8497.029999999999,0.0,8316.48,22218.36,811473.42,763444.01,23540.65,47687.23,2144.3499999999995,-2908.2,29.120000000000005,-142.66000000000008,13.126651344733126,1.37,16.01,5.44,0.0,0.0,0.9508898859424814,0.9809813380292687,16.165128061022184,18.939559943423976,0.0,9,2003,0.0,,2354.9779411764703,12811.08
2003-12-31,10190.21,2002.8600000000006,0.8517665118125227,0.0,0.0,2028.5599999999995,2445.2800000000007,65.0,0.0,8781.740000000002,0.0,18699.18,22257.89,821330.54,772517.79,23540.65,48457.56,-9265.009999999998,7647.72,12000.0,416.72,19.082694347083663,2.09,15.94,6.3,0.0,0.0,0.9734474420714546,1.016711772830186,16.532382391180203,19.182322650152496,0.0,12,2003,0.0,,2351.419047619048,14813.94
2004-03-31,11560.14,4371.92,1.85,0.0,0.0,4402.8,4780.14,48.5,0.0,8873.69,0.0,9298.71,22298.07,804285.78,751019.73,23615.51,52984.79,19827.21,10606.38,-39834.06,377.34,6.555,1.5,14.17,1.85,0.0,0.0,2.16,2.24,33.0,38.64,0.0,3,2004,0.0,,2363.2,4371.92
2004-06-30,9603.190000000002,3201.99,1.3570781670233736,0.0,0.0,3237.66,3632.3499999999995,50.5,0.0,9243.769999999999,0.0,10063.43,22355.9,806225.29,750622.82,23622.27,55305.88,15264.770000000004,-14518.84,18.790000000000873,394.69,9.301840753718782,1.58,13.57,3.21,0.0,0.0,1.5895993482890607,1.6065099796538378,23.150654338380043,25.179930102153314,0.0,6,2004,0.0,,2359.473520249221,7573.91
2004-09-30,10965.579999999998,3377.59,1.431038451353696,0.0,0.0,3413.6500000000005,3793.1000000000004,45.0,0.0,9812.41,0.0,9856.89,22225.38,822196.12,763116.09,23634.49,58768.39,-6368.320000000003,6125.77,36.00999999999476,379.45000000000005,7.862821568041117,1.38,12.99,4.64,0.0,0.0,1.640759603707255,1.6654326804547326,22.995307528649047,25.376259434780625,0.0,9,2004,0.0,,2360.237068965517,10951.5
2004-12-31,12977.369999999999,4388.959999999999,1.856812012156089,0.0,0.0,4453.75,4806.5,52.5,0.0,11656.860000000004,0.0,13536.07,19747.32,824551.75,757886.09,23636.24,66347.64,-16694.62,16525.91,3847.8800000000047,352.75,7.069118959844702,1.61,11.42,6.49,0.0,0.0,2.1286103806535133,2.1514986643164544,26.458855914359802,30.578746973689178,0.0,12,2004,0.0,,2363.7072419106316,15340.46
2005-03-31,11939.37,3842.94,1.62,1.0,0.0,5164.03,5633.37,54.5,0.0,9096.63,0.0,10516.02,21213.21,843428.18,771551.68,23698.95,71598.11,-9345.5,6293.46,32.0,469.34,8.41,1.64,10.78,1.62,1.0,0.62,1.84,2.52,21.48,24.68,0.0,3,2005,2372.185185185185,,2372.185185185185,3842.94
2005-06-30,12531.519999999999,3848.8399999999997,1.6262464605071907,-0.002316999686919326,0.0,4981.55,5354.97,55.0,0.0,9888.94,0.0,13050.37,21322.97,840783.22,767396.02,23707.74,73095.12,2261.1899999999996,-1876.0100000000002,2149.17,373.42,8.453515708629094,1.7,10.5,3.25,1.0,0.31,1.8213960357680536,2.4618869494447315,21.056138787120794,23.97837858077064,0.0,6,2005,-5.483646723646871,,2366.7015384615383,7691.78
2005-09-30,13052.68,3577.9900000000007,1.508056730527775,0.0024789940085461117,0.0,4185.76,4570.85,62.5,360.76,10914.920000000002,0.0,13039.41,21388.2,839461.01,763395.5,23725.43,75755.6,373.2300000000005,7311.7300000000005,-7695.92,385.0899999999999,10.362673819658523,1.91,10.08,4.75,1.0,0.21,1.7017229632902893,2.1843011170591775,18.89674454758172,21.2842364662278,0.0,9,2005,5.881619433198466,,2372.583157894737,11269.77
2005-12-31,14319.050000000003,2660.08,1.1209503045617863,0.00020006411827085195,0.0,3665.2999999999993,4054.8900000000012,70.0,598.88,12986.749999999996,0.0,14912.7,21440.59,837308.57,759192.96,23732.94,78114.09,3995.75,-5486.34,3363.88,389.59000000000015,15.618243671242972,2.17,9.72,5.87,1.0,0.17,1.2679914859097547,1.657555135195282,13.619450719139113,14.734672146505524,0.0,12,2005,0.4747637406976537,,2373.0579216354345,13929.85
2006-03-31,14733.89,3615.11,1.52,1.25,0.0,5010.87,5400.62,66.0,490.67,10930.23,0.0,14102.66,21507.56,891601.74,809629.62,23811.88,81972.05,-2110.73,1072.34,228.35,389.75,10.855,1.95,9.88,1.52,1.25,0.82,1.64,2.32,17.64,18.84,0.0,3,2006,2972.952302631579,,2378.3618421052633,3615.11
2006-06-30,16505.2,3544.8699999999994,1.4902358246810743,0.0001939347706202166,0.0,4872.06,5288.62,59.0,1248.75,11922.45,0.0,14371.62,21599.59,844567.63,762139.19,23815.79,82428.36,-14952.420000000002,18187.0,-2965.62,416.55999999999995,9.897091289666477,1.83,9.25,3.01,1.25,0.42,1.6833228584437385,2.3170444051519694,17.209500752795396,18.239298266196275,0.0,6,2006,0.46131863087884994,,2378.7308970099666,7159.98
2006-09-30,17191.34,3075.550000000001,1.292054734830537,0.5008532951954059,0.0,4418.129999999999,4855.9400000000005,67.0,823.06,12753.720000000001,0.0,14646.28,22087.28,908458.62,823414.21,23819.41,85044.39,15722.240000000002,-14266.74,-1180.8400000000001,437.80999999999995,12.96268613743883,1.96,9.68,4.3,1.75,0.41,1.3581598607986107,1.971134665229842,14.47101303010201,15.300331883156032,0.0,9,2006,1192.209053156147,,2380.3558139534885,10235.53
2006-12-31,19012.060000000005,3428.51,1.440251009218357,0.00010215491444769401,0.0,3487.17,3979.16,61.5,651.54,15524.150000000001,0.0,17857.26,22300.82,935508.75,847270.43,23821.48,88238.3,11128.119999999999,-7922.89,5.75,491.99,10.670952425397621,1.75,9.6,5.74,1.75,0.3,1.4653424902151924,2.0173550721455733,15.54668162563927,16.490121311120284,0.0,12,2006,0.24317923993203294,,2380.494773519164,13664.04
2007-03-31,18592.36,3876.8,1.62,0.0,0.0,5527.44,5992.77,65.0,928.9,12994.33,0.0,17529.75,22741.28,941927.29,848081.18,23866.08,93846.06,-5350.56,4843.72,179.33,465.33,10.03,1.79,9.04,1.62,0.0,0.0,1.64,2.4,16.52,17.64,0.0,3,2007,0.0,,2393.0864197530864,3876.8
2007-06-30,18851.059999999998,4087.6799999999994,1.7142175258146166,1.25,0.0,5454.96,6139.15,74.0,1930.41,14106.03,0.0,19667.9,23226.76,962631.9,867856.53,23876.12,94775.32,-4490.259999999999,9032.7,-2957.86,684.19,10.79419602317207,2.06,9.16,3.34,1.25,0.37,1.7039527502109364,2.504605247298003,17.244823014182973,18.45606653541725,0.0,6,2007,2980.7185628742513,,2384.574850299401,7964.48
2007-09-30,18560.700000000004,3411.9799999999996,1.4305983232042303,0.5002239233548768,0.0,5150.74,5521.839999999998,81.0,2637.71,14292.169999999998,0.0,17205.01,23990.24,1007294.78,910518.21,23879.69,96776.52,11824.1,-13158.01,-1128.9899999999998,371.0999999999999,14.15397297170558,2.13,9.41,4.77,1.75,0.37,1.355619375447195,2.0154341157091045,14.108038809963732,15.007786183048154,0.0,9,2007,1193.0351058888514,,2385.0020964360588,11376.46
2007-12-31,19950.35,3628.42,1.5186044540176262,0.003156770341896272,0.0,5279.279999999999,5535.330000000002,87.0,4289.97,16665.71,0.0,18050.91,24533.97,994517.78,894522.44,23882.02,99995.28,4787.08,-2275.67,-1665.5000000000005,256.0500000000002,14.318738459164043,2.35,8.95,6.28,1.75,0.28,1.4605686150105834,2.147326043260593,14.51863239159527,15.418187896204435,0.0,12,2007,7.542509580845945,,2389.312101910828,15004.88
2008-03-31,20011.15,4437.94,1.8499999999999999,0.0,0.0,6427.92,7125.83,90.0,1424.95,15488.06,0.0,18455.81,25103.21,1099522.61,994130.21,23932.6,105392.35,30701.87,-30615.48,318.51,697.91,12.1625,2.2,9.43,1.85,0.0,0.0,1.6,2.52,16.84,17.8,0.0,3,2008,0.0,,2398.8864864864863,4437.94
2008-06-30,19833.089999999997,4270.070000000001,1.7849146705159964,1.5,0.0,5616.24,5569.3099999999995,71.0,1851.21,16313.38,0.0,20502.06,27551.81,1073444.07,967943.73,23932.6,105500.28,-3009.1800000000003,8024.27,-2968.84,-46.92999999999995,9.946750000585471,1.8,9.17,3.64,1.5,0.41,1.5887702012285243,2.314504737592171,16.18191871621645,17.064568828010074,0.0,6,2008,3588.4656593406594,,2392.3104395604396,8708.01
2008-09-30,20848.920000000006,3835.539999999999,1.602276038282623,0.5009379278637183,0.0,5775.66,6071.240000000002,62.0,3087.75,16619.74,0.0,18221.83,28380.2,1124935.26,1015855.53,23932.6,109079.68,-14243.56,9581.539999999999,2381.79,295.5799999999999,9.672053772089459,1.51,9.31,5.24,2.0,0.38,1.3698848571576627,2.0425961709404428,14.065782015458142,14.90972893638563,0.0,9,2008,1199.148844476134,,2393.8072519083967,12543.55
2008-12-31,22874.01999999999,2789.710000000001,1.1662256493400625,-0.001440591854937859,0.0,4357.93,4770.02,45.0,4592.48,21721.71,0.0,27751.13,29657.26,1303554.49,1189891.9,23932.6,113662.54,-12088.64,4735.549999999999,16882.4,412.09000000000015,9.646117804359589,1.0,10.47,6.41,2.0,0.31,0.858749620106879,1.4045650566154886,9.817400318001523,10.443268685198063,0.0,12,2008,-3.4460170773236314,,2392.084243369735,15333.26
2009-03-31,21315.45,3799.76,1.59,0.0,0.0,5467.15,5790.59,44.75,1376.16,17199.64,0.0,15295.22,30754.08,1217861.7,1100247.33,23932.6,117614.16,75718.1,-90344.55,2170.53,323.44,7.035,1.04,9.35,1.59,0.0,0.0,1.24,1.8799999999999997,12.92,13.64,0.0,3,2009,0.0,,2389.7861635220124,3799.76
2009-06-30,19921.280000000002,3704.54,1.5500787015444477,1.5,0.0,4828.25,5356.15,66.25,2979.27,18666.72,0.0,17355.66,31642.24,1187142.68,1070518.4,23932.6,116624.23,-14335.990000000005,18770.180000000008,-2373.7400000000002,527.9000000000001,10.68558646957517,1.55,9.18,3.14,1.5,0.48,1.2440122063350347,1.7969065202617165,12.696822994816305,13.348448436229894,1.07,6,2009,3584.856687898089,,2389.9044585987263,7504.3
2009-09-30,20018.21,3719.96,1.5543663813917357,0.5020858509833129,0.0,5601.620000000001,6913.1,82.5,4841.76,19020.659999999996,0.0,18477.58,32508.4,1242008.28,1122740.15,23932.6,119268.07,16029.289999999994,-11423.36,-3484.0099999999998,1311.48,13.268605939311175,1.87,9.41,4.69,2.0,0.43,1.1931170518145517,1.7764187215905547,12.474701619527702,13.031489577041159,0.0,9,2009,1201.6081308652365,,2393.232409381663,11224.26
2009-12-31,25539.729999999996,3667.5300000000007,1.5318532291954159,0.0007902896355721277,0.0,5213.860000000001,6061.68,85.0,6435.99,25401.29,0.0,26674.35,37819.69,1358532.09,1226576.0,23932.6,123066.39,26677.990000000005,-18689.490000000005,208.26999999999998,847.8199999999997,13.876557880917128,1.85,9.97,6.22,2.0,0.32,1.0836260785305194,1.5663322407850235,11.919886863835712,12.392741879921756,0.0,12,2009,1.8920944199544465,,2394.17845659164,14891.79
2010-03-31,35431.78,4363.91,1.82,0.0,0.0,6761.44,7718.78,96.5,105.66,33943.93,0.0,23118.75,38209.07,1422290.12,1284712.24,23932.6,128172.1,16375.03,-18028.42,-1902.21,957.34,13.255,2.03,10.02,1.82,0.0,0.0,1.24,2.04,13.6,14.2,0.0,3,2010,0.0,,2397.752747252747,4363.91
2010-06-30,38728.19,4763.42,1.988383262136901,2.0,0.0,7616.090000000001,8649.05,90.75,930.62,36712.07,0.0,22773.9,38176.33,1455703.46,1317487.4,23932.6,128269.08,-36666.03,33666.64,2654.53,1032.96,11.410551693950985,1.88,10.27,3.81,2.0,0.52,1.3151511340118085,2.2754202159886847,14.863295355815996,15.552184045060276,0.0,6,2010,4791.249343832021,,2395.6246719160104,9127.33
2010-09-30,33910.56,5085.4400000000005,2.125378346374423,0.49757393510468384,-23580.0,8112.789999999999,9194.660000000002,117.0,5022.26,-24197.92,-23580.0,23716.14,38053.29,1458941.87,1314832.05,23932.6,133099.12,21907.54,-8584.939999999999,-12380.34,1081.8700000000001,13.764372846793984,2.38,9.88,5.94,2.5,0.42,1.3882942733893535,2.3901561201651753,15.285549319379685,16.115663420993936,0.0,9,2010,1190.556211723535,,2392.722222222222,14212.77
2010-12-31,37776.31,5833.919999999998,2.4387192898179197,-0.0005390194369025703,-8881.400000000001,7949.950000000001,9115.829999999998,126.0,6696.3,16146.309999999998,-8881.400000000001,32457.48,39008.56,1551527.57,1406040.1,23932.6,134942.7,10050.529999999999,-1528.7299999999996,219.53000000000065,1165.88,12.920224206022711,2.44,10.42,8.38,2.5,0.3,1.5016457679547093,2.4328989573839865,17.298027993648823,18.089593204663707,0.0,12,2010,-1.289445770353268,,2392.206443914081,20046.69
2011-03-31,42586.69,6113.89,2.55,0.0,-8417.34,9283.81,10407.15,127.0,1681.04,17497.0,-8417.34,26721.15,38877.3,1677862.37,1525739.12,23932.6,141051.19,3825.54,-9742.28,180.41,1123.34,12.45,2.3,10.82,2.55,0.0,0.0,1.44,2.4,17.32,18.16,0.0,3,2011,0.0,,2397.603921568628,6113.89
2011-06-30,47549.06999999999,7318.29,3.0565110726628144,2.0,-7873.51,11183.26,12332.199999999999,123.0,3466.47,18191.89,-7873.51,28861.22,39103.8,1672341.28,1517804.16,23932.6,143248.81,23326.86,-15798.9,-5387.889999999999,1148.9400000000003,10.062723238625416,2.19,10.6,5.61,2.0,0.36,1.7434644264743326,2.8549229983517197,20.44212040041155,21.553578972288935,0.0,6,2011,4788.6559714795,,2394.32798573975,13432.18
2011-09-30,50940.62000000001,7761.1500000000015,3.2445957761239033,0.49807336047198036,-8489.300000000001,11574.73,12769.400000000001,117.0,5185.84,19451.67,-8489.300000000001,31275.86,38789.84,1777794.28,1616976.75,23932.6,149706.7,22409.82,-18643.269999999997,-1351.9100000000008,1194.6699999999996,9.018118748510208,1.99,10.8,8.86,2.5,0.28,1.7431462634706298,2.900361009808275,20.741975706507663,21.957783604558607,0.0,9,2011,1191.4032835995076,,2392.023702031603,21193.33
2011-12-31,46905.81,3032.239999999998,1.266689237859005,0.0018874824658591984,-10837.260000000002,8102.070000000003,8190.8499999999985,122.0,7345.53,19585.67,-10837.260000000002,53210.59,38660.22,1722939.88,1555974.44,23932.6,154798.75,7380.309999999998,14484.069999999996,70.34000000000015,88.7800000000002,24.087833928053207,2.09,10.05,10.12,2.5,0.25,0.705941432956995,1.2266358232231473,7.835449238139696,8.371163658894293,0.0,12,2011,4.518314090953027,,2393.8310276679845,24225.57
2012-03-31,35238.4,8988.03,3.76,0.0,-7708.08,12678.44,13820.29,154.0,1830.59,10259.71,-7708.08,42458.7,40333.89,1857149.17,1677982.4,23932.6,165719.06,72142.57,-104789.51,21895.05,1141.85,10.24,2.5,10.13,3.76,0.0,0.0,1.92,2.88,21.68,23.44,0.0,3,2012,0.0,,2390.4335106382982,8988.03
2012-06-30,76344.23000000001,9367.28,3.9142372207279528,2.0,-8291.06,12556.550000000001,13744.939999999999,162.0,3724.48,30835.090000000004,-8291.06,41527.84,40359.22,1887035.54,1703375.84,23932.6,170029.74,2700.229999999996,1557.6199999999953,-5188.709999999999,1188.3899999999999,10.346230367833567,2.59,10.02,7.67,2.0,0.26,1.9800834962743752,2.898678932690322,22.046290473982733,23.92430781065534,0.0,6,2012,4786.26075619296,,2393.13037809648,18355.31
2012-09-30,59575.91,9212.18,3.849618285886745,0.499900465681029,-9032.630000000001,12953.23,14252.41,182.5,5742.14,22657.86,-9032.630000000001,35165.79,40480.67,2005459.64,1812025.9,23932.6,178598.54,-36338.83,15906.789999999994,14069.990000000002,1299.1800000000003,11.850317774945777,2.77,10.15,11.52,2.5,0.22,1.8312420318280702,2.7000794921844538,20.63823136600394,22.442739937513352,0.0,9,2012,1196.2674556125967,,2393.0112847222226,27567.49
2012-12-31,57032.25,7692.310000000001,3.2135101815665434,0.0007617581524617683,-11797.789999999997,10793.199999999997,12048.25,193.5,8389.96,23371.209999999992,-11797.789999999997,35127.06,40565.45,2077442.48,1876621.23,23932.6,184945.59,30005.270000000004,-29934.179999999993,-109.82000000000335,1255.0500000000002,15.057693072692077,2.94,10.15,14.73,2.5,0.17,1.483494177505261,2.2514205752726903,16.632587660735457,18.11608183824072,0.0,12,2012,1.823451466678307,,2393.7406653088938,35259.8
2013-03-31,63235.47,10106.04,4.22,0.0,-8804.37,13690.3,14925.98,208.0,3524.77,23359.68,-8804.37,30715.06,40634.34,2109966.8,1896631.74,23932.6,195876.76,-54729.24,50828.84,-511.59,1235.68,12.3225,3.06,9.68,4.22,0.0,0.0,1.92,2.76,20.639999999999997,22.36,0.0,3,2013,0.0,,2394.796208530806,10106.04
2013-06-30,66303.61,10979.009999999998,4.587377222249888,2.5,-9503.949999999999,15332.130000000001,16560.43,191.0,5724.53,25008.760000000002,-9503.949999999999,35293.31,39750.19,2225151.59,2007654.09,23932.6,200250.46,110508.85,-99554.35,-6376.25,1228.3,10.409041525602035,2.74,10.03,8.81,2.5,0.28,1.9786644091429706,2.936754544096409,21.93193287186893,23.723144863303617,0.0,6,2013,5983.27185017026,,2393.3087400681043,21085.05
2013-09-30,67313.77999999998,10712.720000000001,4.477422435598471,0.49926856855802326,-10509.55,14433.14,15725.890000000003,175.0,8708.02,25878.050000000003,-10509.55,34394.71,40325.68,2240033.62,2013315.04,23932.6,209057.77,29471.679999999993,-29160.71,-1209.58,1292.75,9.77288286494933,2.38,9.63,13.29,3.0,0.23,1.9136011613393014,2.7625932258771604,20.497094129556885,22.11422187153376,0.0,9,2013,1194.5543349313211,,2392.6087283671936,31797.77
2013-12-31,67370.88,9527.039999999997,3.9814334488168237,0.00032357761102062415,-12393.77,12847.93,10753.61,156.0,11743.36,27341.22,-12393.77,40609.92,40838.58,2290045.29,2053037.87,23932.6,219232.3,60995.28999999999,-37764.369999999995,-17015.71,-2094.3199999999997,9.79220813337616,2.13,9.36,17.27,3.0,0.17,1.6598911888524108,2.379177370688455,17.38274939437108,18.858208228906552,0.0,12,2013,0.7742781294546148,,2392.866821077012,41324.81
2014-03-31,77279.2,11938.84,4.99,0.0,-9688.34,16255.32,17588.83,178.0,3659.92,29450.43,-9688.34,40235.8,41179.46,2308996.36,2057978.52,23932.6,231687.7,14592.38,-15340.45,373.95,1333.51,8.9175,2.39,8.88,4.99,0.0,0.0,2.08,2.96,20.6,22.32,0.0,3,2014,0.0,,2392.5531062124246,11938.84
2014-06-30,77438.15999999999,11731.599999999999,4.901705418234727,3.0,-11506.529999999999,15987.349999999999,17425.559999999998,204.0,6695.75,31069.409999999996,-11506.529999999999,38386.88,43108.3,2339798.38,2080975.01,23932.6,237383.47,2146.01,-7102.23,3107.3100000000004,1438.2099999999998,10.40610780285724,2.71,8.77,9.89,3.0,0.3,2.0023144478936596,2.7953102688416434,19.765420837128502,21.450536956642967,0.0,6,2014,7180.113245702729,,2393.3710819009098,23670.44
2014-09-30,75993.92000000001,12516.350000000002,5.229731954671857,0.49991869201370825,-11356.77,17008.630000000005,18466.68,235.0,10357.12,29499.990000000005,-11356.77,35639.25,43927.12,2415588.26,2143652.67,23932.6,248813.9,1587.670000000002,-2550.630000000001,-1784.6700000000003,1458.0500000000006,11.232162663236483,3.01,8.62,15.12,3.5,0.23,2.0752904582031184,2.9330771809270737,20.11648217484889,21.873561429460864,0.0,9,2014,1196.4585135565303,,2393.306216931217,36186.79
2014-12-31,76553.80000000002,9966.620000000003,4.163428739068252,0.0007936895991324083,-14688.279999999999,13742.46,15235.750000000007,229.0,14242.82,32718.259999999995,-14688.279999999999,58005.65,44608.69,2389136.59,2108450.74,23932.6,257059.24,50240.92,-41858.59,13981.6,1493.29,13.753471859065558,2.9,8.2,19.28,3.5,0.18,1.667099059419445,2.323573300434356,15.504885034496912,16.74009314588023,0.0,12,2014,1.8999731058866018,,2393.8490663900416,46153.41
2015-03-31,87009.7,12401.33,5.18,0.0,-11665.74,16835.76,18419.03,229.0,4006.72,35269.01,-11665.74,41466.77,45070.38,2474871.21,2180644.95,23932.6,269436.83,-24435.72,7909.62,-12.79,1583.27,11.052499999999998,2.85,8.09,5.18,0.0,0.0,2.0,2.8,18.4,19.8,0.0,3,2015,0.0,,2394.079150579151,12401.33
2015-06-30,85565.39,11478.76,4.797219139458855,3.5,-11266.47,15772.220000000001,17371.6,189.0,10043.53,33915.939999999995,-11266.47,44206.94,45074.05,2511722.56,2213567.66,23932.6,272744.87,13884.12,-2079.7799999999997,-9064.869999999999,1599.38,9.850561049277099,2.33,8.12,9.98,3.5,0.35,1.826596465926217,2.57646238351698,16.84314214896175,17.99678202217831,0.0,6,2015,8374.781062124248,,2392.7945891783565,23880.09
2015-09-30,79393.45000000001,10116.98,4.228666935121174,0.4995324922769647,-11792.190000000002,14178.02,15958.530000000006,171.0,17550.45,31446.729999999996,-11792.190000000002,38869.39,45132.45,2538678.18,2231866.56,23932.6,280881.83,-71643.43,80638.38,-14332.86,1780.5099999999998,10.106394203111996,2.09,7.95,14.21,4.0,0.28,1.5950495969211465,2.2497341329708704,14.403059793093933,15.283908077960835,0.0,9,2015,1195.1190082487283,,2392.475017593244,33997.07
