,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2015-06-30,479.58,143.39,0.4642571914822962,1.55,147.28999999999996,174.57000000000002,188.23999999999998,26.5,305.01,102.93,669.57,343.96,31.24,1684.86,663.81,2477.65,32.21,2.3,197.39,51.97,249.36,308.54,2203.48,-6.150000000000006,186.35000000000002,-486.43,13.67,14.268276553455612,3.71,0.11,0.78,1.55,1.99,23.141435390809846,27.450694450209618,26.022210784110246,25.35558507326387,31.188560043169645,29.07,26.5,8.54,8.38,6,2015,478.7314102564103,308.85897435897436,240.91
2015-09-30,452.29999999999995,54.76000000000002,0.17779822098961684,0.995624669915264,132.27000000000004,79.95999999999998,93.78000000000003,24.3,372.34000000000003,74.01999999999998,648.2,268.3,26.68,1426.53,672.14,2224.87,46.75,1.97,208.18,53.05,261.22,309.88,1939.54,136.06000000000003,166.57999999999998,-300.26,13.82,34.164571311176026,3.88,0.13,0.96,2.55,2.66,9.845576487300033,11.645783474819904,11.29018703284067,10.475278519971594,13.905302533229618,23.19,21.72,6.85,6.72,9,2015,306.6420272435897,307.98958333333337,295.67
2015-12-31,327.21000000000004,43.69,0.14161657237152286,0.004294020361857325,64.43,57.53000000000003,71.31,15.0,269.68000000000006,53.160000000000025,726.82,248.26,22.61,1390.52,662.73,2183.24,25.55,1.54,113.44,58.66,172.1,309.88,1981.91,74.20999999999998,4.810000000000002,-0.9800000000000182,13.780000000000001,26.487013046463726,2.35,0.09,1.1,2.55,2.32,8.002623762376237,9.135556341348419,8.816275341819896,7.904779585101367,10.850404290429042,21.24,20.1,12.26,12.06,12,2015,1.3247443181817289,308.5090909090909,339.36
2016-03-31,175.95,-29.79,-0.1,0.0,3.71,-28.74,-15.41,13.8,204.69,-32.5,825.56,96.74,21.65,1355.81,662.83,2147.57,15.42,1.3,111.13,57.05,168.18,309.88,1949.93,114.54,-12.84,-0.56,13.33,-34.5,2.19,0.09,-0.1,0.0,0.0,-5.56,-4.6,-6.12,-5.32,-5.64,-17.3,-16.93,12.2,12.01,3,2016,0.0,297.9,-29.79
2016-06-30,221.77000000000004,27.59,0.12540909090909091,0.5,60.06,30.82,43.96,13.2,190.95999999999998,27.23,598.64,151.78,30.4,1184.73,663.15,1977.01,20.76,1.21,85.95,58.99,144.94,309.88,1809.02,-37.44000000000001,-12.7,-162.99,13.139999999999999,26.313881841246832,2.26,0.08,-0.01,0.5,-50.0,5.518,-4.514727272727272,6.019636363636362,5.518,-5.518,-0.56,-0.55,13.78,13.43,6,2016,110.0,220.0,-2.2
2016-09-30,358.29999999999995,61.52,0.19704652730950775,0.14767363452461227,142.84,70.39,83.97,12.7,287.9,66.56,653.0,253.43,35.66,1415.54,671.15,2216.22,77.3,1.95,259.83,62.31,322.15,309.88,1875.79,74.34,-19.509999999999998,-5.5,13.579999999999998,16.11243823146944,2.1,0.17,0.19,0.5,2.63,11.117572488199595,13.523614295347269,13.108779501011464,12.901362103843562,15.348887390424816,7.96,7.85,5.45,5.31,9,2016,46.10526315789474,312.2105263157895,59.32
2016-12-31,460.80999999999995,37.970000000000006,0.1209857128173502,0.0025939810982900167,87.82999999999998,53.33,67.81000000000002,20.8,407.48,47.61000000000001,576.18,205.05,50.99,1436.78,669.58,2236.63,95.92,2.12,240.54,63.81,304.35,309.88,1908.53,-62.19,-8.61,-0.5999999999999943,14.480000000000004,42.98234790624176,3.38,0.16,0.31,0.5,1.61,6.790810977489978,8.88269297975126,7.961640456367562,7.805529859183884,9.834967622571693,8.11,8.0,5.97,5.76,12,2016,0.8140916808149541,313.8387096774194,97.29
2017-03-31,470.76,19.37,0.06,0.0,68.91,25.74,42.06,20.8,445.02,23.05,615.67,354.91,26.58,1394.51,659.24,2185.88,157.46,2.02,159.83,65.53,225.36,309.88,1935.26,40.45,-7.51,-0.58,16.32,86.6675,3.33,0.12,0.06,0.0,0.0,3.56,4.76,3.9999999999999996,3.9999999999999996,5.08,4.14,4.11,8.72,8.56,3,2017,0.0,322.83333333333337,19.37
2017-06-30,252.38,-92.32000000000001,-0.30372583961617544,0.4,-51.94,-94.42999999999999,-78.17,19.9,346.81000000000006,-101.64999999999999,469.91,355.85,22.85,1136.04,647.36,1916.9,121.52,1.96,123.48,63.52,187.0,309.88,1711.04,-103.12,94.55000000000001,-131.45999999999998,16.259999999999998,-16.380562175043327,3.6,0.11,-0.24,0.4,-1.67,-19.286590815627143,-17.869203564084987,-21.56453461274846,-20.957082933516105,-19.387832762165868,-10.23,-10.09,9.2,9.02,6,2017,121.58333333333336,303.95833333333337,-72.95
2017-09-30,227.89999999999998,8.260000000000005,0.02681403617251509,0.00530993971247479,78.56,14.36,29.759999999999998,18.8,213.53999999999996,12.959999999999994,529.54,414.65,40.04,1138.05,636.28,1905.84,106.26,1.93,108.19,56.7,164.88,309.88,1719.83,53.510000000000005,6.1299999999999955,-0.5300000000000011,15.399999999999999,175.27387409200958,3.39,0.1,-0.21,0.4,-1.9,1.73142062142526,1.3483629618179018,1.9203957334982233,1.8386767661153205,1.5424455093522966,-6.88,-6.8,10.52,10.15,9,2017,1.6357142857142577,308.04761904761904,-64.69
