,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,month,year,operating_profit,dividend,ROCE%,number_of_shares,return_old
2005-06-30,259.81000000000006,57.14,0.07024834029997541,0.0006112991999394913,,45.860000000000014,63.32000000000002,5.05,3.34,213.96000000000004,1352.8,0.0,189.42,3813.46,881.94,823.09,2924.16,50.49000000000001,15.33,-263.09,17.459999999999997,17.97195484774239,1.42,0.3,0.2,0.32,1.6,5.999208261617899,6.364499631177773,7.811615441357264,7.811615441357264,23.82,6,2005,,0.49723076923078224,,813.4,162.68
2005-09-30,246.30999999999995,30.75999999999999,0.03657361455748552,0.010517783291976793,,30.269999999999982,47.25999999999996,5.15,2.62,216.03000000000003,1101.14,0.0,186.42,3877.4,889.07,827.0,2980.93,-254.03,-15.799999999999999,18.169999999999987,16.990000000000002,35.20092327698311,1.43,0.3,0.23,0.32,1.39,3.173953680727873,3.517427626137303,4.128047973531844,4.134408602150536,20.81,9,2005,,8.84591304347822,,841.0434782608695,193.44
2005-12-31,265.23000000000013,-7.1299999999999955,-0.008801996672212974,-0.012246256239600616,,2.8600000000000136,19.890000000000043,4.48,2.27,262.37,1295.06,0.0,177.96,4313.43,1251.26,829.51,3054.71,250.97,-56.169999999999995,-0.8799999999999955,17.03,-127.25521739130443,1.22,0.41,0.23,0.32,1.39,-0.6612978369384356,-0.8250915141430942,-0.9337770382695502,-0.9322462562396,15.6,12,2005,,-9.919999999999959,,810.0434782608695,186.31
2006-03-31,335.09,77.05,0.09,0.17,,91.53,107.81,4.1,0.0,243.56,1382.97,0.0,170.51,3896.79,738.63,829.69,3148.7,81.92,5.85,0.15,16.28,11.39,1.08,0.23,0.09,0.17,1.88,7.92,8.88,9.8,10.240000000000002,22.99,3,2006,,145.5388888888889,,856.1111111111111,77.05
2006-06-30,276.68,35.010000000000005,0.04373906835623774,-0.0118262042159954,,69.69,86.07,3.2,0.0,206.99,828.09,0.0,165.34,4539.53,1538.14,829.71,2991.91,-809.43,394.69,-140.14000000000001,16.379999999999995,18.292570694087402,0.89,0.51,0.14,0.17,1.21,3.0867285382830634,4.823794395859362,4.686328752454044,4.736316259146887,18.32,6,2006,,-9.466031746031746,,800.4285714285713,112.06
2006-09-30,210.02999999999997,31.819999999999993,0.03759660828468168,0.00922445291711346,,26.610000000000014,43.900000000000006,3.86,1.33,183.42000000000002,842.78,0.0,167.68,3516.0,657.02,833.0,2850.04,206.28999999999996,4.3700000000000045,-195.96999999999997,17.290000000000006,25.671863607793846,1.13,0.23,0.17,0.17,0.99,3.6181206561023065,4.493900472616068,4.467361690297469,4.370052821795941,17.51,9,2006,,7.80714285714285,,846.3529411764705,143.88
2006-12-31,193.83000000000004,12.25,0.014907448920771152,-0.005092551079228834,,8.579999999999984,26.169999999999987,3.76,0.0,185.25,575.2,0.0,154.29,3825.94,878.88,833.56,2888.42,-358.85,40.25,51.01999999999998,17.590000000000003,63.05740204081633,1.09,0.3,0.19,0.17,0.89,1.2804714020367642,1.515852174469993,1.6978799718183568,1.6476654070326011,15.37,12,2006,,-4.184736842105252,,821.7368421052631,156.13
2007-03-31,184.39,0.46,0.0,,,1.71,18.96,3.82,0.0,182.68,553.64,0.0,143.44,3385.06,432.41,833.65,2894.2,-16.47,-5.2,0.11,17.25,0.0,1.1,0.15,0.0,0.5,0.0,0.04,0.2,0.08,0.08,0.25,3,2007,,inf,,inf,0.46
2007-06-30,179.15000000000003,-11.280000000000001,-0.010425138632162663,-inf,,-14.809999999999999,3.710000000000001,3.98,0.0,193.95999999999998,765.29,0.0,113.42,3289.19,737.82,833.67,2492.78,601.5,-0.13999999999999968,-389.71000000000004,18.520000000000003,-95.4423758865248,1.33,0.3,-0.01,0.5,-50.0,-1.3761182994454715,-1.3761182994454715,-1.793123844731978,-1.6263216266173752,-2.98,6,2007,,-inf,,1082.0,-10.82
2007-09-30,273.2699999999999,49.84,0.06386468477703743,-0.19323423885187085,,73.92999999999999,89.84,4.02,0.05,199.34000000000003,942.37,0.0,101.46,3922.28,1105.45,833.67,2758.1,-35.24000000000001,-3.2200000000000006,215.54000000000002,15.909999999999997,15.73639646869984,1.22,0.4,0.05,0.5,10.0,5.058083034341363,8.379046642747308,7.2039364428498205,7.10175294720656,6.13,9,2007,,-150.8,,780.4,39.02
2007-12-31,223.79000000000008,10.32,0.01254965545196595,0.025496554519659542,,26.790000000000006,42.010000000000005,3.38,0.1,197.0,716.85,0.0,100.1,3612.31,835.35,833.7,2768.7,-164.54999999999995,-10.979999999999999,-50.0,15.220000000000006,67.32854166666667,1.02,0.3,0.06,0.5,8.33,1.1462018646128902,1.9744791244426427,1.4892257802999593,1.4557600324280502,5.73,12,2007,,20.966666666666697,,822.3333333333334,49.34
2008-03-31,253.18,32.18,0.04,0.0,,49.01,63.93,3.18,0.0,204.18,786.33,0.0,88.54,3534.45,742.72,833.73,2791.73,-64.74,134.18,0.04,14.92,19.875,0.95,0.27,0.04,0.0,0.0,3.64,5.68,4.6,4.52,12.71,3,2008,,0.0,,804.5,32.18
2008-06-30,250.26,28.15,0.03266202552627217,0.0,,40.98,54.36000000000001,2.5,0.0,209.26999999999998,677.45,0.0,83.34,3885.8,1064.26,833.74,2821.54,-412.07,-3.390000000000015,306.58,13.38,19.133075488454708,0.74,0.38,0.07,0.0,0.0,2.892922260898392,4.684667661196751,3.994099121498426,4.236731311122161,11.98,6,2008,,0.0,,861.8571428571428,60.33
2008-09-30,184.06,-4.280000000000001,-0.005345227475468334,0.05,,-2.539999999999992,10.809999999999988,2.26,0.0,186.59999999999997,273.32,0.0,74.0,3331.3,578.84,833.76,2752.46,287.90999999999997,-420.98,-271.06,13.349999999999998,-105.71580023364483,0.68,0.21,0.07,0.05,0.71,-0.51314183764496,-0.7361141837644962,-0.6231008028545943,-0.6200463871543266,8.15,9,2008,,40.03571428571428,,800.7142857142856,56.05
2008-12-31,184.40999999999997,-229.61,-0.27781804563263424,0.0015585388338326973,,-306.57,-293.56,1.3,242.22,490.99,534.64,0.0,64.13,2960.48,434.14,833.76,2526.34,359.95000000000005,1.3799999999999955,-100.01,13.009999999999998,-1.1697404294238056,0.43,0.17,-0.21,0.05,-0.24,-31.00978566489975,-35.29612122608896,-36.35447568564185,-34.71402627333487,-19.91,12,2008,,1.2880952380952522,,826.4761904761905,-173.56
2009-03-31,118.62,-71.85,-0.09,0.0,,-91.85,-80.34,2.2,40.11,210.47,708.16,0.0,54.98,3035.47,583.01,833.76,2452.46,176.97,1.45,-4.9,11.51,-6.11,0.75,0.24,-0.09,0.0,0.0,-9.48,-11.2,-11.72,-10.959999999999999,-60.57,3,2009,,0.0,,798.3333333333333,-71.85
2009-06-30,176.98000000000002,65.77,0.10817434210526315,0.5,,81.05,85.0,2.18,33.46,95.92999999999998,600.74,138.53,4.85,2255.0,127.33,833.76,2127.67,-156.01,-351.52,400.12,3.950000000000001,5.038163296335716,0.85,0.06,-0.01,0.5,-50.0,11.68282894736842,15.14440789473684,12.548223684210525,10.817434210526315,-2.06,6,2009,,304.0,,608.0,-6.08
2009-09-30,80.73999999999995,8.97,0.0,,,3.910000000000001,4.529999999999999,2.32,36.35,76.83000000000004,310.36,0.0,3.68,2262.24,246.94,833.9,2015.3,-188.27,-0.6899999999999977,-101.43,0.6199999999999974,0.0,0.96,0.12,0.0,0.65,0.0,1.6139792387543255,-3.1038062283737022,1.7381314878892735,1.4898269896193772,0.77,9,2009,,inf,,inf,2.89
2009-12-31,39.39000000000004,14.05,0.016587957497048406,-inf,,13.07,13.840000000000002,1.92,35.76,26.319999999999993,263.47,160.32,3.58,2201.42,174.3,833.9,2027.12,-49.609999999999985,2.7199999999999704,0.0,0.7700000000000031,28.936654804270464,0.79,0.09,0.02,0.65,32.5,2.5545454545454542,0.7962219598583234,2.786776859504132,2.455017709563164,4.07,12,2009,,-inf,,847.0,16.94
2010-03-31,16.44,-22.23,-0.03,0.0,,-29.6,-28.64,1.76,4.64,46.04,605.28,0.0,3.25,2197.76,191.75,833.9,2006.01,240.79,101.03,0.0,0.96,-14.6675,0.73,0.1,-0.03,0.0,0.0,-4.04,-4.52,-4.44,-4.0,-135.22,3,2010,,0.0,,741.0,-22.23
2010-06-30,24.529999999999998,10.13,0.016743801652892562,0.0,,8.0,8.780000000000001,1.81,1.5,16.53,525.12,0.0,3.19,2175.14,173.21,833.9,2001.93,84.33000000000001,-51.29,-13.73,0.78,27.024925962487657,0.75,0.09,-0.02,0.0,0.0,1.8753057851239672,3.281785123966942,2.009256198347108,1.9757685950413224,-29.53,6,2010,,0.0,,605.0,-12.1
2010-09-30,46.06,31.1,0.03273684210526316,0.0,,29.26,30.02,2.24,0.0,16.809999999999995,596.57,0.0,2.81,2195.67,159.13,833.9,2036.54,52.19,-80.21000000000001,-0.009999999999999787,0.76,17.10610932475884,0.92,0.08,0.02,0.0,0.0,5.69621052631579,2.226105263157895,6.089052631578948,6.154526315789474,21.83,9,2010,,0.0,,950.0,19.0
2010-12-31,33.86,48.28,0.05740784780023781,0.0,,20.27,21.04,1.82,-0.82,13.579999999999998,166.8,0.0,2.61,1853.23,183.55,416.95,1669.68,-19.850000000000023,-0.2900000000000027,-409.63,0.77,7.925745650372826,0.45,0.11,0.08,0.0,0.0,10.419524375743164,3.9611414982164086,11.56768133174792,10.448228299643283,55.65,12,2010,,0.0,,841.0,67.28
2011-03-31,29.39,0.58,0.0,,,6.26,7.02,1.85,0.0,23.13,224.42,0.0,2.23,1808.6,154.6,416.95,1654.0,-95.85,153.48,0.0,0.76,0.0,0.47,0.09,0.0,0.0,0.0,0.12,1.24,0.16000000000000003,0.12,1.97,3,2011,,,,inf,0.58
2011-06-30,20.409999999999997,3.92,0.00871111111111111,,,4.34,5.09,1.73,0.0,16.06,260.55,0.0,1.88,1806.3,150.29,411.34,1656.02,34.919999999999995,1.200000000000017,0.0,0.75,49.64923469387755,0.43,0.09,0.01,0.0,0.0,0.8711111111111111,1.8467555555555557,0.9408000000000001,0.8711111111111111,9.04,6,2011,,,,450.0,4.5
2011-09-30,32.72,11.22,0.014274809160305345,0.0,,14.889999999999999,15.66,1.4,0.0,17.840000000000003,256.04,0.0,1.54,1819.11,147.21,411.34,1665.83,-12.21,7.699999999999989,0.0,0.7699999999999998,24.518716577540108,0.35,0.09,0.02,0.0,0.0,2.4552671755725193,3.6258015267175576,2.6836641221374045,2.4267175572519086,19.05,9,2011,,0.0,,786.0,15.72
2011-12-31,63.459999999999994,7.3100000000000005,0.0095223621363439,0.01,,43.89,44.650000000000006,1.15,0.0,19.569999999999993,350.1,0.0,1.15,1969.23,221.37,451.31,1742.67,-9.11,0.0,103.17,0.7600000000000002,30.189463064295484,0.3,0.13,0.03,0.01,0.18,1.4854884932696482,4.608823273990447,1.6759357359965263,1.7140251845419021,15.78,12,2011,,7.676666666666668,,767.6666666666667,23.03
2012-03-31,25.74,10.74,0.01,0.05,,9.91,10.6,1.43,0.0,15.83,287.08,0.0,0.85,1950.18,182.05,511.31,1759.53,-39.09,2.98,-26.91,0.69,35.75,0.42,0.1,0.01,0.05,5.0,2.2,2.12,2.44,2.52,41.72,3,2012,,53.7,,1074.0,10.74
2012-06-30,19.73,-1.4900000000000002,-0.0016108108108108111,-0.008054054054054058,,-0.27999999999999936,0.2900000000000009,1.41,0.0,20.010000000000005,269.72,0.0,1.01,1893.29,179.97,511.31,1706.33,-96.66999999999999,130.44,-51.120000000000005,0.5700000000000001,-218.83389261744964,0.42,0.11,0.01,0.05,5.0,-0.31571891891891896,-0.3350486486486487,-0.3479351351351352,-0.35437837837837843,20.34,6,2012,,-7.450000000000003,,925.0,9.25
2012-09-30,56.980000000000004,43.77,0.041276876650320635,0.006384383251603178,,42.599999999999994,43.17,1.4,0.0,14.379999999999995,269.4,0.0,1.77,1941.23,178.34,511.31,1755.13,-1.7600000000000193,-1.0699999999999932,2.5,0.5700000000000001,8.4793237377199,0.41,0.1,0.05,0.05,1.0,9.014869860430027,9.179977367031308,9.972493398717464,10.236665409279517,51.75,9,2012,,6.77000000000001,,1060.4,53.02
2012-12-31,62.33,45.699999999999996,0.04629254457050243,-0.00370745542949758,,44.970000000000006,45.50999999999999,1.37,0.0,17.370000000000005,251.04,0.0,1.58,1972.34,181.84,511.31,1784.73,-82.1,63.75,0.0,0.54,7.398599562363239,0.39,0.1,0.1,0.05,0.5,9.277025931928685,9.128889789303077,10.239910858995138,10.369529983792543,59.91,12,2012,,-3.660000000000011,,987.1999999999999,98.72
2013-03-31,94.43,75.61,0.07,0.06,,76.09,76.6,1.74,0.0,18.34,75.79,0.0,1.41,2038.05,176.27,511.31,1857.3,-175.72,0.47,0.0,0.51,6.215,0.48,0.09,0.07,0.06,0.86,14.84,15.28,16.28,16.72,80.07,3,2013,,64.80857142857143,,1080.142857142857,75.61
2013-06-30,44.91999999999999,30.430000000000007,0.0286967182195398,-0.0011170986689658842,,28.11999999999999,28.60000000000001,1.72,0.0,16.8,54.07,0.0,1.67,2014.28,181.15,511.31,1829.51,112.35,-72.73,-61.34,0.48,14.98429181728557,0.48,0.1,0.1,0.06,0.6,6.037789513391174,6.118140324405886,6.657638626933234,6.887212372689552,76.1,6,2013,,-1.1845714285714237,,1060.4,106.04
2013-09-30,38.74000000000001,26.790000000000006,0.024202363923812396,0.0025214183542874385,,26.209999999999994,26.290000000000006,1.6,0.0,12.54,499.38,0.0,1.85,2555.06,174.06,653.87,2378.32,-154.42,76.9,522.83,0.08000000000000007,16.52317935796939,0.44,0.07,0.12,0.06,0.5,4.195076413460815,4.679123691937063,4.509707144470377,5.187373334337123,74.59,9,2013,,2.791000000000004,,1106.9166666666667,132.83
2013-12-31,27.77000000000001,1.6099999999999852,0.0014370722999107277,0.0007185361499553639,,3.0700000000000216,3.5600000000000023,1.36,0.0,24.690000000000005,538.01,0.0,1.87,2606.0,229.8,653.87,2374.34,48.400000000000006,-9.77,0.0,0.49,236.52254658385309,0.37,0.1,0.12,0.06,0.5,0.2471764355846452,0.2792710502826514,0.2711276405831573,0.30944956858077666,65.31,12,2013,,0.8049999999999926,,1120.3333333333333,134.44
2014-03-31,20.67,-1.47,0.0,,,-1.93,-1.4,1.35,1.35,22.61,495.63,0.0,5.31,2535.34,171.6,653.87,2363.74,27.41,-69.79,0.0,0.53,0.0,0.37,0.07,0.0,0.09,0.0,-0.23999999999999996,-0.32,-0.23999999999999996,-0.28,-7.11,3,2014,,-inf,,-inf,-1.47
2014-06-30,72.17999999999999,49.42,0.041226277372262775,inf,,50.57,51.35,1.4,0.0,21.590000000000003,396.62,0.0,10.71,2476.6,178.29,653.87,2298.31,-44.629999999999995,63.290000000000006,-117.68,0.78,8.489730878186968,0.4,0.08,0.04,0.09,2.25,7.997897810218978,8.946102189781021,8.61629197080292,9.564496350364962,51.64,6,2014,,inf,,1198.75,47.95
2014-09-30,80.77000000000001,56.89,0.04341091186570011,0.00767455169782525,,58.47,59.480000000000004,1.51,0.0,22.310000000000002,64.38,0.0,10.07,2528.81,174.61,653.87,2354.2,-343.35,11.129999999999999,-0.009999999999990905,1.0099999999999998,8.698273861838635,0.42,0.07,0.08,0.09,1.13,9.007764212132775,9.137996947729873,9.658927890118276,9.615516978252575,60.38,9,2014,,10.05749999999999,,1310.5,104.84
2014-12-31,83.76999999999998,53.29999999999998,0.040445175161249514,0.0005008220564057139,,44.97000000000001,45.879999999999995,1.55,0.0,38.8,302.6,0.0,9.52,2639.53,231.05,653.87,2408.49,200.12,38.11,-0.010000000000005116,0.9100000000000001,9.583343339587245,0.42,0.1,0.12,0.09,0.75,8.075553307196152,7.819400531174907,8.857493360313645,8.911420260528644,61.44,12,2014,,0.6599999999999966,,1317.8333333333333,158.14
2015-03-31,41.44,15.41,0.01,0.05000000000000001,,11.57,12.26,1.5,1.35,29.87,210.88,0.0,9.31,2852.43,417.76,653.87,2434.67,-289.16,1.62,195.82,0.69,37.5,0.4,0.17,0.01,0.05,5.0,2.16,1.72,2.52,2.56,37.19,3,2015,,77.05000000000001,,1541.0,15.41
2015-06-30,72.51,40.22,0.02891964767211936,-0.005401761639403202,,36.18,36.910000000000004,1.39,1.35,36.33,98.03,0.0,9.74,2828.14,421.34,653.87,2406.8,-162.46999999999997,114.99,-65.38,0.73,12.0160523371457,0.38,0.18,0.04,0.05,1.25,5.697170591407514,5.205536580981485,6.680438612259572,6.825036850620168,48.82,6,2015,,-7.512500000000003,,1390.75,55.63
2015-09-30,72.46,28.630000000000003,0.020386897697602657,0.04048362212200332,,32.370000000000005,33.17,1.29,2.7,40.09,130.47,0.0,9.22,3359.0,974.61,653.87,2384.39,-291.26,-157.12,480.83,0.8000000000000003,15.81898358365351,0.35,0.41,0.06,0.09,1.5,3.4114075480655113,3.6968241158319493,4.797716591502493,4.838490386897698,45.2,9,2015,,56.852500000000006,,1404.3333333333335,84.26
2015-12-31,62.43000000000001,-24.640000000000008,-0.02066420664206643,-0.015996309963099656,,-23.680000000000007,-22.760000000000005,1.23,2.7,86.11,404.7,0.0,11.09,3500.71,1164.95,653.87,2335.76,-92.84000000000003,145.67,221.39999999999998,0.9199999999999999,-14.880803571428567,0.34,0.5,0.05,0.09,1.8,-2.8103321033210342,-3.0417712177121783,-4.215498154981551,-4.149372693726938,23.96,12,2015,,-19.074000000000026,,1192.3999999999999,59.62
2016-03-31,68.75,20.37,0.02,0.05,,26.29,27.24,1.15,0.0,42.47,253.66,0.0,10.26,3227.04,869.77,653.87,2357.27,147.54,-11.87,-286.72,0.95,14.375,0.32,0.37,0.02,0.05,2.5,2.52,3.44,3.44,3.4,29.63,3,2016,,50.925000000000004,,1018.5,20.37
2016-06-30,70.0,29.94,0.023804412641621944,0.00951103160405486,,33.7,34.67,1.14,-0.27,36.290000000000006,204.98,0.0,9.64,3186.62,838.88,653.87,2347.73,42.04000000000002,29.22,-119.92999999999995,0.97,11.972570140280562,0.32,0.36,0.04,0.05,1.25,3.7610971973762672,4.737078115682767,5.094144305307096,5.046535480023852,36.26,6,2016,,11.962499999999999,,1257.75,50.31
2016-09-30,132.37,85.6,0.06298285630196454,0.003728570377455666,,83.5,84.47,1.23,4.05,48.86999999999999,500.85,0.0,8.85,3191.72,678.72,653.87,2513.0,461.78,-9.250000000000002,-156.65999999999997,0.9700000000000002,4.882280957943926,0.32,0.27,0.1,0.05,0.5,10.732278713854756,11.034596424104187,13.629490103745127,13.982194099036127,50.13,9,2016,,5.0674999999999955,,1359.1,135.91
