,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2002-09-30,962.6299999999999,15.309999999999988,0.6959090909090904,3.55,113.99000000000001,3.930000000000007,94.4,43.0,958.71,-70.00999999999999,60.36,409.02,451.51,1195.56,1423.17,2865.48,1.13,378.56,1108.68,39.01,1147.69,220.0,1717.79,291.09,-120.93999999999998,-196.97,90.46999999999998,15.451874591770096,5.51,0.67,3.67,3.55,0.97,2.138924944265542,2.427148872925438,3.564874907109237,3.5876294277929133,4.080644042605892,4.05,3.88,0.0,1.08,0.67,9,2002,78.1,22.0,80.74
2002-12-31,855.27,45.07000000000001,2.0491248708369767,-0.0008465145854854793,180.23999999999995,62.42,151.52999999999997,50.0,792.8499999999999,53.800000000000004,45.47,401.94,608.48,1342.85,1397.61,2980.18,0.5,449.03,1179.04,38.23,1217.27,220.0,1762.9,-13.600000000000023,-60.650000000000006,59.370000000000005,89.11000000000001,6.099286665187486,6.24,0.69,5.72,3.55,0.62,6.047067800651776,7.379715443923378,10.231294809633575,10.374590255146652,12.481033304188859,4.43,4.29,0.0,1.14,0.62,12,2002,-0.018618881118868558,21.994755244755247,125.81
2003-03-31,4214.02,203.57,9.25,3.55,682.64,227.22,574.65,50.0,3986.81,3.67,104.14,537.49,625.62,1538.3,1359.37,3132.56,0.0,561.06,1254.1,37.8,1291.9,220.0,1840.66,522.08,-266.03,-262.1,347.43,1.3525,5.98,0.7,9.25,3.55,0.38,26.0,28.84,44.24,45.8,48.4,5.11,4.83,0.0,1.23,0.73,3,2003,78.12686486486486,22.007567567567566,203.57
2003-06-30,-3259.26,-121.94999999999999,-5.543181818181818,-3.55122113022113,-483.6,-119.53999999999999,-379.83,65.0,-3139.73,81.87,42.6,404.9,593.69,1235.17,1351.58,2855.16,0.0,373.22,872.41,37.24,909.65,220.0,1945.51,-428.56000000000006,190.97999999999996,182.10000000000002,-260.29,-2.9314932349323497,7.35,0.47,3.71,0.0,0.0,-17.09272237196765,-21.814138691497178,-25.101200686106345,-26.176966429796614,-32.4522666013232,8.75,8.55,0.0,1.42,0.74,6,2003,-78.12686486486486,22.0,81.62
2003-09-30,943.24,-36.02,-1.6351184210526315,4.65,111.47,-58.260000000000005,30.72,78.0,1001.4999999999999,-124.63000000000001,36.98,431.05,474.46,1138.52,1368.34,2780.24,0.28,433.89,934.04,37.04,971.08,220.0,1809.16,335.69,-129.3,-212.01999999999998,88.98,-11.925374791782342,9.49,0.54,2.07,4.65,2.25,-5.181824561403508,-5.529385964912281,-7.962315789473685,-8.183491228070176,-8.467859649122808,2.54,2.4,0.0,1.22,0.71,9,2003,102.43478260869567,22.02898550724638,45.6
2003-12-31,985.2399999999998,28.46,1.2950337564137187,-0.011156054432951536,130.37,29.950000000000003,123.02000000000001,66.5,955.29,3.960000000000001,41.03,600.27,635.89,1481.44,1356.03,3115.28,0.0,611.66,1232.72,37.0,1269.71,220.0,1845.56,-158.53999999999996,-77.13000000000002,239.71999999999997,93.07,12.835592059030217,7.93,0.69,3.37,4.65,1.38,3.658374291115311,3.9965433432352144,6.163899540912773,6.302241425870915,6.486697272481771,2.69,2.57,0.0,1.2,0.69,12,2003,-0.24516836537222275,21.976261127596437,74.06
2004-03-31,4319.26,68.89,3.13,4.65,607.61,76.45,441.11,59.0,4242.81,-103.74,41.68,861.38,606.56,1708.09,1301.72,3292.16,0.0,688.87,1414.06,34.61,1448.67,220.0,1843.49,349.92,-310.07,-102.3,364.66,4.7125,7.04,0.79,3.13,4.65,1.49,8.36,9.519999999999998,14.96,14.96,16.28,1.67,1.59,0.0,1.21,0.78,3,2004,102.34456869009585,22.009584664536742,68.89
2004-06-30,-2925.6600000000003,19.549999999999997,0.8886363636363636,-4.652025849549812,-393.88,40.230000000000004,-228.47000000000003,54.0,-2965.8900000000003,186.73,40.94,890.62,713.26,1846.72,1218.96,3339.31,0.0,704.11,1379.87,33.01,1412.89,220.0,1926.42,-288.93,298.33,52.3,-268.70000000000005,15.188608695652176,6.17,0.73,4.02,0.0,0.0,2.343170511080958,3.3334916327453636,4.0585481682496605,4.040863862505653,5.261080958842152,6.52,6.35,0.0,1.34,0.82,6,2004,-102.34456869009585,22.0,88.44
2004-09-30,1694.3600000000001,194.75,8.85070977082524,1.6,176.13000000000002,182.14999999999998,267.21000000000004,49.5,1512.1999999999998,-91.42999999999999,11.44,787.05,501.95,1571.94,1154.07,2996.02,0.0,512.64,878.75,32.68,911.42,220.0,2084.6,410.96999999999997,-105.26,-335.2,85.06000000000002,1.3995911424903724,5.22,0.44,12.87,1.6,0.12,25.995091634591613,28.470814647409863,37.3559094600798,40.02418870722836,38.813835234295,10.22,9.17,0.0,1.79,1.22,9,2004,35.20621600621601,22.003885003885006,283.19
2004-12-31,1279.75,-47.03999999999999,-2.1373669278001266,0.0003273438632318891,112.51999999999998,-59.75999999999999,23.339999999999975,64.5,1339.5200000000004,-43.830000000000005,49.62,724.19,594.33,1637.27,1130.6,3033.7,0.0,755.28,965.29,32.52,997.81,220.0,2035.89,206.96999999999997,-8.799999999999997,-110.0,83.1,-7.542843856292519,6.97,0.49,10.73,1.6,0.15,-6.198961676900274,-6.198961676900274,-9.242667795892439,-9.696833368621636,-9.210796527630743,5.82,5.41,0.0,1.7,1.08,12,2004,0.007204310652582535,22.00838769804287,236.15
2005-03-31,6097.17,292.42,13.29,1.6,643.87,274.82,619.58,62.5,5822.35,-188.53,115.76,943.1,645.62,2064.44,1086.48,3415.95,0.0,918.72,1259.42,63.54,1322.96,220.0,2093.0,739.2,-169.92,-495.2,344.76,1.175,6.57,0.63,13.29,1.6,0.12,34.24,32.76,55.88,59.43999999999999,50.96,5.2,4.8,0.0,1.64,1.13,3,2005,35.20481565086532,22.003009781790823,292.42
2005-06-30,-4367.32,-233.42000000000002,-10.602806779661018,-1.5991339990562552,-446.53999999999996,-197.55,-465.30000000000007,66.0,-4169.77,219.43,216.6,955.62,572.21,2065.21,1044.95,3368.33,0.0,851.95,1158.64,62.94,1221.58,220.0,2146.75,-613.72,145.27999999999997,495.2,-267.75,-1.5563897695141802,6.76,0.57,2.68,0.0,0.0,-27.693898305084748,-36.397694915254235,-43.51898305084746,-45.89274576271186,-55.387796610169495,3.51,3.41,0.0,1.78,1.29,6,2005,-35.20481565086532,22.01492537313433,59.0
2005-09-30,1702.8899999999999,117.61000000000001,5.347422569503426,4.5,207.85,115.60000000000001,195.10999999999999,55.0,1587.29,-18.689999999999998,223.79,894.49,560.65,1967.11,1058.57,3281.42,0.0,805.68,1053.84,62.64,1116.48,220.0,2164.94,140.54999999999995,-34.36,-99.0,79.51,2.5715893631493922,5.59,0.52,8.03,4.5,0.56,14.330826114036578,16.355255081818697,21.735974180397488,22.135532529301855,23.06783534341204,5.43,5.14,0.0,1.87,1.33,9,2005,98.97198007471981,21.993773349937737,176.61
2005-12-31,1385.9800000000005,3.769999999999982,0.17138263665594772,0.0007748275157869255,122.84999999999997,3.3400000000000034,78.16000000000003,56.5,1382.6400000000003,-19.700000000000003,63.81,843.83,734.73,1927.37,1143.54,3322.42,0.0,902.38,1092.87,62.64,1155.5,220.0,2166.91,49.51000000000005,-209.48000000000002,0.0,74.82,82.41500000000039,5.74,0.53,8.2,4.5,0.55,0.4539549839228274,0.5158199356913158,0.6955627009646269,0.7172990353697715,0.7356913183279707,3.91,3.74,0.0,1.76,1.09,12,2005,0.017044315524103126,21.99756097560976,180.38
2006-03-31,6744.26,211.58,9.62,4.5,691.14,224.08,532.32,60.5,6520.18,-84.78,15.23,1183.57,800.54,2314.81,1145.63,3693.18,0.0,1086.24,1407.77,88.41,1496.18,220.0,2197.01,239.64,-239.44,-100.72,308.24,1.5725,6.06,0.68,9.62,4.5,0.47,22.92,25.2,38.52,39.44,39.2,3.29,3.14,0.0,1.64,1.08,3,2006,98.97193347193348,21.993762993762996,211.58
2006-06-30,-4607.9400000000005,-99.32000000000001,-4.512132549438802,-4.496319799633535,-447.94,-93.23000000000002,-317.47,63.0,-4514.700000000001,124.28999999999999,105.5,1190.01,769.41,2372.88,1086.97,3748.91,0.0,994.97,1354.64,87.46,1442.1,220.0,2306.8,-122.24999999999999,213.68,99.36,-224.24,-3.489757853403141,6.01,0.63,5.1,0.0,0.0,-10.581393194370214,-13.0232531623018,-17.23457687511135,-17.836194548369857,-19.357933368964904,5.49,5.25,0.0,1.75,1.18,6,2006,-98.97193347193348,22.011764705882356,112.26
2006-09-30,2168.1199999999994,-66.9,-3.0382275132275134,4.81,192.41000000000003,-76.46,5.680000000000007,59.5,2244.5800000000004,-82.96000000000001,278.12,1140.01,581.03,2186.72,1045.44,3480.02,0.0,928.02,1263.06,87.32,1350.38,220.0,2129.64,213.66000000000003,65.2,-106.24,82.13999999999999,-4.895354260089685,6.15,0.63,2.06,4.81,2.33,-7.66931216931217,-9.49814814814815,-12.565873015873017,-12.447883597883598,-14.453703703703706,1.08,1.05,0.0,1.73,1.27,9,2006,105.91339805825241,22.019417475728154,45.36
2006-12-31,1433.5900000000001,-14.02,-0.6352393107849393,0.011115978215749051,97.73000000000002,-21.46,56.22,57.0,1455.04,-50.11,217.0,797.98,812.45,1997.79,999.9,3235.94,0.0,768.87,1036.86,87.26,1124.12,220.0,2111.82,-32.5,-28.49,-0.12000000000000455,77.68,-22.432018544935804,5.94,0.53,1.42,4.81,3.39,-1.7357243139757497,-1.7894065092533502,-2.6483216336949584,-2.612533503509891,-2.6841097638800258,0.56,0.55,0.0,1.93,1.14,12,2006,0.2453343361137854,22.070422535211268,31.34
2007-03-31,7695.75,24.32,1.11,4.81,706.13,26.7,344.84,52.5,7669.06,-202.92,261.46,1052.67,820.19,2309.77,954.5,3511.57,0.0,939.01,1289.53,121.41,1410.94,220.0,2100.63,313.47,40.62,-107.86,318.14,11.825,5.5,0.67,1.11,4.81,4.33,2.76,2.96,4.64,4.52,4.8,0.33,0.32,0.0,1.79,1.16,3,2007,105.38666666666666,21.90990990990991,24.32
2007-06-30,-5690.89,89.72,4.075320940021045,-4.786942593242136,-534.56,88.8,-159.82999999999998,52.5,-5779.700000000001,184.85999999999999,400.37,1039.12,779.22,2507.16,904.72,3647.92,0.0,950.91,1315.13,121.2,1436.33,220.0,2211.58,-162.92000000000002,-51.06999999999999,106.67,-248.63,3.2221511368702633,5.22,0.65,5.18,0.0,0.0,9.850003507541212,9.818533847772711,16.238344440547177,15.89217818309365,15.577481585408629,6.09,5.69,0.0,1.91,1.31,6,2007,-105.38666666666666,22.015444015444018,114.04
2007-09-30,1766.8,-67.32000000000001,-3.054760273972603,0.56,146.22000000000003,-68.67,-2.299999999999983,52.5,1835.4800000000002,-96.27,396.11,921.97,702.95,2207.24,865.89,3298.71,0.0,743.09,1046.19,120.58,1166.76,220.0,2131.95,-62.140000000000015,70.22,-12.35,66.36999999999999,-4.295852644087938,5.42,0.55,2.12,0.56,0.26,-8.184452054794521,-7.953904109589042,-12.622500000000002,-12.622500000000002,-11.988493150684935,1.29,1.24,0.0,2.11,1.44,9,2007,12.341132075471698,22.037735849056602,46.72
2007-12-31,1610.71,70.81,3.2172670807453416,-0.0007219031993436489,77.57999999999998,70.8,132.81999999999996,39.25,1539.8999999999996,-113.53000000000002,383.02,887.74,639.54,2256.49,827.37,3293.71,0.0,724.44,970.73,120.46,1091.18,220.0,2202.53,-7.159999999999997,-5.920000000000002,0.0,62.02000000000001,3.0498711340206186,3.92,0.5,5.34,0.56,0.1,8.603478260869565,8.675776397515529,12.869068322981366,13.134161490683232,12.194285714285714,2.34,2.18,0.0,2.32,1.67,12,2007,-0.015888629778812557,22.00936329588015,117.53
2008-03-31,7189.59,69.24,3.15,0.56,624.67,69.76,323.26,39.5,7119.82,-284.06,750.17,1016.12,558.6,2547.44,763.63,3518.41,0.0,899.78,1189.06,175.15,1364.21,220.0,2154.19,354.28,147.97,-13.54,253.5,3.135,4.03,0.63,3.15,0.56,0.18,7.88,7.92,12.84,13.0,11.96,1.01,0.96,0.0,2.14,1.67,3,2008,12.309333333333335,21.98095238095238,69.24
2008-06-30,-5299.95,186.39,8.472604154441965,-0.559537039210317,-359.02,216.90000000000003,13.220000000000027,37.0,-5516.84,374.51,1074.45,860.69,567.21,2870.52,728.51,3805.79,0.0,872.01,1221.03,174.91,1395.94,220.0,2409.86,-38.27999999999997,-139.28,13.12,-203.68,1.090325929502656,3.38,0.58,11.62,0.0,0.0,19.59927708015491,22.428339396784416,30.94469193756601,32.257143527754955,32.34464030043422,15.1,13.53,0.0,2.35,1.89,6,2008,-12.309333333333335,21.999139414802066,255.63
2008-09-30,1828.8499999999997,46.10000000000002,2.0962184734696594,1.6,242.94,49.56,105.33999999999997,37.75,1779.29,-8.310000000000002,1174.75,981.43,509.38,2920.82,700.9,3820.34,0.0,929.29,1227.76,170.68,1398.44,220.0,2421.9,1.6200000000000045,133.89000000000001,-35.199999999999996,55.779999999999994,4.499769522776571,3.43,0.58,13.72,1.6,0.12,4.828025055513209,5.775295794253142,7.6148344546448845,8.097636960196205,7.926517084810928,8.71,8.11,0.0,2.38,1.96,9,2008,35.18717201166181,21.99198250728863,301.73
2008-12-31,1478.0,87.82999999999998,3.992887616798439,0.00033674831468677436,140.29000000000002,53.339999999999975,102.47999999999996,32.25,1424.6600000000003,-78.28,621.55,743.43,576.29,2734.12,668.43,3597.73,0.0,623.36,879.43,212.58,1092.02,220.0,2505.72,-152.78,-400.41999999999996,0.0,49.140000000000015,2.018100876693613,2.83,0.44,17.71,1.6,0.09,9.76690522640928,10.199787452510524,14.023580449738164,14.92541842078242,12.923338125064172,8.17,7.5,0.0,3.11,2.45,12,2008,0.007407322047960463,21.996612083568603,389.56
2009-03-31,6789.26,426.44,19.38,1.5999999999999999,924.19,426.8,627.9,44.5,6362.46,-39.04,1363.73,769.85,465.1,2829.52,647.94,3672.88,0.0,573.08,857.39,273.99,1131.38,220.0,2541.5,347.29,301.89,-35.62,201.1,0.575,3.85,0.45,19.38,1.6,0.08,46.44,47.48,67.12,72.64,60.64000000000001,6.75,6.28,0.0,3.3,2.76,3,2009,35.206604747162025,22.004127966976267,426.44
2009-06-30,-4510.81,165.92000000000002,7.543091363360119,-1.6005703724780087,-468.4100000000001,211.7,52.56000000000006,70.5,-4722.51,248.62,1639.91,823.53,469.36,3621.29,634.2,4453.68,0.0,744.78,1018.78,299.24,1318.02,220.0,3135.66,-10.04000000000002,-362.59999999999997,35.26,-159.14,2.3384510607521696,4.95,0.42,26.93,0.0,0.0,14.901316766830984,17.321380241744887,21.16435140792761,23.931738807481935,20.828231480856235,32.07,26.0,1773.61,3.55,3.09,6,2009,-35.206604747162025,21.996286669142222,592.36
2009-09-30,1718.1400000000003,137.74,6.2615951239556225,9.7,362.23,169.37,211.23000000000002,131.0,1548.7699999999998,111.43999999999997,2229.31,748.86,430.03,3472.06,656.64,4329.97,0.0,576.66,965.03,304.09,1269.12,220.0,3060.85,226.54999999999995,576.25,-213.39999999999998,41.85999999999999,5.234309205749964,9.42,0.41,33.19,9.7,0.29,12.723168880975209,14.956892480482127,17.998076975756746,20.095966032050402,18.11881879194631,20.86,18.27,2244.08,3.6,3.15,9,2009,213.3766194636939,21.997589635432362,730.1
2009-12-31,1277.8599999999997,43.84000000000003,1.9927787683799791,0.0008121136874273504,199.82000000000005,62.52999999999997,107.18999999999994,214.0,1215.3300000000004,-37.26999999999998,2202.3,526.52,570.0,3365.37,677.5,4239.35,0.0,544.41,812.01,317.16,1129.17,220.0,3110.18,-56.15999999999997,29.139999999999986,0.0,44.66,26.833686131386845,15.14,0.36,35.18,9.7,0.28,4.137366720934443,5.032361164948191,5.637332092927104,6.24456882962504,5.755154146316256,16.53,14.67,2417.78,4.14,3.44,12,2009,0.017866039432846037,21.99943149516771,773.94
2010-03-31,7214.85,934.34,42.47,9.7,1460.64,1107.44,1281.46,210.0,6107.41,528.72,2439.74,826.55,431.35,3819.11,717.69,4732.72,0.0,726.47,1143.59,320.11,1463.7,220.0,3269.02,859.94,429.83,-213.76,174.02,1.235,14.13,0.45,42.47,9.7,0.23,78.96,105.4,114.32,128.64,123.44000000000001,14.18,12.95,3076.22,3.34,2.96,3,2010,213.39999999999998,22.0,934.34
2010-06-30,-5100.07,-724.37,-32.91179597085297,-9.695842263180452,-926.3100000000001,-817.77,-943.0,246.0,-4282.3,-250.29000000000002,2640.26,1029.11,536.28,4321.75,732.37,5259.0,0.0,854.84,1427.54,343.59,1771.13,220.0,3487.87,-617.11,-472.14,213.76,-125.23000000000002,-1.8689089484655632,15.52,0.51,9.54,0.0,0.0,-55.05998571224461,-82.24499118921752,-83.07296089917607,-87.48879935228842,-104.32418345477926,10.03,9.93,0.0,3.03,2.65,6,2010,-213.39999999999998,22.009433962264154,209.97
2010-09-30,2246.3399999999997,244.84,11.127378025988875,21.25,434.65,297.69,348.76000000000005,216.0,1948.66,163.58999999999997,2324.37,1005.4,506.15,3949.07,813.1,4967.13,0.0,802.27,1342.09,357.83,1699.92,220.0,3267.21,95.52000000000001,56.08,-467.5,51.07,4.852928953602352,14.54,0.52,20.67,21.25,1.03,19.72458301268662,27.218201886502055,29.974475495261757,30.94347793584134,34.88408786086497,10.85,10.43,0.0,2.94,2.57,9,2010,467.5719641993227,22.00338655055636,454.81
2010-12-31,1790.46,80.39000000000004,3.6545005605381182,-0.005653753679968493,244.73000000000002,84.90999999999997,137.52999999999997,215.0,1705.5400000000004,-16.75,2220.77,691.14,679.67,3739.49,856.19,4813.27,0.0,702.38,1074.22,379.48,1453.7,220.0,3359.58,-27.480000000000018,-76.11,0.0,52.61999999999999,14.713173280258733,14.08,0.43,24.33,21.25,0.87,6.681142002989539,8.922208520179376,9.571096412556058,9.937597907324369,10.802781763826612,9.13,8.7,0.0,3.48,2.85,12,2010,-0.12436863828685318,21.997533908754626,535.2
2011-03-31,8261.47,626.03,28.46,21.25,1543.94,783.54,994.28,211.0,7477.93,518.57,2218.97,1007.88,733.62,4032.07,846.98,5097.86,0.0,870.95,1287.09,361.91,1649.01,220.0,3448.85,282.5,-35.77,-467.5,210.74,1.8525000000000003,13.46,0.48,28.46,21.25,0.75,49.11999999999999,63.76,72.6,74.56,82.23999999999998,7.88,7.58,0.0,3.13,2.56,3,2011,467.4328004216444,21.996837666900912,626.03
2011-06-30,-5656.759999999999,-477.46,-21.692501850979333,-21.236934797375646,-1061.39,-557.04,-716.76,214.0,-5099.710000000001,-326.80000000000007,2657.13,1201.69,719.36,4651.38,823.78,5704.6,0.0,1113.63,1726.83,484.74,2211.57,220.0,3493.02,152.94,38.49,467.5,-159.72,-2.4660018640304946,13.48,0.63,6.75,0.0,0.0,-33.422521370397796,-53.090389715285724,-54.632967624688696,-54.76151578380561,-73.1439025375244,5.78,5.7,0.0,2.69,2.28,6,2011,-467.4328004216444,22.01037037037037,148.57
2011-09-30,2668.96,263.39,11.975178900864162,14.250000000000002,483.34,328.38,379.71000000000004,167.0,2340.57,161.75999999999996,2616.44,939.41,663.33,4286.71,822.94,5329.69,0.0,858.55,1395.61,501.88,1897.48,220.0,3432.2,186.47999999999996,86.32000000000001,-313.5,51.32999999999999,3.4878727362466306,10.7,0.55,18.73,14.25,0.76,19.76895523837266,27.56912515778231,30.68919312554617,31.456422953684825,36.05980192251675,8.12,7.81,0.0,3.07,2.6,9,2011,313.4239188467699,21.994660971703148,411.96
2011-12-31,1998.3000000000002,164.63000000000005,7.483571168421237,0.002716986118667713,299.44999999999993,183.87,236.89,180.0,1814.4300000000003,14.420000000000016,2237.67,917.56,804.06,4221.18,846.15,5287.93,0.0,819.94,1180.56,508.9,1689.46,220.0,3598.47,-270.58,-108.19,0.0,53.02000000000001,6.0152665067120195,11.0,0.47,26.21,14.25,0.54,12.448824988293245,16.708835741167906,18.2963464506842,18.924498170276976,20.54627170086197,8.35,7.93,0.0,3.58,2.89,12,2011,0.05977058474485375,21.998855398702787,576.59
2012-03-31,9810.29,695.78,31.63,14.25,1706.13,899.26,1101.91,218.0,8911.04,484.15,2546.27,1143.36,865.26,4683.3,905.01,5807.53,0.0,1071.18,1578.83,522.2,2101.03,220.0,3706.5,568.13,72.67,-313.51,202.65,1.7225,12.94,0.57,31.63,14.25,0.45,47.92000000000001,65.96,75.08,77.8,85.08,7.41,7.09,89926.0,2.97,2.42,3,2012,313.4639582674676,21.99747075561176,695.78
2012-06-30,-6666.830000000001,-389.09999999999997,-17.686363636363634,-14.248361739430345,-1037.7400000000002,-498.57,-652.5400000000001,227.0,-6168.27,-131.97999999999996,2625.1,1435.82,929.57,5076.5,939.82,6240.92,0.0,1195.64,1682.41,542.02,2224.44,220.0,4016.48,-500.25,-61.72,313.51,-153.97,-3.207883834489849,12.43,0.55,13.94,0.0,0.0,-24.918233989826525,-34.05322812051649,-38.772975088039644,-41.46272335985391,-44.60922133820268,9.91,9.76,0.0,3.02,2.46,6,2012,-313.4639582674676,22.0,306.68
2012-09-30,2454.92,80.83999999999997,3.6735972336911633,15.82,371.2600000000001,92.31,142.51999999999998,369.0,2362.6,20.039999999999964,2424.91,1052.24,887.53,4460.95,1032.16,5717.41,0.0,840.4,1417.95,551.17,1969.12,220.0,3748.3,239.3,-91.45,-348.04,50.21,25.10682830282039,21.66,0.53,17.61,15.82,0.9,5.657464905037158,7.451498761354251,8.628051197357554,9.00354665565648,9.570962014863747,7.07,6.92,0.0,3.15,2.52,9,2012,348.1298353208404,22.005678591709255,387.52
