,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2004-12-31,689.0000000000002,23.0,0.6667705735660848,-0.002637094449806066,116.59000000000003,40.91999999999999,69.95999999999998,70.0,648.0799999999999,29.129999999999995,386.92,155.06,797.94,1689.2,596.37,2293.46,3.05,176.09,270.27,25.23,295.5,345.0,1985.91,-18.799999999999983,157.21,2.8400000000000034,29.039999999999992,26.239347826086956,1.22,0.15,4.65,3.25,0.7,4.009226932668329,6.005236907730673,4.6344139650872815,4.691770573566084,6.647630922693267,6.16,6.05,0.0,6.25,3.3,12,2004,-0.09096558059115978,34.494623655913976,160.4
2005-03-31,711.59,21.72,0.63,0.0,102.73,36.6,65.88,50.5,674.98,23.83,432.2,111.55,727.22,1742.38,609.45,2359.06,34.2,165.1,315.02,25.13,340.15,345.0,2007.59,227.09,7.65,30.56,29.28,20.04,0.87,0.17,0.63,0.0,0.0,3.68,6.32,4.32,4.36,7.160000000000001,3.11,3.05,0.0,5.53,3.22,3,2005,0.0,34.476190476190474,21.72
2005-06-30,757.43,53.93000000000001,1.5612253800396565,2.3,141.26,70.43,100.78,53.0,687.02,55.07000000000001,335.58,119.67,728.54,1701.87,616.68,2325.78,32.3,176.16,306.5,25.05,331.55,345.0,1982.18,22.289999999999992,-7.550000000000001,-81.99,30.35,8.486603003893936,0.92,0.17,2.19,2.3,1.05,9.267547918043622,13.487846662260411,10.892933245208196,11.064026437541308,15.113231989424985,5.25,5.15,0.0,5.55,3.18,6,2005,79.44977168949771,34.54337899543379,75.65
2005-09-30,509.43000000000006,27.319999999999993,0.7906535884238125,0.0006864170661047045,104.33999999999997,35.97,66.28,53.0,473.45000000000005,26.75,208.47,81.53,977.63,1635.89,639.46,2282.73,19.23,114.99,236.14,24.84,260.99,345.0,2009.53,-231.66,-53.11,-11.43,30.309999999999995,16.76277726939971,0.91,0.13,2.98,2.3,0.77,4.786372729921335,6.728515101485868,5.433753520442846,5.497430319510535,7.41834709138584,5.31,5.2,0.0,6.93,2.79,9,2005,0.023718243388188398,34.553691275167786,102.97
2005-12-31,641.3900000000001,35.47999999999999,1.0276258577103645,-0.001832391700053749,101.44,50.150000000000006,79.63,36.0,591.24,29.48999999999998,290.79,87.98,889.82,1614.87,659.66,2281.9,17.83,95.86,199.85,24.9,224.74,345.0,2045.02,213.68,70.09,-1.7199999999999989,29.480000000000004,8.760435456595268,0.61,0.11,4.01,2.3,0.57,6.222133622246297,8.651533405561572,6.939677862044057,7.042184182015166,9.512586493318885,5.41,5.28,0.0,8.08,3.63,12,2005,-0.06326549398315251,34.52618453865337,138.45
2006-03-31,734.22,41.07,1.19,0.0,139.31,59.34,88.21,40.0,674.88,49.35,388.35,114.3,884.69,1739.77,657.3,2413.32,16.96,139.31,291.86,23.32,315.19,345.0,2086.08,127.35,-28.54,-0.4,28.87,8.4025,0.66,0.15,1.19,0.0,0.0,6.8,9.96,7.88,8.04,11.2,5.67,5.59,0.0,5.96,2.93,3,2006,0.0,34.51260504201681,41.07
2006-06-30,673.5799999999999,53.779999999999994,1.5592514496573535,2.0,140.16000000000003,71.75999999999999,101.83,39.0,601.82,61.02,258.8,93.1,1014.93,1677.2,650.16,2339.32,1.15,93.36,234.5,21.69,256.19,345.0,2070.82,-111.83999999999999,-12.420000000000002,-85.78,30.069999999999997,6.252198772777985,0.65,0.12,2.75,2.0,0.73,9.185408539799683,12.74617185028993,10.387449657353715,10.614249868212967,14.129653136531367,6.84,6.74,0.0,7.15,2.82,6,2006,68.98181818181818,34.49090909090909,94.85
2006-09-30,660.4600000000003,43.900000000000006,1.2719135135135136,0.0013916461916463453,130.27999999999997,57.78,88.18000000000004,40.0,602.6800000000001,44.099999999999994,279.46,146.53,1024.3,1751.7,633.69,2397.98,17.89,130.0,250.66,20.07,270.72,345.0,2114.73,15.62,-11.14,16.760000000000005,30.400000000000006,7.861973234624145,0.65,0.13,4.02,2.0,0.5,7.327740540540542,10.213275675675677,8.302241441441442,8.517390990990991,11.137153153153156,6.82,6.71,0.0,6.99,2.9,9,2006,0.04803256445048021,34.51492537313433,138.75
2006-12-31,807.5799999999999,57.53,1.6677486244141022,-0.0011200873561681669,157.52999999999997,76.38999999999999,104.70999999999998,38.25,731.19,60.83000000000001,303.05,116.74,857.06,1840.45,623.14,2475.95,0.73,171.72,271.53,19.19,290.72,345.0,2172.26,353.65,-12.839999999999996,-17.549999999999997,28.319999999999993,5.731799061359291,0.61,0.13,5.69,2.0,0.35,9.297185653148563,13.072335439168535,10.598557163236192,10.915106990014266,14.10405339311188,6.95,6.83,0.0,6.78,3.62,12,2006,-0.038638092490103304,34.49560632688928,196.28
2007-03-31,799.43,72.24,2.09,0.0,160.17,101.17,125.38,40.25,698.26,83.81,284.4,142.24,851.86,2029.08,617.53,2657.58,51.45,200.9,382.03,17.6,399.62,345.0,2244.5,42.93,-12.57,51.35,24.21,4.815,0.62,0.18,2.09,0.0,0.0,10.88,15.96,12.88,13.36,17.8,9.25,9.04,0.0,5.31,3.08,3,2007,0.0,34.56459330143541,72.24
2007-06-30,828.58,78.04,2.264136278945968,2.5,172.28,106.77999999999999,132.18,48.0,721.8,90.66999999999999,166.14,134.74,792.04,1986.82,617.81,2613.03,3.83,203.17,347.47,15.58,363.05,345.0,2236.37,214.21999999999997,-16.59,-135.83,25.4,5.300431829830855,0.74,0.16,4.36,2.5,0.57,11.943838168751665,17.44838967261113,13.958711738088901,14.498780942241153,19.068597285067874,9.43,9.23,0.0,5.72,3.44,6,2007,86.1697247706422,34.46788990825688,150.28
2007-09-30,763.45,62.05000000000001,1.797237790232186,0.004150109078088062,163.81,88.77000000000004,114.32,55.0,674.69,72.22,783.88,132.21,962.15,2015.32,602.83,2626.91,58.5,115.51,300.91,13.8,314.7,345.0,2298.48,-201.01999999999998,-15.569999999999997,54.32000000000001,25.549999999999997,7.647986301369862,0.83,0.14,6.15,2.5,0.41,9.44499599679744,13.805124099279425,10.800960768614894,11.245156124899921,14.915612489991995,9.07,8.88,0.0,6.7,3.5,9,2007,0.14328335943909565,34.52520325203252,212.33
2007-12-31,1183.23,111.53,3.2337019082319527,-0.002560199905710825,243.01,162.04999999999995,188.51,55.0,1021.1599999999999,139.04000000000002,558.86,299.53,1131.6,2379.37,602.18,2988.9,214.85,167.28,553.14,12.18,565.32,345.0,2410.03,-64.87,-315.46,155.52,26.460000000000008,4.254056307719897,0.79,0.23,9.39,2.5,0.27,14.932195393071078,23.128372753658986,18.51371827332798,19.477974433397147,25.938490705860556,9.25,9.06,0.0,4.3,2.26,12,2007,-0.08830099483104448,34.4898828541001,323.86
2008-03-31,1051.01,66.08,1.9200000000000002,0.0,173.79,103.73,129.69,53.0,947.28,72.38,764.91,266.52,1211.13,2514.6,589.87,3112.31,127.52,281.62,612.61,10.48,623.08,345.0,2476.09,152.69,138.99,-85.36,25.96,6.9,0.74,0.25,1.92,0.0,0.0,8.48,14.4,10.68,11.2,16.6,6.49,6.29,0.0,4.1,2.13,3,2008,0.0,34.416666666666664,66.08
2008-06-30,1005.49,112.23,3.254046884639112,3.7999999999999994,213.4,143.82999999999998,170.57999999999998,47.75,861.6600000000001,122.53999999999999,764.12,176.35,1214.84,2283.31,593.8,2900.7,0.89,193.73,421.15,8.77,429.92,345.0,2457.2,150.49,109.85,-263.03,26.75,3.6701069232825447,0.67,0.17,5.17,3.8,0.74,15.483472603892098,22.608387639504237,18.27805058605799,19.134047445460155,25.126025461275308,8.9,8.67,0.0,5.42,2.54,6,2008,131.0595744680851,34.48936170212766,178.31
2008-09-30,926.8800000000001,120.32,3.4891712152161536,-0.0006091648314530694,230.77000000000004,166.7,192.34000000000003,47.5,760.1799999999998,142.95000000000002,871.71,132.1,1205.68,2311.84,585.92,2920.53,0.0,173.97,321.8,7.0,328.8,345.0,2577.38,123.15999999999997,-12.439999999999998,-0.8899999999999864,25.639999999999993,3.4002917220744684,0.64,0.13,8.66,3.8,0.44,16.486938351806582,24.07769882463249,18.67875029300472,19.742423735056757,25.68932525198406,10.28,10.01,0.0,7.18,3.44,9,2008,-0.021006338754830267,34.4838337182448,298.63
2008-12-31,675.7599999999998,63.579999999999984,1.843102067861185,0.0013611845118363835,159.8499999999999,91.78000000000003,117.24000000000001,45.0,583.9700000000003,74.69,1018.97,110.89,1051.04,2252.46,642.71,2917.21,22.46,95.69,247.49,13.06,260.55,345.0,2640.86,186.95999999999998,-62.19,22.039999999999964,25.460000000000008,6.109943771626298,0.59,0.1,10.5,3.8,0.36,8.720505783937494,12.034578835482177,9.633280141354462,10.068603296430247,13.305441594655031,10.16,9.9,0.0,9.1,4.85,12,2008,0.04695568019354823,34.49619047619048,362.21
2009-03-31,673.45,52.64,1.53,0.0,142.81,78.12,103.79,46.5,595.33,74.33,1180.92,69.08,914.51,2291.56,631.14,2943.78,0.0,69.5,223.49,10.97,234.46,345.0,2693.48,191.2,-6.44,-22.66,25.67,7.5975,0.6,0.09,1.53,0.0,0.0,7.16,10.32,7.8,8.16,11.48,7.99,7.82,0.0,10.25,6.16,3,2009,0.0,34.40522875816993,52.64
2009-06-30,787.0999999999999,109.72000000000001,3.1829342202512936,4.2,227.35000000000002,151.95,176.13,42.0,635.15,148.26999999999998,1363.1,88.78,799.78,2352.15,611.22,2985.48,17.13,117.02,301.12,10.15,311.28,345.0,2658.43,311.11,-0.009999999999999787,-127.93,24.18,3.29987969376595,0.55,0.12,4.71,4.2,0.89,14.705020941118503,21.138467602857848,16.516117270263614,17.164868194136485,23.165814239960582,11.33,11.12,1045.77,7.81,5.16,6,2009,144.77961783439494,34.47133757961784,162.36
2009-09-30,875.7300000000002,154.15999999999997,4.46621761658031,0.005544371472887776,275.96,207.68,230.94,51.0,668.05,194.54,1574.98,109.05,783.23,2560.9,612.82,3191.77,31.89,129.48,352.59,9.29,361.88,345.0,2813.1,209.94,-12.86,14.610000000000014,23.259999999999998,2.853936170212766,0.63,0.13,9.17,4.2,0.46,19.326010362694298,27.8980310880829,21.917098445595855,22.871709844559582,30.041036269430048,13.84,13.55,0.0,7.26,5.04,9,2009,0.19137453201727794,34.51690294438386,316.52
2009-12-31,771.6099999999997,107.91000000000003,3.127236528991825,-0.0012657119121414022,247.01999999999998,154.91999999999996,176.88,72.0,616.6899999999998,233.80000000000007,1595.88,127.04,962.49,2750.47,581.5,3358.29,77.84,138.04,410.76,8.62,419.39,345.0,2921.01,-15.610000000000014,-8.990000000000002,45.25999999999999,21.959999999999994,5.7522831526271885,0.85,0.14,12.3,4.2,0.34,12.854721862262332,19.210893669156285,14.776828216667061,15.519229083712275,20.451618405861986,13.84,13.66,538.79,6.7,4.35,12,2009,-0.043675293241477675,34.50650406504065,424.43
2010-03-31,824.56,119.76,3.47,5.0,233.84,165.29,187.15,70.0,659.27,161.39,1721.7,82.08,1042.32,2913.83,578.46,3545.57,0.53,230.72,478.19,7.93,486.12,345.0,3040.77,244.95,-40.35,-77.88,21.86,5.0425,0.79,0.16,3.47,5.0,1.44,13.52,20.36,15.759999999999998,16.72,21.56,14.78,14.52,284.98,6.09,3.91,3,2010,172.56484149855908,34.512968299711815,119.76
2010-06-30,852.22,110.11999999999999,3.190356707847572,0.0005139882529863374,225.97,153.53,175.42,83.0,698.7,152.13,1032.35,31.83,127.55,1300.89,232.25,1721.89,0.0,240.23,339.81,0.0,339.81,345.0,1382.08,40.94999999999999,-3.990000000000002,42.53999999999999,21.89,6.502689792953143,2.07,0.25,6.66,5.0,0.75,25.580337567426483,25.963563598399165,31.86524447537845,21.805561162345573,44.2051226726988,13.91,13.71,306.56,3.83,3.45,6,2010,0.017741084023498388,34.51651651651652,229.88
2010-09-30,837.2,86.86000000000001,2.517442697480584,-0.0019198967863478657,168.93,120.75,142.43,86.0,716.4399999999998,95.52000000000004,1706.47,80.48,1076.23,2942.33,554.56,3550.87,28.67,260.3,456.16,9.98,466.14,345.0,3065.24,99.97000000000003,-5.839999999999996,-187.85,21.680000000000007,8.542061363113055,0.97,0.15,9.18,5.0,0.54,9.784570310033466,14.303900991349373,11.331234450969252,11.82485066616152,15.576333901622784,12.91,12.6,233.81,6.45,4.09,9,2010,-0.06624271330150577,34.50326797385621,316.74
2010-12-31,936.6599999999999,105.56,3.059565237982477,-0.00023679848449003309,219.04999999999995,150.2,171.58000000000004,85.0,786.46,181.15000000000003,1680.15,98.77,1087.66,2928.77,565.72,3547.28,6.27,176.61,349.25,7.31,356.56,345.0,3170.81,15.779999999999973,-20.6,-23.409999999999997,21.379999999999995,6.940986169003411,0.92,0.11,12.24,5.0,0.41,11.898309258820744,17.077573289130946,13.318107506511957,13.858030783802985,18.43738006156761,12.51,12.24,260.96,8.39,5.27,12,2010,-0.008169934640534393,34.501633986928105,422.3
2011-03-31,936.79,105.34,3.0500000000000003,5.0,236.73,151.88,169.25,87.0,784.91,154.02,1952.95,89.06,1107.41,3212.09,568.38,3849.63,28.42,241.95,531.42,51.59,583.01,345.0,3246.11,267.72,-17.17,22.29,17.37,7.13,0.92,0.18,3.05,5.0,1.64,10.96,16.44,13.0,13.4,18.32,11.34,11.24,0.0,6.04,3.96,3,2011,172.68852459016392,34.53770491803279,105.34
2011-06-30,980.8600000000001,163.30999999999997,4.735473292387865,-0.007420832151040828,303.81999999999994,230.75,248.62,85.0,750.1,224.16,316.27,105.6,1230.11,3136.06,562.54,3768.28,40.72,199.68,456.46,53.4,509.87,345.0,3236.92,-65.04000000000002,-1410.4099999999999,-161.28,17.87,4.4868218418957815,0.91,0.16,7.79,5.0,0.64,17.337060115391772,33.89601935603945,20.181991438674856,28.279103666480548,28.084578447794527,14.19,14.01,0.0,6.87,4.18,6,2011,-0.2559186851575248,34.48652118100128,268.65
2011-09-30,786.4499999999998,93.66000000000003,2.714333029725926,0.0027811487329431664,210.16000000000008,141.57000000000005,159.45000000000005,95.0,644.8900000000001,136.23999999999995,95.55,110.56,1323.28,3120.11,569.84,3759.86,16.14,161.56,351.52,55.35,406.87,345.0,3330.58,-72.05000000000001,-123.5,-25.370000000000005,17.879999999999995,8.752150064061498,0.98,0.12,10.5,5.0,0.48,9.968064916783973,14.828013579531344,11.250264138444981,11.715578372112283,15.903406475117997,13.61,13.4,0.0,8.88,5.11,9,2011,0.0959655235650132,34.505714285714284,362.31
2011-12-31,617.23,-29.939999999999998,-0.8674735987002438,0.0012030482379789134,120.16999999999996,-31.52000000000004,-13.690000000000055,86.0,648.7599999999998,85.07000000000005,481.87,38.61,1270.57,3153.27,561.16,3787.11,152.33,99.13,419.77,46.66,466.43,345.0,3300.64,30.390000000000015,220.40999999999985,135.71,17.830000000000005,-24.783434368737478,0.9,0.14,9.63,5.0,0.52,-3.163621265457171,-4.839115443632096,-3.628435779402473,-3.7005000451304264,-5.271501037999819,10.22,10.01,452.0,7.51,4.49,12,2011,0.04152202937248717,34.51401869158878,332.37
2012-03-31,1112.55,173.96,5.04,5.0,299.53,227.98,245.47,89.0,884.57,210.06,449.94,109.01,1221.87,3361.14,561.68,3996.98,11.05,170.91,454.58,47.28,501.86,345.0,3474.59,218.19,-108.57,-141.55,17.49,4.415,0.88,0.14,5.04,5.0,0.99,17.4,23.240000000000002,20.04,20.72,25.76,16.05,15.64,0.0,7.39,4.71,3,2012,172.5793650793651,34.51587301587302,173.96
2012-06-30,1026.5600000000002,160.35,4.647756573240405,-0.0022256217853118283,272.74,209.6,226.98,99.0,816.9599999999999,182.57,146.91,95.05,1340.64,3291.24,561.98,3916.55,3.26,152.46,384.68,47.9,432.58,345.0,3462.45,60.81999999999999,-183.39,-180.61,17.38,5.3268603055815404,0.99,0.12,9.69,5.0,0.52,16.38466094343573,21.85260985313033,18.533468936017467,19.14741407675511,23.77118841793545,16.12,15.63,0.0,8.56,5.07,6,2012,-0.07678510000491201,34.500515995872036,334.31
2012-09-30,917.7799999999997,154.64,4.481539625728602,0.0007944405204338645,210.65999999999997,201.95999999999998,219.71999999999997,128.5,715.8100000000002,148.79999999999995,245.08,106.97,1486.3,3568.24,586.43,4214.57,3.85,342.5,525.31,48.35,573.66,345.0,3617.09,99.85000000000002,-1.8000000000000114,0.410000000000025,17.760000000000005,7.169517104242111,1.23,0.16,14.17,5.0,0.35,14.674907454749974,20.29185479087841,17.103857654156865,17.812301462317212,21.936456488393496,16.73,16.0,0.0,6.79,3.96,9,2012,0.027412963476791674,34.505998588567394,488.95
2012-12-31,1022.29,112.55000000000001,3.2614239401496263,0.0005024488883651614,240.72000000000003,147.95000000000005,165.73000000000002,129.0,874.3499999999999,193.71000000000004,318.5,100.48,1481.37,3557.85,596.7,4213.6,0.0,231.4,411.72,48.13,459.85,345.0,3729.64,108.06,-30.710000000000036,22.220000000000027,17.779999999999994,9.886939138160818,1.19,0.12,17.43,5.0,0.29,10.688039900249377,14.737220282626769,12.072694929343308,12.806187863674149,15.500651704073151,15.31,14.75,0.0,8.64,5.04,12,2012,0.01733924304943457,34.50946643717728,601.5
2013-03-31,959.79,156.06,0.45,9.0,246.16,195.98,214.75,188.0,763.81,164.51,635.84,92.62,1417.14,3714.53,602.52,4373.48,0.0,181.15,414.24,48.64,462.88,345.0,3885.7,218.82,98.82,-0.13,18.77,104.445,1.67,0.12,0.45,9.0,20.0,14.28,18.72,16.08,16.96,19.8,17.02,16.26,0.0,8.97,5.55,3,2013,3121.2000000000003,346.8,156.06
