,ticker,dividend,close_price,dividend_yield
2005-08-29 00:00:00,GRAMMY,0.2,12.2,1.64
2006-05-11 00:00:00,GRAMMY,0.15,10.2,1.47
2006-08-21 00:00:00,GRAMMY,0.2,7.25,2.76
2007-03-28 00:00:00,GRAMMY,0.2,7.0,2.86
2007-08-21 00:00:00,GRAMMY,0.13,8.7,1.49
2008-05-02 00:00:00,GRAMMY,0.52,12.7,4.09
2008-08-25 00:00:00,GRAMMY,0.6,13.5,4.44
2009-05-04 00:00:00,GRAMMY,0.65,12.5,5.2
2009-08-26 00:00:00,GRAMMY,0.55,14.5,3.79
2010-05-06 00:00:00,GRAMMY,0.32,13.6,2.35
2010-08-24 00:00:00,GRAMMY,0.4,15.4,2.6
2011-05-06 00:00:00,GRAMMY,0.41,15.4,2.66
2011-08-23 00:00:00,GRAMMY,0.54,19.9,2.71
2015-04-27 00:00:00,GRAND,0.00556,1.62,0.34
2007-04-04 00:00:00,GREEN,0.2,3.08,6.49
2008-04-03 00:00:00,GREEN,0.05,2.64,1.89
2006-03-29 00:00:00,GSTEL,0.04,1.26,3.17
2007-03-29 00:00:00,GSTEL,0.025,0.88,2.84
2008-04-01 00:00:00,GSTEL,0.02,0.78,2.56
2011-04-12 00:00:00,GUNKUL,0.075,9.8,0.77
2012-04-18 00:00:00,GUNKUL,0.1,17.3,0.58
2013-04-18 00:00:00,GUNKUL,0.06,37.5,0.16
2014-04-18 00:00:00,GUNKUL,0.038,16.6,0.23
2015-04-21 00:00:00,GUNKUL,0.028,35.5,0.08
2016-05-09 00:00:00,GUNKUL,0.0625,6.7,0.93
2017-04-25 00:00:00,GUNKUL,0.04,5.4,0.74
2001-04-26 00:00:00,GYT,2.0,167.0,1.2
2002-04-02 00:00:00,GYT,3.0,214.0,1.4
2003-02-20 00:00:00,GYT,30.0,292.0,10.27
2003-04-01 00:00:00,GYT,10.0,260.0,3.85
2004-04-21 00:00:00,GYT,15.0,492.0,3.05
2005-03-07 00:00:00,GYT,5.0,464.0,1.08
2005-05-04 00:00:00,GYT,15.0,472.0,3.18
2006-03-29 00:00:00,GYT,20.0,488.0,4.1
2006-11-03 00:00:00,GYT,6.0,428.0,1.4
2008-04-24 00:00:00,GYT,5.0,340.0,1.47
2008-12-09 00:00:00,GYT,5.0,300.0,1.67
2009-04-24 00:00:00,GYT,5.0,212.0,2.36
2009-11-20 00:00:00,GYT,20.0,305.0,6.56
2010-04-05 00:00:00,GYT,10.0,283.0,3.53
2010-11-19 00:00:00,GYT,5.0,408.0,1.23
2011-03-31 00:00:00,GYT,20.0,395.0,5.06
2012-11-23 00:00:00,GYT,43.0,428.0,10.05
2013-03-06 00:00:00,GYT,20.0,482.0,4.15
2014-05-06 00:00:00,GYT,20.0,456.0,4.39
2015-05-06 00:00:00,GYT,20.0,432.0,4.63
2016-05-03 00:00:00,GYT,20.0,460.0,4.35
2017-04-27 00:00:00,GYT,20.0,468.0,4.27
2001-04-03 00:00:00,HANA,2.5,12.4,20.16
2002-04-03 00:00:00,HANA,2.75,17.3,15.9
2003-04-03 00:00:00,HANA,4.0,15.3,26.14
2004-04-05 00:00:00,HANA,5.0,28.4,17.61
2005-04-04 00:00:00,HANA,1.1,22.0,5.0
2005-11-22 00:00:00,HANA,0.5,24.5,2.04
2006-04-03 00:00:00,HANA,0.9,30.25,2.98
2006-11-23 00:00:00,HANA,0.5,27.5,1.82
2007-04-03 00:00:00,HANA,1.0,26.0,3.85
2008-04-03 00:00:00,HANA,1.3,18.7,6.95
2009-03-12 00:00:00,HANA,1.2,11.1,10.81
2010-03-05 00:00:00,HANA,1.4,22.3,6.28
2011-03-11 00:00:00,HANA,1.55,26.5,5.85
2012-03-16 00:00:00,HANA,1.0,23.0,4.35
2012-11-21 00:00:00,HANA,0.5,21.3,2.35
2013-03-11 00:00:00,HANA,1.0,25.0,4.0
2013-11-26 00:00:00,HANA,0.5,23.0,2.17
2014-03-11 00:00:00,HANA,1.0,28.0,3.57
2014-11-25 00:00:00,HANA,1.0,41.75,2.4
2015-03-06 00:00:00,HANA,1.0,39.25,2.55
2015-11-25 00:00:00,HANA,1.0,36.0,2.78
2016-03-07 00:00:00,HANA,1.0,35.0,2.86
2016-10-25 00:00:00,HANA,1.0,32.75,3.05
2017-03-09 00:00:00,HANA,1.0,41.75,2.4
2015-04-30 00:00:00,HARN,0.15,3.84,3.91
2016-05-10 00:00:00,HARN,0.1,2.48,4.03
2017-03-10 00:00:00,HARN,0.09,2.66,3.38
2004-04-26 00:00:00,HFT,1.0,2.7,37.04
2005-04-25 00:00:00,HFT,0.3,1.49,20.13
2008-04-24 00:00:00,HFT,1.25,1.23,101.63
2009-04-27 00:00:00,HFT,2.0,1.33,150.38
2010-04-27 00:00:00,HFT,0.08,2.26,3.54
2011-05-03 00:00:00,HFT,0.12,2.28,5.26
2012-05-03 00:00:00,HFT,0.06,1.93,3.11
2013-05-03 00:00:00,HFT,0.08,3.28,2.44
2014-04-24 00:00:00,HFT,0.15,3.5,4.29
2015-04-29 00:00:00,HFT,0.15,3.78,3.97
2016-04-28 00:00:00,HFT,0.2,5.0,4.0
2017-04-28 00:00:00,HFT,0.1,4.9,2.04
2003-04-02 00:00:00,HMPRO,0.06,0.6121,9.8
2004-03-16 00:00:00,HMPRO,0.12,1.2359,9.71
2005-03-25 00:00:00,HMPRO,0.18,1.5303,11.76
2006-03-10 00:00:00,HMPRO,0.2,2.4339,8.22
2007-03-12 00:00:00,HMPRO,0.12,2.661,4.51
2008-04-18 00:00:00,HMPRO,0.18,2.8981,6.21
2009-04-16 00:00:00,HMPRO,0.35,2.4449,14.32
2009-10-12 00:00:00,HMPRO,0.1,4.11,2.43
2010-04-12 00:00:00,HMPRO,0.16,5.95,2.69
2010-10-12 00:00:00,HMPRO,0.0193,10.4,0.19
2011-04-12 00:00:00,HMPRO,0.0193,9.55,0.2
2011-10-07 00:00:00,HMPRO,0.0159,9.65,0.16
2012-04-17 00:00:00,HMPRO,0.15,13.2,1.14
2012-10-12 00:00:00,HMPRO,0.022223,14.0,0.16
2013-04-12 00:00:00,HMPRO,0.0186,16.7,0.11
2013-10-28 00:00:00,HMPRO,0.0186,13.7,0.14
2014-04-18 00:00:00,HMPRO,0.0159,10.1,0.16
2014-10-21 00:00:00,HMPRO,0.013889,10.1,0.14
2015-04-17 00:00:00,HMPRO,0.07332999999999999,8.15,0.9
2015-09-07 00:00:00,HMPRO,0.1,7.15,1.4
2016-04-12 00:00:00,HMPRO,0.15,8.1,1.85
2016-09-12 00:00:00,HMPRO,0.12,9.6,1.25
2017-04-12 00:00:00,HMPRO,0.15,9.55,1.57
2012-10-11 00:00:00,HOTPOT,0.04,4.84,0.83
2013-08-23 00:00:00,HOTPOT,0.04,2.7,1.48
2014-04-30 00:00:00,HOTPOT,0.02,2.98,0.67
2016-04-20 00:00:00,HPT,0.0182,1.14,1.6
2017-04-18 00:00:00,HPT,0.01,1.24,0.81
2001-05-10 00:00:00,HTC,1.75,3.5,50.0
2001-12-26 00:00:00,HTC,1.25,4.075,30.67
2002-04-03 00:00:00,HTC,1.5,4.375,34.29
2002-09-04 00:00:00,HTC,0.175,4.98,3.51
2003-04-28 00:00:00,HTC,0.15,4.24,3.54
2003-09-11 00:00:00,HTC,0.125,5.8,2.16
2004-03-31 00:00:00,HTC,0.11,4.08,2.7
2004-09-02 00:00:00,HTC,0.15,3.96,3.79
2005-03-14 00:00:00,HTC,0.12,3.82,3.14
2006-03-31 00:00:00,HTC,0.1,3.82,2.62
2006-09-13 00:00:00,HTC,0.12,4.06,2.96
2007-04-25 00:00:00,HTC,0.12,3.78,3.17
2009-05-06 00:00:00,HTC,0.07,1.99,3.52
2010-04-30 00:00:00,HTC,0.14,3.72,3.76
2011-04-29 00:00:00,HTC,0.25,5.25,4.76
2012-05-04 00:00:00,HTC,0.12,13.6,0.88
2013-03-18 00:00:00,HTC,0.3,17.4,1.72
2014-03-26 00:00:00,HTC,0.4,12.7,3.15
2015-03-25 00:00:00,HTC,0.3,12.3,2.44
2016-03-17 00:00:00,HTC,0.25,12.9,1.94
2016-08-31 00:00:00,HTC,0.3,17.0,1.76
2017-03-23 00:00:00,HTC,0.35,15.9,2.2
2009-04-08 00:00:00,HTECH,0.1,1.53,6.54
2009-08-26 00:00:00,HTECH,0.036000000000000004,1.67,2.16
2010-04-09 00:00:00,HTECH,0.08,3.06,2.61
2010-08-11 00:00:00,HTECH,0.09,3.54,2.54
2011-04-11 00:00:00,HTECH,0.05,3.48,1.44
2011-08-23 00:00:00,HTECH,0.09,3.72,2.42
2012-04-12 00:00:00,HTECH,0.07,3.72,1.88
2012-08-20 00:00:00,HTECH,0.12,4.98,2.41
2013-04-29 00:00:00,HTECH,0.05,3.36,1.49
2013-08-26 00:00:00,HTECH,0.04,2.42,1.65
2014-04-21 00:00:00,HTECH,0.04,2.28,1.75
2014-08-26 00:00:00,HTECH,0.045,2.86,1.57
2015-04-21 00:00:00,HTECH,0.065,3.22,2.02
2015-08-26 00:00:00,HTECH,0.045,2.32,1.94
2016-04-26 00:00:00,HTECH,0.055,2.74,2.01
2016-08-25 00:00:00,HTECH,0.065,3.8,1.71
2017-05-08 00:00:00,HTECH,0.11,9.1,1.21
2012-04-12 00:00:00,HYDRO,0.26,6.3,4.13
2013-04-12 00:00:00,HYDRO,0.0555556,16.6,0.33
2001-04-04 00:00:00,ICC,6.0,121.0,4.96
2002-03-28 00:00:00,ICC,7.0,190.0,3.68
2003-03-28 00:00:00,ICC,9.0,242.0,3.72
2004-04-01 00:00:00,ICC,0.9,33.0,2.73
2005-04-01 00:00:00,ICC,1.0,40.5,2.47
2006-04-04 00:00:00,ICC,1.0,42.0,2.38
2007-03-29 00:00:00,ICC,1.0,42.0,2.38
2008-04-09 00:00:00,ICC,1.0,41.5,2.41
2009-05-06 00:00:00,ICC,1.0,44.25,2.26
2010-04-30 00:00:00,ICC,1.0,40.5,2.47
2011-04-29 00:00:00,ICC,1.1,41.25,2.67
2012-04-30 00:00:00,ICC,1.1,44.75,2.46
2013-04-29 00:00:00,ICC,1.25,42.75,2.92
2014-04-30 00:00:00,ICC,1.2,39.75,3.02
2015-05-06 00:00:00,ICC,1.05,39.75,2.64
2016-04-29 00:00:00,ICC,1.05,37.75,2.78
2017-04-28 00:00:00,ICC,1.15,38.0,3.03
2014-08-25 00:00:00,ICHI,0.5,27.0,1.85
2015-05-07 00:00:00,ICHI,0.5,22.1,2.26
2015-08-25 00:00:00,ICHI,0.25,16.0,1.56
2016-05-09 00:00:00,ICHI,0.25,12.1,2.07
2016-08-23 00:00:00,ICHI,0.25,12.1,2.07
2008-03-11 00:00:00,IFEC,0.25,0.825,30.3
2008-08-14 00:00:00,IFEC,0.03,0.66,4.55
2009-03-11 00:00:00,IFEC,0.04,0.55,7.27
2009-08-17 00:00:00,IFEC,0.03,0.65,4.62
2009-11-16 00:00:00,IFEC,0.03,1.06,2.83
2010-03-10 00:00:00,IFEC,0.04,1.17,3.42
2010-08-23 00:00:00,IFEC,0.05,1.44,3.47
2010-11-12 00:00:00,IFEC,0.03,1.64,1.83
2011-04-05 00:00:00,IFEC,0.06,2.1,2.86
2011-08-22 00:00:00,IFEC,0.04,1.7,2.35
2011-11-25 00:00:00,IFEC,0.03,1.74,1.72
2012-03-26 00:00:00,IFEC,0.18,2.3,7.83
2012-05-21 00:00:00,IFEC,0.1,2.12,4.72
2012-08-21 00:00:00,IFEC,0.03,2.06,1.46
2012-11-15 00:00:00,IFEC,0.05,2.58,1.94
2013-02-27 00:00:00,IFEC,0.07,3.02,2.32
2014-04-18 00:00:00,IFEC,0.01,3.22,0.31
2015-05-14 00:00:00,IFEC,0.01,10.1,0.1
2016-03-29 00:00:00,IFEC,0.12,7.15,1.68
2001-11-14 00:00:00,INET,68.13,4.06,1678.08
2001-12-25 00:00:00,INET,0.1171,4.94,2.37
2002-03-12 00:00:00,INET,0.0489,4.86,1.01
2003-03-31 00:00:00,INET,0.25,4.5,5.56
2003-08-19 00:00:00,INET,0.15,5.3,2.83
2004-04-01 00:00:00,INET,0.17,8.4,2.02
2004-08-31 00:00:00,INET,0.13,5.3,2.45
2005-04-04 00:00:00,INET,0.15,4.44,3.38
2005-08-22 00:00:00,INET,0.16,3.38,4.73
2006-04-03 00:00:00,INET,0.08,2.9,2.76
2007-04-03 00:00:00,INET,0.02,1.79,1.12
2008-04-02 00:00:00,INET,0.02,1.39,1.44
2009-04-30 00:00:00,INET,0.05,0.73,6.85
2010-04-29 00:00:00,INET,0.05,1.15,4.35
2011-04-29 00:00:00,INET,0.03,1.26,2.38
2016-04-27 00:00:00,INET,0.015,5.45,0.28
2017-04-26 00:00:00,INET,0.0789,4.06,1.94
2005-03-31 00:00:00,INOX,0.1,1.65,6.06
2006-02-03 00:00:00,INOX,0.025,1.15,2.17
2006-11-23 00:00:00,INOX,0.15,1.38,10.87
2008-04-01 00:00:00,INOX,0.01,1.18,0.85
2011-04-01 00:00:00,INOX,0.02,1.3,1.54
2016-03-08 00:00:00,INOX,0.0135,0.96,1.41
2017-03-27 00:00:00,INOX,0.0495,2.3,2.15
2003-04-03 00:00:00,INTUCH,0.5,12.8,3.91
2003-08-20 00:00:00,INTUCH,0.75,23.2,3.23
2004-03-31 00:00:00,INTUCH,0.9,33.75,2.67
2004-08-25 00:00:00,INTUCH,0.92,35.75,2.57
2005-03-08 00:00:00,INTUCH,1.08,44.75,2.41
2005-08-23 00:00:00,INTUCH,1.25,39.25,3.18
2006-04-03 00:00:00,INTUCH,1.35,38.0,3.55
2006-08-25 00:00:00,INTUCH,1.3,31.25,4.16
2007-04-02 00:00:00,INTUCH,1.0,25.0,4.0
2008-04-24 00:00:00,INTUCH,1.55,27.75,5.59
2008-08-26 00:00:00,INTUCH,1.15,24.0,4.79
2009-04-20 00:00:00,INTUCH,1.25,19.5,6.41
2009-08-26 00:00:00,INTUCH,1.15,24.0,4.79
2010-04-16 00:00:00,INTUCH,3.25,29.0,11.21
2010-08-20 00:00:00,INTUCH,1.15,29.75,3.87
2010-11-23 00:00:00,INTUCH,2.37,35.5,6.68
2011-04-07 00:00:00,INTUCH,1.53,31.25,4.9
2011-08-22 00:00:00,INTUCH,1.63,38.25,4.26
2012-01-05 00:00:00,INTUCH,2.34,42.75,5.47
2012-04-04 00:00:00,INTUCH,1.58,60.0,2.63
2012-08-27 00:00:00,INTUCH,2.2,70.75,3.11
2013-04-03 00:00:00,INTUCH,1.88,79.75,2.36
2013-08-22 00:00:00,INTUCH,2.37,84.25,2.81
2014-04-01 00:00:00,INTUCH,2.16,77.25,2.8
2014-08-22 00:00:00,INTUCH,2.23,72.25,3.09
2015-03-31 00:00:00,INTUCH,2.23,79.0,2.82
2015-08-24 00:00:00,INTUCH,2.4,80.75,2.97
2016-04-04 00:00:00,INTUCH,2.47,63.5,3.89
2016-08-22 00:00:00,INTUCH,2.13,61.5,3.46
2017-04-07 00:00:00,INTUCH,1.61,55.0,2.93
2002-02-04 00:00:00,IRC,0.5,1.5,33.33
2003-02-04 00:00:00,IRC,2.0,6.0,33.33
2004-02-03 00:00:00,IRC,3.2,16.0,20.0
2005-02-02 00:00:00,IRC,0.34,10.3,3.3
2006-02-01 00:00:00,IRC,0.34,8.3,4.1
2007-01-04 00:00:00,IRC,0.29,8.6,3.37
2008-01-04 00:00:00,IRC,0.48,12.3,3.9
2008-12-08 00:00:00,IRC,0.45,6.4,7.03
2009-12-08 00:00:00,IRC,0.42,10.9,3.85
2010-12-08 00:00:00,IRC,0.5,13.5,3.7
2011-12-26 00:00:00,IRC,0.2436,10.5,2.32
2012-12-06 00:00:00,IRC,0.2051,14.1,1.45
2013-12-06 00:00:00,IRC,0.8182,16.7,4.9
2014-12-08 00:00:00,IRC,0.6269,16.2,3.87
2015-12-08 00:00:00,IRC,0.883,21.3,4.15
2017-02-06 00:00:00,IRC,1.0273,24.1,4.26
2003-07-31 00:00:00,IRCP,0.75,3.06,24.51
2004-04-29 00:00:00,IRCP,0.55,15.0,3.67
2005-04-25 00:00:00,IRCP,0.48,13.2,3.64
2006-04-03 00:00:00,IRCP,0.07,13.6,0.51
2006-11-24 00:00:00,IRCP,0.6,15.4,3.9
2012-04-02 00:00:00,IRCP,0.1,3.98,2.51
2013-04-02 00:00:00,IRCP,0.1,6.5,1.54
2014-04-01 00:00:00,IRCP,0.5,9.6,5.21
2014-10-10 00:00:00,IRCP,0.02206,7.7,0.29
2015-04-30 00:00:00,IRCP,0.2,11.8,1.69
2015-11-24 00:00:00,IRCP,0.1,6.05,1.65
2016-03-31 00:00:00,IRCP,0.05,5.55,0.9
2007-04-25 00:00:00,IRPC,0.12,6.05,1.98
2007-08-31 00:00:00,IRPC,0.1,6.55,1.53
2008-03-14 00:00:00,IRPC,0.2,6.0,3.33
2008-09-03 00:00:00,IRPC,0.1,4.02,2.49
2009-04-17 00:00:00,IRPC,0.08,2.52,3.17
2009-09-03 00:00:00,IRPC,0.08,3.84,2.08
2010-04-19 00:00:00,IRPC,0.1,4.36,2.29
2010-09-02 00:00:00,IRPC,0.08,4.04,1.98
2011-04-18 00:00:00,IRPC,0.1,6.3,1.59
2011-09-14 00:00:00,IRPC,0.08,4.6,1.74
2012-02-27 00:00:00,IRPC,0.04,4.72,0.85
2013-03-01 00:00:00,IRPC,0.08,4.26,1.88
2014-03-03 00:00:00,IRPC,0.1,3.4,2.94
2015-02-23 00:00:00,IRPC,0.08,4.64,1.72
2016-02-18 00:00:00,IRPC,0.22,4.36,5.05
2017-02-27 00:00:00,IRPC,0.23,5.2,4.42
2004-02-11 00:00:00,IT,0.175,9.05,1.93
2005-03-02 00:00:00,IT,0.22,5.1,4.31
2006-03-03 00:00:00,IT,0.32,7.05,4.54
2007-03-02 00:00:00,IT,0.36,8.8,4.09
2007-11-20 00:00:00,IT,0.24,6.6,3.64
2008-03-07 00:00:00,IT,0.1,6.35,1.57
2008-08-18 00:00:00,IT,0.26,6.3,4.13
2009-03-06 00:00:00,IT,0.24,3.9,6.15
2009-05-21 00:00:00,IT,0.06,4.0,1.5
2009-08-20 00:00:00,IT,0.12,4.9,2.45
2009-11-23 00:00:00,IT,0.17,6.35,2.68
2010-03-09 00:00:00,IT,0.14,6.8,2.06
2010-05-19 00:00:00,IT,0.12,7.1,1.69
2010-08-23 00:00:00,IT,0.14,8.8,1.59
2010-11-22 00:00:00,IT,0.18,8.5,2.12
2011-03-07 00:00:00,IT,0.16,8.3,1.93
2011-05-23 00:00:00,IT,0.14,8.65,1.62
2011-08-19 00:00:00,IT,0.16,10.6,1.51
2011-11-18 00:00:00,IT,0.18,10.4,1.73
2012-03-05 00:00:00,IT,0.07,11.2,0.63
2012-05-21 00:00:00,IT,0.1,9.7,1.03
2012-08-20 00:00:00,IT,0.07,7.4,0.95
2012-11-22 00:00:00,IT,0.04,5.65,0.71
2016-03-08 00:00:00,IT,0.05,2.5,2.0
2017-03-07 00:00:00,IT,0.04,3.84,1.04
2004-03-11 00:00:00,ITD,0.5,10.7,4.67
2005-04-04 00:00:00,ITD,0.07,10.7,0.65
2006-03-13 00:00:00,ITD,0.06,6.9,0.87
2008-04-02 00:00:00,ITD,0.07,8.0,0.88
2011-04-05 00:00:00,ITD,0.05,4.14,1.21
2017-03-28 00:00:00,ITD,0.01026,4.94,0.21
2010-05-06 00:00:00,IVL,0.33,17.8,1.85
2011-05-06 00:00:00,IVL,0.66,53.0,1.25
2011-08-23 00:00:00,IVL,0.5,40.0,1.25
2012-05-08 00:00:00,IVL,0.5,35.0,1.43
2012-08-27 00:00:00,IVL,0.18,30.25,0.6
2013-05-10 00:00:00,IVL,0.18,22.9,0.79
2013-08-21 00:00:00,IVL,0.14,17.9,0.78
2014-05-06 00:00:00,IVL,0.14,24.4,0.57
2014-08-20 00:00:00,IVL,0.19,26.0,0.73
2015-04-30 00:00:00,IVL,0.19,25.5,0.75
2015-08-20 00:00:00,IVL,0.24,24.6,0.98
2016-05-03 00:00:00,IVL,0.24,28.5,0.84
2016-08-24 00:00:00,IVL,0.3,34.75,0.86
2017-05-04 00:00:00,IVL,0.36,36.5,0.99
2016-04-12 00:00:00,J,0.07,2.86,2.45
2007-03-30 00:00:00,JAS,0.015,0.45,3.33
2008-11-18 00:00:00,JAS,0.05,0.46,10.87
2010-05-25 00:00:00,JAS,0.02,0.44,4.55
2011-03-07 00:00:00,JAS,0.02,2.02,0.99
2011-08-23 00:00:00,JAS,0.023,2.66,0.86
2012-03-02 00:00:00,JAS,0.025,2.56,0.98
2013-03-18 00:00:00,JAS,0.09,7.1,1.27
2014-02-21 00:00:00,JAS,0.25,7.7,3.25
2015-03-05 00:00:00,JAS,1.5,8.65,17.34
2015-03-11 00:00:00,JAS,0.15,6.7,2.24
2015-11-11 00:00:00,JAS,0.1,5.85,1.71
2016-02-25 00:00:00,JAS,0.3,3.02,9.93
2016-07-04 00:00:00,JAS,0.15,5.65,2.65
2016-11-22 00:00:00,JAS,0.15,7.6,1.97
2017-03-24 00:00:00,JAS,0.25,8.65,2.89
2004-03-30 00:00:00,JCT,0.35,11.5,3.04
2005-04-28 00:00:00,JCT,2.0,23.0,8.7
2006-04-28 00:00:00,JCT,2.0,28.25,7.08
2007-03-23 00:00:00,JCT,2.5,26.25,9.52
2007-08-24 00:00:00,JCT,2.0,36.75,5.44
2008-03-17 00:00:00,JCT,2.5,44.5,5.62
2008-09-01 00:00:00,JCT,2.0,47.25,4.23
2009-03-16 00:00:00,JCT,2.5,44.5,5.62
2009-09-14 00:00:00,JCT,2.0,49.75,4.02
2010-03-16 00:00:00,JCT,2.5,57.0,4.39
2010-08-23 00:00:00,JCT,1.75,59.75,2.93
2011-03-11 00:00:00,JCT,1.75,54.0,3.24
2011-08-22 00:00:00,JCT,1.75,51.0,3.43
2012-03-13 00:00:00,JCT,1.85,56.75,3.26
2013-03-07 00:00:00,JCT,4.0,77.0,5.19
2014-03-11 00:00:00,JCT,4.2,75.5,5.56
2015-03-11 00:00:00,JCT,5.0,129.5,3.86
2016-03-08 00:00:00,JCT,4.0,86.5,4.62
2017-03-08 00:00:00,JCT,4.0,87.0,4.6
2009-08-18 00:00:00,JMART,0.08,1.76,4.55
2010-03-09 00:00:00,JMART,0.15,1.8,8.33
2010-08-23 00:00:00,JMART,0.06,2.92,2.05
2011-03-08 00:00:00,JMART,0.18,3.18,5.66
2011-08-22 00:00:00,JMART,0.16,4.18,3.83
2012-03-12 00:00:00,JMART,0.24,7.9,3.04
2012-08-22 00:00:00,JMART,0.22,14.6,1.51
2013-04-17 00:00:00,JMART,0.34,24.2,1.4
2013-08-23 00:00:00,JMART,0.31,19.5,1.59
2014-04-16 00:00:00,JMART,0.15,19.6,0.77
2014-08-20 00:00:00,JMART,0.23,12.9,1.78
2015-04-20 00:00:00,JMART,0.25,11.2,2.23
2016-04-18 00:00:00,JMART,0.47,9.2,5.11
2016-10-20 00:00:00,JMART,0.0222222,12.9,0.17
2017-04-17 00:00:00,JMART,0.01853,15.6,0.12
2015-03-13 00:00:00,JSP,0.1,2.12,4.72
2015-08-20 00:00:00,JSP,0.08,1.61,4.97
2016-05-03 00:00:00,JSP,0.01,1.22,0.82
2017-04-28 00:00:00,JSP,0.01,1.1,0.91
2009-11-19 00:00:00,JUBILE,0.29,3.3,8.79
2010-03-08 00:00:00,JUBILE,0.21,2.98,7.05
2010-08-27 00:00:00,JUBILE,0.15,4.92,3.05
2011-03-18 00:00:00,JUBILE,0.2,7.15,2.8
2011-08-26 00:00:00,JUBILE,0.23,12.5,1.84
2012-04-30 00:00:00,JUBILE,0.29,14.0,2.07
2012-08-23 00:00:00,JUBILE,0.3,16.7,1.8
2013-04-29 00:00:00,JUBILE,0.3,27.0,1.11
2013-08-23 00:00:00,JUBILE,0.15,22.7,0.66
2014-04-30 00:00:00,JUBILE,0.55,27.25,2.02
2014-08-25 00:00:00,JUBILE,0.15,33.75,0.44
2015-04-29 00:00:00,JUBILE,0.56,32.75,1.71
2015-08-25 00:00:00,JUBILE,0.21,17.8,1.18
2016-05-09 00:00:00,JUBILE,0.25,17.1,1.46
2016-08-23 00:00:00,JUBILE,0.25,18.6,1.34
2017-05-08 00:00:00,JUBILE,0.3,18.2,1.65
2007-05-10 00:00:00,JUTHA,0.75,9.65,7.77
2008-05-07 00:00:00,JUTHA,0.4,8.15,4.91
2010-05-10 00:00:00,JUTHA,0.1,5.95,1.68
2016-05-04 00:00:00,JWD,0.0388889,19.6,0.2
2017-05-08 00:00:00,JWD,0.08,9.15,0.87
2016-03-08 00:00:00,K,0.08,5.75,1.39
2016-09-22 00:00:00,K,0.00555556,5.55,0.1
2017-04-11 00:00:00,K,0.09,6.55,1.37
2005-05-04 00:00:00,KAMART,0.19,2.5925,7.33
2012-03-06 00:00:00,KAMART,0.05,5.3,0.94
2012-08-22 00:00:00,KAMART,0.05,7.65,0.65
2012-11-22 00:00:00,KAMART,0.05,6.95,0.72
2013-04-25 00:00:00,KAMART,0.06,10.5,0.57
2013-05-27 00:00:00,KAMART,0.06,9.2,0.65
2013-08-26 00:00:00,KAMART,0.06,5.1,1.18
2013-11-26 00:00:00,KAMART,0.06,5.2,1.15
2014-04-30 00:00:00,KAMART,0.06,5.35,1.12
2014-05-23 00:00:00,KAMART,0.06,5.0,1.2
2014-08-26 00:00:00,KAMART,0.06,5.8,1.03
2014-11-25 00:00:00,KAMART,0.06,6.0,1.0
2015-05-07 00:00:00,KAMART,0.06,7.5,0.8
2015-05-26 00:00:00,KAMART,0.06,6.65,0.9
2015-08-25 00:00:00,KAMART,0.06,5.75,1.04
2015-11-25 00:00:00,KAMART,0.06,7.6,0.79
2016-05-09 00:00:00,KAMART,0.07,6.85,1.02
2016-05-26 00:00:00,KAMART,0.07,7.55,0.93
2016-08-25 00:00:00,KAMART,0.07,13.0,0.54
2016-11-24 00:00:00,KAMART,0.07,12.5,0.56
2017-05-09 00:00:00,KAMART,0.07,12.0,0.58
2017-05-25 00:00:00,KAMART,0.07,9.15,0.77
2007-04-03 00:00:00,KASET,0.02,1.57,1.27
2008-04-03 00:00:00,KASET,0.03,2.16,1.39
2008-08-20 00:00:00,KASET,0.18,5.65,3.19
2009-03-17 00:00:00,KASET,0.04,3.42,1.17
2010-03-23 00:00:00,KASET,0.04,6.0,0.67
2011-03-17 00:00:00,KASET,0.04,5.75,0.7
2011-07-04 00:00:00,KBS,0.2,12.4,1.61
2011-12-06 00:00:00,KBS,0.42,11.6,3.62
2012-03-09 00:00:00,KBS,0.03,11.2,0.27
2012-08-27 00:00:00,KBS,0.2,10.5,1.9
2013-03-08 00:00:00,KBS,0.47,11.3,4.16
2013-08-27 00:00:00,KBS,0.2,9.2,2.17
2014-03-10 00:00:00,KBS,0.3,10.3,2.91
2014-09-01 00:00:00,KBS,0.15,11.2,1.34
2015-03-12 00:00:00,KBS,0.15,9.55,1.57
2015-08-25 00:00:00,KBS,0.05,6.45,0.78
2016-03-08 00:00:00,KBS,0.05,7.05,0.71
2016-08-23 00:00:00,KBS,0.05,7.5,0.67
2017-03-13 00:00:00,KBS,0.05,7.85,0.64
2006-04-11 00:00:00,KC,0.07,1.32,5.3
2007-04-20 00:00:00,KC,0.055,1.12,4.91
2008-04-16 00:00:00,KC,0.03,0.97,3.09
2010-03-10 00:00:00,KC,0.02,0.96,2.08
2013-04-19 00:00:00,KC,0.02,1.02,1.96
2015-05-06 00:00:00,KC,0.02,3.08,0.65
2006-03-16 00:00:00,KCAR,0.39,5.75,6.78
2007-04-02 00:00:00,KCAR,0.44,5.3,8.3
2008-04-01 00:00:00,KCAR,0.5,6.55,7.63
2009-03-31 00:00:00,KCAR,0.25,3.86,6.48
2009-08-25 00:00:00,KCAR,0.25,4.9,5.1
2010-03-30 00:00:00,KCAR,0.32,6.8,4.71
