,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,TIE,month,year,operating_profit,dividend,ROCE%,number_of_shares,return_old
2009-09-30,911.6099999999999,41.519999999999996,0.030190874386475185,0.0,,59.07999999999999,62.39,0.93,0.0,852.5299999999997,327.33,0.0,35.97,1819.5,622.78,1074.36,1196.72,-88.11999999999998,-14.129999999999995,-0.7,3.3100000000000005,7.701002528901734,0.83,0.52,0.04,0.0,0.0,9.117644064715506,12.92169423741138,13.887802217778585,13.646275222686782,2.53,24.19,9,2009,,0.0,,1375.25,55.01
2009-12-31,2295.6699999999996,-4.780000000000001,-0.003806490145331476,0.0,,-5.739999999999995,-2.1400000000000006,2.04,0.0,2301.41,195.15,0.0,39.36,1571.42,357.05,1088.79,1214.37,-151.3,5.209999999999994,13.91,3.5999999999999996,-133.98169456066944,1.83,0.29,0.04,0.0,0.0,-1.2180768465060725,-1.7890503683057941,-1.5758869201672312,-1.6253712920565404,1.12,16.46,12,2009,,0.0,,1255.75,50.23
2010-03-31,3031.28,-31.45,-0.030000000000000002,0.0,,-31.45,-27.16,1.23,0.0,3062.72,337.22,0.0,61.46,2011.87,830.48,1088.92,1181.39,-83.6,-1.76,227.42,4.29,-10.25,1.13,0.7,-0.03,0.0,0.0,-6.24,-7.08,-10.64,-11.0,-1.04,-10.59,3,2010,,0.0,,1048.3333333333333,-31.45
2010-06-30,1617.9499999999994,1.870000000000001,0.0012643678160919548,0.0,,1.8599999999999994,7.5,1.01,0.0,1616.1,323.07,1.9,67.06,1807.32,624.63,1088.92,1181.94,121.8,-7.6899999999999995,-128.25,5.64,199.70454545454535,0.93,0.53,-0.02,0.0,0.0,0.41471264367816113,0.447586206896552,0.6321839080459773,0.639770114942529,-0.64,-4.55,6,2010,,0.0,,1478.9999999999998,-29.58
2010-09-30,2307.0300000000007,62.379999999999995,0.05705487804878049,0.0,,91.9,97.46,1.16,0.0,2215.1400000000003,470.77,0.06,82.86,2384.76,1134.51,1089.08,1249.55,106.67999999999999,-57.099999999999994,98.11999999999999,5.5600000000000005,5.083263866623918,1.01,0.91,0.03,0.0,0.0,10.49809756097561,22.517658536585365,19.93117073170732,20.387609756097564,0.47,0.0,9,2010,,0.0,,1093.3333333333333,32.8
2010-12-31,3139.0699999999997,28.57,0.023276845364184458,0.0,,47.94,55.13000000000001,1.0,0.0,3091.12,549.1,7.79,0.0,2040.74,769.07,1089.07,1271.05,124.75,21.869999999999997,-68.28,7.1899999999999995,10.740287014350717,0.86,0.61,0.05,0.0,0.0,5.605064363695617,11.359100537722014,8.994173048720874,9.199009287925698,0.61,0.0,12,2010,,0.0,,1227.3999999999999,61.37
2011-03-31,3016.81,5.68,0.0,,,11.41,19.34,0.88,0.0,3005.4,399.31,0.0,109.08,2022.29,765.92,1089.08,1256.01,86.08,-106.11,-129.77,7.93,0.0,0.76,0.61,0.0,0.0,0.0,1.12,2.28,1.8,1.88,0.19,0.0,3,2011,,,,inf,5.68
2011-06-30,2282.77,23.93,0.016163458291117865,,,39.900000000000006,48.78,0.8,0.0,2242.8700000000003,401.33,6.08,115.88,2064.8,781.86,1089.08,1282.64,-65.65,32.81,34.860000000000014,8.879999999999999,12.373589636439617,0.68,0.61,0.02,0.0,0.0,4.62274907125971,8.566632894292468,7.467517730496454,7.758459979736576,0.56,0.0,6,2011,,,,1480.5,29.61
2011-09-30,6993.6900000000005,-1.7800000000000011,-0.001279195113187209,0.0,,15.439999999999998,24.03,0.69,0.0,6978.25,683.63,152.88,116.22,2549.27,1291.98,1089.08,1256.88,370.42,-202.71999999999997,114.6,8.59,-134.8504213483145,0.6,1.03,0.02,0.0,0.0,-0.27886453467481154,-0.6933237513474673,-0.5654042400287463,-0.5679626302551208,0.23,0.0,9,2011,,0.0,,1391.4999999999998,27.83
2011-12-31,7839.57,14.410000000000004,0.010234375,0.0,,15.579999999999998,24.379999999999995,0.7,3.57,7823.989999999998,465.22,264.8,115.89,2253.3,950.74,1089.08,1302.35,-110.87,42.629999999999995,-150.16,8.800000000000004,17.096793893129767,0.59,0.73,0.03,0.0,0.0,2.551770833333334,5.226354166666668,4.4212500000000015,4.475833333333334,0.21,0.0,12,2011,,0.0,,1408.0000000000002,42.24
2012-03-31,7096.28,3.38,0.0,,,7.56,16.51,0.74,1.27,7088.72,110.32,299.41,118.48,2230.19,959.72,1089.08,1270.47,-458.92,55.04,48.98,8.95,0.0,0.63,0.76,0.0,0.04,0.0,0.6,1.44,1.08,1.08,0.05,0.0,3,2012,,inf,,inf,3.38
2012-06-30,6476.53,-3.78,0.0,,,-3.7199999999999998,5.669999999999998,0.66,1.28,6480.249999999999,448.27,719.82,112.41,2433.32,1167.97,1089.08,1265.34,432.46000000000004,-2.0,-92.50999999999999,9.39,0.0,0.57,0.92,0.0,0.04,0.0,-0.7559999999999999,6.425999999999999,-1.134,-1.134,-0.0,0.0,6,2012,,-inf,,-inf,-0.4
2012-09-30,6981.090000000002,6.630000000000001,0.010642054574638845,inf,,9.63,19.32,0.71,1.28,6971.449999999999,262.98,657.08,106.99,2506.92,1236.23,1089.08,1270.69,-181.79,-43.46,39.97,9.690000000000001,16.679110105580694,0.61,0.97,0.01,0.04,4.0,1.0642054574638846,2.256115569823435,2.085842696629214,2.085842696629214,0.03,0.0,9,2012,,inf,,623.0,6.23
2012-12-31,6537.529999999999,8.95,0.005895915678524374,0.023583662714097495,,14.139999999999999,24.159999999999997,0.74,1.28,6523.390000000003,437.92,0.0,105.56,2704.86,1428.82,1089.08,1276.04,220.79,-5.83,-40.019999999999996,10.019999999999996,31.377653631284918,0.63,1.12,0.01,0.04,4.0,1.32068511198946,2.6177865612648223,2.806455862977602,2.7828722002635042,0.06,0.0,12,2012,,35.8,,1518.0,15.18
2013-03-31,9820.61,70.4,0.06,0.0,,89.08,99.18,1.19,0.0,9731.54,593.2,158.07,100.05,3288.0,1923.32,1089.08,1364.68,159.32,-4.02,-0.02,10.1,4.9575,0.95,1.41,0.06,0.0,0.0,8.56,12.92,20.64,21.359999999999996,0.72,0.0,3,2013,,0.0,,1173.3333333333335,70.4
2013-06-30,15555.130000000001,35.75,0.03367875647668394,0.0,,45.11999999999999,55.359999999999985,0.88,0.01,15509.989999999998,656.84,653.67,91.01,3811.53,2368.9,1089.08,1442.63,-44.58999999999999,108.25999999999999,-0.030000000000000002,10.24,6.532307692307693,0.66,1.64,0.1,0.0,0.0,3.745077720207253,5.792746113989637,9.915025906735751,10.561658031088083,0.42,0.0,6,2013,,0.0,,1061.5,106.15
2013-09-30,12046.05,6.429999999999993,0.00571149404867649,0.0,,8.670000000000016,18.840000000000003,0.84,0.01,12037.39,473.57,604.58,86.19,2619.85,1172.72,1089.08,1447.12,-171.38,-11.86999999999999,-0.03,10.170000000000002,36.76796267496116,0.63,0.81,0.1,0.0,0.0,0.9823769763723563,1.2725208740451222,1.7774169479481239,1.8916468289216535,0.3,0.0,9,2013,,0.0,,1125.8,112.58
2013-12-31,13258.18,-68.42,-0.06197463768115942,0.0,,-68.29,-58.099999999999994,1.22,0.01,13326.470000000001,496.11,121.23,82.22,2116.77,743.48,1089.08,1373.29,29.33,-6.760000000000005,-0.020000000000000004,10.190000000000001,-4.921368021046477,0.97,0.54,0.04,0.0,0.0,-12.95269927536232,-19.150163043478262,-19.955833333333334,-20.63755434782609,0.09,0.0,12,2013,,0.0,,1104.0,44.16
2014-03-31,8546.64,-16.62,-0.02,0.03,,-15.94,-6.19,0.88,0.0,8562.59,532.91,219.37,73.58,2207.61,851.24,1089.08,1356.37,36.98,0.97,-0.03,9.75,-11.0,0.71,0.63,-0.02,0.03,-1.25,-3.0,-2.32,-4.92,-4.88,-0.19,0.0,3,2014,,24.93,,831.0,-16.62
2014-06-30,6394.27,9.790000000000001,0.014333821376281114,-0.006500732064421671,,14.959999999999999,24.75,0.92,0.0,6379.299999999999,418.52,390.92,64.83,2474.96,1135.0,1089.08,1339.96,-227.98,1.7700000000000002,111.82000000000001,9.79,16.04596527068437,0.75,0.85,-0.01,0.03,-2.5,1.6053879941434848,0.17200585651537337,2.924099560761347,2.8094289897510984,-0.05,0.0,6,2014,,-4.440000000000001,,683.0,-6.83
2014-09-30,7346.610000000001,21.07,0.014796348314606743,0.015610955056179775,,27.73,37.379999999999995,0.95,0.0,7318.880000000001,603.19,843.8,53.67,3213.19,1845.43,1089.08,1367.76,143.05,1.5699999999999994,40.05999999999999,9.650000000000002,16.05125771238728,0.76,1.35,0.01,0.03,2.5,2.6041573033707865,5.445056179775281,6.155280898876405,5.977724719101123,0.06,0.0,9,2014,,22.23,,1424.0,14.24
2014-12-31,12789.310000000001,19.71,0.017416789396170838,-0.007749631811487478,,26.159999999999997,34.650000000000006,0.92,0.57,12763.149999999998,584.93,215.06,46.16,2274.66,886.33,1089.08,1388.33,211.0,-50.32,-178.94,8.489999999999998,13.207083967529176,0.72,0.64,0.03,0.03,0.83,3.4601354933726065,5.59659499263623,5.689484536082474,5.712706921944035,0.1,0.0,12,2014,,-8.769999999999996,,1131.6666666666667,33.95
2015-03-31,10154.02,9.79,0.01,0.0,,14.28,21.97,0.93,0.0,10139.75,526.89,746.08,39.83,2863.94,1470.13,1089.08,1393.8,-235.79,-1.24,178.99,7.69,23.25,0.73,1.05,0.01,0.0,0.0,1.36,2.24,2.8,2.8400000000000003,0.1,0.0,3,2015,,0.0,,978.9999999999999,9.79
2015-06-30,6182.98,-9.489999999999998,-0.0,,,-11.91,-4.809999999999999,0.9,0.0,6194.879999999999,647.31,540.8,34.28,2810.67,1427.0,1089.08,1383.67,-29.22999999999999,-0.8899999999999999,150.52999999999997,7.099999999999999,-0.0,0.71,1.03,0.0,0.0,0.0,-1.2653333333333332,-11.387999999999998,-2.5306666666666664,-2.5306666666666664,0.0,0.0,6,2015,,,,inf,0.3
2015-09-30,7420.290000000001,10.85,0.009730941704035875,,,13.23,19.99,0.81,0.0,7407.0700000000015,456.9,969.46,29.56,3057.96,1664.04,1089.08,1393.92,-136.52000000000004,-3.34,-50.539999999999964,6.760000000000002,20.809907834101384,0.63,1.19,0.01,0.0,0.0,1.4012556053811656,1.9461883408071747,3.1139013452914797,3.1528251121076236,0.05,0.0,9,2015,,,,1115.0,11.15
2015-12-31,10156.75,0.5899999999999999,0.0005025553662691651,0.0,,2.8100000000000005,8.61,0.75,0.0,10153.939999999999,385.22,850.89,32.69,2459.33,1071.55,1089.08,1387.78,216.99,-9.68,-279.0,5.800000000000001,373.09322033898314,0.59,0.77,0.01,0.0,0.0,0.0964906303236797,0.1567972742759795,0.17086882453151614,0.17086882453151614,0.03,0.0,12,2015,,0.0,,1174.0,11.74
2016-03-31,16600.89,11.36,0.01,0.02,,14.4,19.38,0.77,0.0,16586.49,375.45,1147.46,34.75,3158.86,1758.56,1089.08,1400.3,-131.81,-6.96,129.0,4.98,19.25,0.6,1.26,0.01,0.02,2.0,1.44,1.92,3.2399999999999998,3.2399999999999998,0.07,0.0,3,2016,,22.72,,1136.0,11.36
2016-06-30,16978.03,2.08,0.0015476190476190477,0.0030952380952380953,,3.5600000000000005,8.05,0.76,0.0,16974.469999999998,341.65,722.32,31.28,2652.01,1269.75,1089.08,1382.26,117.14,0.2699999999999996,-151.21,4.49,122.76923076923076,0.6,0.92,0.01,0.02,2.0,0.3157142857142858,0.40857142857142864,0.6004761904761906,0.6004761904761906,0.04,0.0,6,2016,,4.16,,1344.0,13.44
2016-09-30,13520.950000000004,21.510000000000005,0.01846351931330472,-0.0030729613733905528,,26.339999999999996,30.22,0.74,0.0,13494.61,414.72,643.36,34.54,2742.44,1335.69,1089.08,1406.75,80.33,-7.28,0.010000000000001563,3.879999999999999,10.021112273361226,0.57,0.95,0.03,0.02,0.67,3.126489270386267,3.766557939914164,6.105270386266095,6.154506437768241,0.07,0.0,9,2016,,-3.5799999999999947,,1165.0000000000002,34.95
2016-12-31,9499.11,5.799999999999997,0.005693251533742329,-0.0028711656441717834,,7.68,11.830000000000005,0.8,0.0,9491.43,417.17,661.07,33.36,2778.89,1366.59,1089.08,1412.3,4.340000000000003,-2.7200000000000006,0.8399999999999999,4.15,35.1293103448276,0.62,0.97,0.04,0.02,0.5,0.8369079754601222,1.127263803680981,1.645349693251533,1.656736196319018,0.07,0.0,12,2016,,-2.9250000000000043,,1018.75,40.75
2017-03-31,11091.99,-0.29,0.0,,,0.65,4.14,0.82,0.0,11091.34,383.88,568.83,30.61,2597.99,1187.23,1089.08,1410.76,-27.08,-6.21,0.0,3.49,0.0,0.63,0.84,0.0,0.03,0.0,-0.04000000000000001,0.08000000000000002,-0.08000000000000002,-0.08000000000000002,-0.0,0.0,3,2017,,-inf,,-inf,-0.29
2017-06-30,15042.660000000002,5.81,0.010525362318840579,inf,,7.66,10.649999999999999,0.78,0.42,15034.990000000002,715.06,973.7,29.99,3269.91,1884.99,1089.08,1384.92,176.73000000000002,6.47,147.98,2.99,18.52667814113597,0.61,1.36,0.01,0.03,3.0,0.7157246376811595,1.178840579710145,1.684057971014493,1.684057971014493,0.02,0.0,6,2017,,inf,,552.0,5.52
2017-09-30,17019.15,3.8000000000000007,0.004077253218884121,0.01223175965665236,,5.67,8.75,0.8,0.44,17013.489999999998,577.44,954.13,31.43,3315.39,1927.25,1089.08,1388.15,-155.61,18.99,-1.0,3.08,49.05263157894736,0.63,1.39,0.01,0.03,3.0,0.4566523605150216,0.7502145922746782,1.0927038626609444,1.0927038626609444,0.02,0.0,9,2017,,11.399999999999999,,932.0,9.32
