,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,total_asset,total_liability,cash_flow_operation,cash_flow_financing,DPS,month,year,EPS,cash_flow_investment,depreciation,dividend,P/E,ROA%,ROAA%,ROE%,ROAE%,ROCE%,number_of_shares,return_old
2013-06-30,685.9699999999999,,,,,,,18.4,131.16999999999996,-8.809999999999999,154.02,0.0,19082.26,1495.37,505.68000000000006,-502.56000000000006,0.58,6,2013,,,,,,,,,,,,
2013-09-30,670.6600000000001,,,,,,,16.0,137.02000000000004,-9.66,654.07,0.0,19314.22,1501.92,1038.27,-538.2199999999999,0.9,9,2013,,,,,,,,,,,,
2013-12-31,694.2499999999998,,,,,,,15.7,154.70999999999998,-20.6,351.33,0.0,19779.69,1953.13,250.49000000000024,-553.2200000000003,1.52,12,2013,,,,,,,,,,,,
2014-03-31,699.56,,,,,,,15.4,135.58,-9.66,203.49,0.0,20083.52,1405.75,378.06,-525.9,0.0,3,2014,,,,,,,,,,,,
2014-06-30,830.6500000000001,,,,,,,16.6,149.74999999999997,-10.879999999999999,226.71,0.0,30759.47,3259.75,-9598.14,9621.359999999999,0.41,6,2014,,,,,,,,,,,,
2014-09-30,884.4299999999998,,,,,,,16.5,157.29000000000002,-6.780000000000001,207.36,0.0,30988.26,3257.63,584.6499999999996,-604.0099999999984,0.68,9,2014,,,,,,,,,,,,
2014-12-31,894.77,,,,,,,16.1,183.23000000000002,-19.17,303.55,0.0,30991.34,3301.15,810.8200000000006,-714.630000000001,1.01,12,2014,,,,,,,,,,,,
2015-03-31,870.36,,,,,,,16.1,180.9,-13.13,413.09,0.0,31901.44,3285.63,817.53,-707.99,0.32,3,2015,,,,,,,,,,,,
2015-06-30,767.4699999999999,,,,,,,16.7,151.23999999999998,-9.609999999999998,235.72,0.0,31937.96,3260.54,493.24,-670.5999999999999,0.62,6,2015,,,,,,,,,,,,
2015-09-30,717.6199999999999,,,,,,,17.2,150.72000000000003,-8.46,197.67,0.0,32297.66,3286.3,524.3399999999999,-562.4000000000001,0.87,9,2015,,,,,,,,,,,,
2015-12-31,780.1700000000001,,,,,,,17.1,230.97000000000003,-18.279999999999998,431.15,0.0,32783.93,3541.72,739.47,-505.99,1.1,12,2015,,,,,,,,,,,,
2016-03-31,854.98,,,,,,,19.0,166.09,-14.59,526.57,0.0,33088.66,3571.03,614.68,-519.26,0.23,3,2016,,,,,,,,,,,,
2016-06-30,875.98,,,,,,,19.9,181.97,-21.970000000000002,259.16,0.0,33257.08,3515.4,358.70000000000005,-626.1200000000001,0.51,6,2016,,,,,,,,,,,,
2016-09-30,888.4000000000001,,,,,,,20.6,163.19,-6.049999999999997,287.6,0.0,33496.8,3507.64,649.68,-621.2299999999998,0.78,9,2016,,,,,,,,,,,,
2016-12-31,911.3599999999997,,,,,,,19.5,188.69000000000005,-22.189999999999998,464.64,0.0,33603.83,3611.22,884.5700000000002,-707.53,1.09,12,2016,,,,,,,,,,,,
2017-03-31,902.27,,,,,,,19.1,176.48,-17.88,339.68,0.0,33110.22,3588.93,544.94,-669.91,0.29,3,2017,,,,,,,,,,,,
2017-06-30,853.44,,,,,,,18.2,181.96,-16.62,236.49,0.0,33697.63,3593.24,566.73,-669.91,0.59,6,2017,,,,,,,,,,,,
2017-09-30,833.4299999999998,,,,,,,21.6,169.09999999999997,-17.07,273.36,0.0,33772.38,3632.91,543.9199999999998,-507.04999999999995,0.85,9,2017,,,,,,,,,,,,
