,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,TIE,month,year,operating_profit,depreciation,dividend,ROCE%,number_of_shares,return_old
2006-06-30,65.67,1.4600000000000004,0.09491395793499047,0.1775183657039348,,1.4600000000000004,1.4600000000000004,13.9,5.78,31.68,168.88,0.0,512.8,1211.18,619.49,200.0,591.68,22.97,-20.3,-3.3100000000000023,36.60999999999999,4.7,1.05,0.34,0.5,1.47,0.4801529636711282,0.49131931166348,0.98263862332696,1.1389674952198856,3.99,0.0,6,2006,,,2.730650154798762,,15.382352941176471,5.23
2006-09-30,64.63999999999999,-14.620000000000001,-0.8563365282215122,0.04950510555659966,,-14.620000000000001,-14.620000000000001,12.6,7.58,29.529999999999994,168.72,0.0,506.86,1140.36,553.44,200.0,586.92,-4.140000000000001,-2.5599999999999987,6.550000000000001,-3.678606361149111,4.29,0.94,-0.55,0.5,-0.91,-5.106879659211928,-5.169158679446219,-9.964643237486689,-10.961107561235357,-4.8,0.0,9,2006,,,0.8451871657754015,,17.072727272727274,-9.39
2006-12-31,70.65000000000003,25.91,1.4586138014527847,0.019441998679286733,,26.96,26.96,12.2,2.69,34.78,170.42,0.0,502.74,1120.67,538.76,200.0,581.91,4.300000000000004,22.13,-24.74,2.091300656117329,4.19,0.93,0.93,0.5,0.54,9.222203389830508,9.59861985472155,17.817046004842613,18.569878934624697,6.21,0.0,12,2006,,,0.34535679374388906,,17.763440860215052,16.52
2007-03-31,57.59,-2.15,-0.11000000000000001,0.0,,-2.15,-2.15,12.2,4.69,31.59,168.2,0.0,496.53,1091.43,523.82,200.0,567.61,15.92,-2.52,-15.49,-27.7275,4.3,0.92,-0.11,0.0,0.0,-0.8,-0.76,-1.52,-1.52,-3.73,0.0,3,2007,,,0.0,,19.545454545454543,-2.15
2007-06-30,55.31999999999999,5.43,0.2648780487804878,0.5,,8.87,8.87,11.5,7.38,32.22,170.68,0.0,490.5,1174.79,581.02,200.0,593.76,34.05,0.6599999999999999,-32.07,10.854806629834254,3.87,0.98,0.16,0.5,3.13,1.8541463414634147,3.7082926829268295,3.6420731707317073,3.6420731707317073,2.9,0.0,6,2007,,,10.25,,20.5,3.28
2007-09-30,52.78,18.66,0.9355515041020966,-0.013901549680948044,,23.18,23.18,13.4,3.86,30.090000000000003,166.96,0.0,484.65,1106.83,496.21,200.0,610.62,-3.6199999999999974,24.12,-22.909999999999997,3.58024115755627,4.39,0.81,1.1,0.5,0.45,6.735970829535095,9.049334548769371,12.213199635369188,12.45134001823154,13.24,0.0,9,2007,,,-0.27727272727272734,,19.945454545454545,21.94
2007-12-31,55.58000000000001,1.0,0.05013077593722754,5.944360783078217e-05,,5.43,5.43,10.3,0.0,41.66,168.56,0.0,479.13,1090.42,506.29,200.0,584.13,24.169999999999995,6.239999999999998,-28.799999999999997,51.38560000000001,3.53,0.87,1.15,0.5,0.43,0.36617262423714037,0.5579773321708805,0.6852659110723627,0.6852659110723627,10.37,0.0,12,2007,,,0.0011857707509896898,,19.947826086956525,22.94
2008-03-31,57.98,6.66,0.33,0.7,,9.79,9.79,14.8,0.07,29.6,168.19,0.0,474.18,1051.16,475.96,200.0,575.2,28.92,2.32,-31.62,11.2125,5.15,0.83,0.33,0.7,2.12,2.52,3.64,4.64,4.68,11.49,0.0,3,2008,,,14.127272727272725,,20.18181818181818,6.66
2008-06-30,53.50000000000001,3.5600000000000005,0.1776516634050881,-0.004981320049813191,,6.91,6.91,12.5,3.03,32.87,167.41,0.0,468.81,1054.79,521.92,200.0,532.87,26.64,-15.030000000000001,-12.379999999999999,17.59074438202247,4.69,0.98,0.51,0.7,1.37,1.3515459882583172,2.0900195694716244,2.675225048923679,2.521956947162427,9.17,0.0,6,2008,,,-0.09982174688057022,,20.03921568627451,10.22
2008-09-30,59.36999999999999,6.639999999999999,0.3308185053380782,0.0011234386993232742,,6.59,6.59,10.2,0.68,30.17,167.29,0.0,464.28,960.99,440.39,200.0,520.6,8.819999999999993,-1.4099999999999984,-7.520000000000003,7.706340361445784,3.92,0.85,0.84,0.7,0.83,2.7568208778173187,3.5444839857651242,5.1040569395017785,4.69447212336892,9.87,0.0,9,2008,,,0.02254901960784572,,20.071428571428573,16.86
2008-12-31,59.84,5.949999999999999,0.29736957474791753,-0.002192021043402079,,10.980000000000004,10.980000000000004,11.0,1.28,35.480000000000004,168.04,0.0,458.45,954.48,484.3,200.0,470.18,13.02000000000001,5.359999999999999,-17.639999999999993,9.248592436974791,4.68,1.03,1.14,0.7,0.61,2.49373081981587,3.4953967558088554,5.060499780797895,4.517930732135028,9.89,0.0,12,2008,,,-0.043859649122808264,,20.00877192982456,22.81
2009-03-31,60.44,9.82,0.49,0.7,,14.07,14.07,10.5,1.46,29.25,169.69,0.0,452.61,897.54,437.0,200.0,460.54,39.04,0.06,-37.45,5.3575,4.56,0.95,0.49,0.7,1.43,4.36,5.76,8.52,7.6,16.25,0.0,3,2009,,,14.028571428571428,,20.040816326530614,9.82
2009-06-30,58.379999999999995,1.1799999999999997,0.05899999999999998,-0.0014285714285714236,,4.23,4.23,11.0,0.86,32.56,168.96,0.0,446.52,997.6,502.58,200.0,495.02,30.580000000000005,8.9,-40.209999999999994,46.61016949152543,4.44,1.02,0.55,0.7,1.27,0.4719999999999999,0.7637818181818181,0.9525818181818181,0.9182545454545452,9.26,6.91,6,2009,,,-0.02857142857142847,,20.0,11.0
2009-09-30,64.06,10.93,0.5482444140446877,-0.002234382124943107,,14.010000000000002,14.010000000000002,12.3,1.41,33.53,168.79,0.0,440.44,967.54,420.72,200.0,546.82,3.489999999999995,6.02,-9.680000000000007,5.607900274473924,4.5,0.77,1.1,0.7,0.64,4.525508435932513,6.6786137710898315,7.99440036479708,8.19376196990424,11.99,9.91,9,2009,,,-0.044545454545456664,,19.936363636363634,21.93
2009-12-31,71.07,3.1099999999999994,0.15525159744408942,0.0033419256462388167,,6.039999999999999,6.039999999999999,12.0,0.7,46.129999999999995,171.31,0.0,433.75,976.47,430.27,200.0,546.2,11.659999999999997,3.169999999999998,-12.319999999999993,19.323472668810293,4.39,0.79,1.25,0.7,0.56,1.2718210862619808,1.9723162939297123,2.2753674121405747,2.4492492012779548,9.86,10.42,12,2009,,,0.06694545454545597,,20.032,25.04
2010-03-31,86.44,6.94,0.35000000000000003,0.75,,16.01,16.01,15.0,1.1,30.1,185.61,0.0,427.79,1070.37,512.34,200.0,558.02,25.08,-15.96,-11.81,10.715,5.38,0.92,0.35,0.75,2.14,2.6,6.52,4.96,5.44,8.03,66.71,3,2010,,,14.871428571428572,,19.82857142857143,6.94
2010-06-30,98.57,11.759999999999998,0.584855614973262,0.010404889228418505,,15.919999999999998,15.919999999999998,12.7,2.28,33.46,203.81,0.0,422.5,1139.41,584.86,200.0,554.54,63.400000000000006,-0.7899999999999991,-44.41,5.4303146258503405,4.58,1.05,0.93,0.75,0.81,4.125433155080213,7.521368983957219,8.47726203208556,8.955208556149731,10.11,91.23,6,2010,,,0.2092165898617484,,20.10752688172043,18.7
2010-09-30,166.67000000000002,3.530000000000001,0.17626180836707162,-0.0030146706717164916,,2.039999999999999,2.039999999999999,15.2,6.01,34.42,207.41,0.0,417.7,1080.21,506.06,200.0,574.15,3.280000000000001,-1.8399999999999999,-4.859999999999999,21.553024079320103,5.29,0.88,1.11,0.75,0.68,1.30846603688709,2.1087899235267664,2.4581376518218634,2.52165542060279,0.0,91.81,9,2010,,,-0.06037489102005189,,20.027027027027025,22.23
2010-12-31,131.20999999999998,5.809999999999999,0.2900855920114122,5.783244014355848e-05,,11.800000000000004,11.800000000000004,16.2,2.97,46.02999999999999,203.38,0.0,413.13,1098.74,491.79,200.0,606.95,7.22999999999999,-5.93,-0.3100000000000023,13.959672977624788,5.34,0.81,1.4,0.75,0.54,2.1134807417974315,3.6550784593437937,3.829129814550641,4.0280456490727525,0.0,120.45,12,2010,,,0.0011583011583038427,,20.02857142857143,28.04
2011-03-31,129.87,23.47,1.17,0.8,,38.33,38.33,15.6,-6.04,14.55,70.06,0.0,407.56,1205.25,583.55,200.0,621.71,40.88,3.06,1.74,3.3325,5.02,0.94,1.17,0.8,0.68,7.8,13.48,15.119999999999997,15.920000000000002,0.0,3833.0,3,2011,,,16.047863247863248,,20.05982905982906,23.47
2011-06-30,134.94,10.230000000000004,0.5130178041543029,-0.004774151005604926,,15.980000000000004,15.980000000000004,17.0,0.0,-14.55,106.73,0.0,412.16,1452.74,839.6,200.0,613.14,30.93999999999999,22.580000000000002,-16.849999999999998,8.284995112414466,5.55,1.37,1.69,0.8,0.47,2.8170445103857573,5.087679525222554,6.6783382789317525,7.006183976261129,0.0,417.77,6,2011,,,-0.09520052596975503,,19.940828402366865,33.7
2011-09-30,129.49,-8.710000000000004,-0.4356742697078834,0.0020476829785167202,,-3.3000000000000043,-3.3000000000000043,17.9,0.0,0.0,127.68,0.0,405.69,1408.17,835.44,200.0,572.72,2.700000000000003,20.18,-1.9400000000000013,-10.27143513203214,6.25,1.46,1.25,0.8,0.64,-2.467659063625452,-5.71604641856743,-6.07852741096439,-6.07852741096439,0.0,212.54,9,2011,,,0.04093727810650627,,19.991999999999997,24.99
2011-12-31,133.90000000000003,-19.13,-0.9467064846416381,0.008507849829351693,,-31.65,-31.65,16.0,0.0,0.0,89.11,0.0,460.89,2116.1,1532.37,200.0,583.73,-45.14,6.729999999999997,-0.14999999999999858,-4.224989545216937,5.48,2.63,0.29,0.8,2.76,-3.656245733788396,-15.669624573378838,-13.058020477815697,-12.796860068259384,0.0,60.5,12,2011,,,0.17191724137931352,,20.20689655172414,5.86
2012-03-31,165.35,22.04,1.1,0.0,,31.49,31.49,14.9,0.0,0.0,124.54,0.0,454.35,2094.6,1510.69,200.0,583.92,-10.77,46.28,-0.08,3.3875,5.1,2.59,1.1,0.0,0.0,4.2,7.639999999999999,15.08,14.64,0.0,393.63,3,2012,,,0.0,,20.036363636363635,22.04
2012-06-30,144.63000000000002,-11.879999999999999,-0.5963385826771653,0.0,,-18.54,-18.54,14.9,0.0,0.0,84.25,0.0,448.28,2202.13,1655.02,200.0,547.11,-49.879999999999995,9.659999999999997,-0.06999999999999999,-6.247373737373738,5.45,3.03,0.51,0.0,0.0,-2.151496062992126,-3.320787401574803,-8.699527559055118,-8.185039370078739,0.0,86.33,6,2012,,,0.0,,19.92156862745098,10.16
2012-09-30,187.43,3.4299999999999997,0.17162619573215598,0.0,,10.030000000000001,10.030000000000001,16.0,0.0,41.04,243.08,0.0,443.2,2223.48,1647.43,200.0,576.05,175.06,-16.159999999999997,-0.07,23.30704810495627,5.56,2.86,0.68,0.0,0.0,0.6158351729212657,1.28214863870493,2.3825754231052243,2.392671081677704,0.0,104.45,9,2012,,,0.0,,19.985294117647058,13.59
2012-12-31,227.8,-77.9,-3.900450940755715,0.0,,-72.66,-72.66,16.1,0.0,13.910000000000004,47.18,0.0,436.8,1811.13,1315.66,200.0,495.47,-142.60999999999999,-53.29,0.0,-1.0319319640564826,6.5,2.66,-3.22,0.0,0.0,-17.200746384699112,-12.25856009951796,-62.89174311926606,-57.75574560721505,0.0,-225.82,12,2012,,,0.0,,19.972049689440993,-64.31
2013-03-31,175.34,18.06,0.8999999999999999,0.0,,30.49,30.49,15.3,0.0,13.91,115.69,0.0,430.58,1876.08,1333.11,200.0,542.97,30.8,37.77,-0.05,4.25,5.64,2.46,0.9,0.0,0.0,3.84,6.16,13.32,12.84,0.0,609.8,3,2013,,,0.0,,20.066666666666666,18.06
2013-06-30,140.23,-2.719999999999999,-0.1365319426336375,0.0,,-0.6999999999999993,-0.6999999999999993,16.4,0.0,14.649999999999999,146.17,0.0,424.16,1870.05,1343.61,200.0,526.44,4.859999999999996,25.639999999999993,-0.03,-30.031433823529426,6.23,2.55,0.77,0.0,0.0,-0.5815906127770533,-1.0355149934810948,-2.063937418513689,-2.0284745762711855,0.0,372.38,6,2013,,,0.0,,19.92207792207792,15.34
2013-09-30,160.89,28.91,1.4438666666666666,0.0,,36.21,36.21,14.7,0.0,14.120000000000001,124.5,0.0,418.26,1630.07,1077.36,200.0,552.71,-30.15,8.52000000000001,-0.03,2.544642857142857,5.32,1.95,2.21,0.0,0.0,7.082133333333333,8.963733333333334,20.9328,20.488533333333333,0.0,600.0,9,2013,,,0.0,,20.02262443438914,44.25
2013-12-31,116.56,-13.399999999999999,-0.6689141004862236,0.0,,-13.549999999999997,-13.549999999999997,16.1,0.0,14.11,105.9,0.0,260.01,1526.1,988.97,200.0,537.13,14.110000000000001,-32.720000000000006,0.0,-6.014598880597015,5.99,1.84,1.54,0.0,0.0,-3.509627228525121,-5.455559157212317,-9.972901134521878,-10.389886547811994,0.0,476.82,12,2013,,,0.0,,20.032467532467532,30.85
2014-03-31,130.46,22.67,1.13,0.8,,28.14,28.14,16.0,0.0,13.61,81.53,0.0,257.78,1625.44,1060.71,200.0,564.72,16.46,-40.82,-0.01,3.54,5.67,1.88,1.13,0.8,0.71,5.56,6.44,16.04,16.36,0.0,2814.0,3,2014,,,16.049557522123898,,20.06194690265487,22.67
2014-06-30,132.4,11.829999999999998,0.5932144927536231,-0.004803898935488149,,14.82,14.82,16.1,0.0,14.36,131.03,0.0,255.76,1742.93,1175.31,200.0,567.62,33.71,31.78,-16.0,6.787721893491125,5.67,2.07,1.73,0.8,0.46,2.71575652173913,3.26439420289855,8.339292753623187,8.654759420289853,0.0,4296.0,6,2014,,,-0.0958002966903706,,19.942196531791907,34.5
2014-09-30,127.28999999999996,15.229999999999997,0.7625718881962598,0.0011893124606980575,,18.58,18.58,22.0,0.0,14.36,69.93,0.0,253.58,1617.76,1020.73,200.0,597.03,-6.310000000000002,-54.78,0.0,7.216237688772161,7.37,1.71,2.49,0.8,0.32,3.7607963000201075,4.642807158656745,10.204375628393322,10.596380454454051,0.0,6154.0,9,2014,,,0.023752814727114213,,19.9718875502008,49.73
2014-12-31,114.57000000000005,10.790000000000006,0.5402131526768013,6.848278772744424e-05,,14.690000000000005,14.690000000000005,20.2,0.0,14.530000000000001,84.39,0.0,251.31,1481.29,881.17,200.0,600.12,7.609999999999999,6.850000000000001,0.0,9.352835959221496,6.73,1.47,3.03,0.8,0.26,2.9167944481163266,3.615684071381364,7.188578982154664,7.587944481163255,0.0,7623.0,12,2014,,,0.0013678476281402396,,19.973597359735976,60.52
2015-06-30,-220.49,-26.630000000000003,-1.3279640011802891,-0.3968221785294493,,-35.7,-35.7,20.2,0.0,-28.29,124.58,0.0,247.35,1633.33,963.97,200.0,669.36,92.57,-38.879999999999995,8.010000000000002,-3.8019667668043557,6.04,1.44,1.69,0.4,0.24,-6.506237828267926,-7.543464148716436,-15.90413691354382,-17.224243139569197,0.0,0.0,6,2015,,,-7.957576112640851,,20.053254437869825,33.89
2015-09-30,158.27999999999997,-0.9699999999999989,-0.04861786148238147,-0.0020397305283743872,,-0.6600000000000037,-0.6600000000000037,20.2,0.0,14.649999999999999,50.79,0.0,282.09,1640.03,963.63,200.0,676.4,-29.36999999999999,-44.43000000000001,0.0,-103.85072164948467,5.97,1.42,1.65,0.4,0.24,-0.23690157958687696,-0.2887606318347506,-0.5739854191980551,-0.6093438639125145,0.0,0.0,9,2015,,,-0.0406957145418696,,19.951515151515153,32.92
2015-12-31,182.51,-12.380000000000003,-0.6208081791626097,-0.00019592222123872362,,-13.899999999999999,-13.899999999999999,20.2,0.0,-43.22,60.59,0.0,281.11,1568.4,903.89,200.0,664.52,3.469999999999999,22.89,0.0,-8.1338731825525,6.08,1.36,1.03,0.4,0.39,-3.158286270691335,-4.098539435248297,-7.449698149951316,-7.835443037974685,0.0,0.0,12,2015,,,-0.003907031479847944,,19.941747572815533,20.54
2016-03-31,182.42,3.28,0.16,0.0,,4.37,4.37,20.2,0.0,0.0,92.93,38.34,281.1,1542.84,855.62,200.0,687.22,35.64,-3.3,0.0,31.5625,5.88,1.25,0.16,0.0,0.0,0.84,0.0,1.9199999999999997,0.0,0.0,0.0,3,2016,,,0.0,,20.5,3.28
2016-06-30,190.02,14.58,0.48980963045912657,0.0,,18.349999999999998,18.349999999999998,20.2,0.0,0.0,140.23,32.06,279.46,1794.35,1125.77,300.0,668.58,67.44,-0.14000000000000012,-20.0,10.311148834019205,9.06,1.68,0.6,0.0,0.0,3.265397536394177,4.342978723404256,8.718611422172453,8.718611422172453,0.0,0.0,6,2016,,,0.0,,29.766666666666666,17.86
2016-09-30,198.41000000000003,7.530000000000001,0.2520874359984246,0.0,,9.300000000000004,9.300000000000004,20.2,0.0,0.0,173.96,26.33,277.86,1651.35,971.71,300.0,679.64,33.92,-0.18999999999999995,0.0,20.028764940239043,8.92,1.43,0.85,0.0,0.0,1.8268924773532889,2.3132729421031906,4.436738873572273,4.436738873572273,0.0,0.0,9,2016,,,0.0,,29.870588235294118,25.39
2016-12-31,195.10000000000002,-17.6,-0.5874197689345315,0.0,,-21.820000000000004,-21.820000000000004,20.2,0.0,0.0,126.06,28.98,276.09,1512.83,853.16,300.0,659.67,-48.39,0.48999999999999977,0.0,-8.596663352272726,9.19,1.29,0.26,0.0,0.0,-4.6089858793324785,-5.96456996148909,-10.66392811296534,-10.66392811296534,0.0,0.0,12,2016,,,0.0,,29.96153846153846,7.79
