,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2013-03-31,817.54,60.64,0.14,0.4000000000000001,-54.93,75.97,456.98,6.05,0.0,56.75,-54.93,43.21,2026.07,0.0,8332.34,10667.12,0.0,0.0,0.0,0.0,0.0,8545.79,447.37,2121.33,-245.68,0.98,205.02,381.01,10.8025,1.28,4.03,0.14,0.4,2.86,2.28,3.08,11.44,11.64,0.0,0.0,0.0,0.7,0.0,0.0,3,2013,173.25714285714287,433.1428571428571,60.64
2013-06-30,2284.61,51.3,0.11457030552081472,0.013058015773756357,284.01,60.21000000000001,458.24,5.5,0.0,1235.92,284.01,68.62,2134.08,0.0,8820.36,11312.07,0.0,0.0,0.0,0.0,0.0,9318.38,447.37,1993.69,-429.14000000000004,4.199999999999999,450.35,398.03,12.001364522417154,1.23,4.67,0.25,0.4,1.6,1.8147936394497053,2.3830623548329464,10.28383062354833,10.412149365731642,0.0,0.0,0.0,0.86,0.0,0.0,6,2013,5.8468571428571465,447.76,111.94
2013-09-30,1723.9500000000003,46.129999999999995,0.10214145631682164,0.003426330106914683,112.14000000000001,57.78999999999999,482.98,4.96,0.0,733.8299999999999,112.14000000000001,40.24,493.83,0.0,9309.34,11946.54,0.0,0.0,0.0,0.0,0.0,9906.72,447.37,2039.81,-689.5199999999999,43.06,618.07,425.19000000000005,12.138802839800565,1.09,4.86,0.35,0.4,1.14,1.5408768267223383,2.054502435629784,9.046814702347062,9.116854558107168,0.0,0.0,0.0,0.73,0.0,0.0,9,2013,1.5474285714285827,451.62857142857143,158.07
2013-12-31,1666.8899999999994,47.02000000000001,0.10546199229606516,-0.00518629451878273,118.80999999999995,58.83000000000001,478.98,4.74,0.0,699.3800000000001,118.80999999999995,64.35,520.58,0.0,9330.26,12029.37,0.0,0.0,0.0,0.0,0.0,9942.55,447.37,2086.83,150.89999999999986,10.729999999999997,-137.51999999999998,420.1500000000001,11.231534453424073,1.02,4.76,0.46,0.4,0.87,1.5590033643766152,2.0633868057925793,9.014707689307135,9.069731337461604,0.0,0.0,0.0,0.79,0.0,0.0,12,2013,-2.3122981366459783,445.8478260869565,205.09
2014-03-31,845.48,41.28,0.09,0.28,-58.91,52.59,466.97,4.4,0.0,58.93,-58.91,40.65,2124.82,0.0,9718.97,12458.78,0.0,0.0,0.0,0.0,0.0,10330.67,447.37,2128.11,-317.71,1.41,292.6,414.38,12.2225,0.92,4.85,0.09,0.28,3.11,1.32,1.8,7.760000000000001,7.760000000000001,0.0,0.0,0.0,0.48,0.0,0.0,3,2014,128.42666666666668,458.6666666666667,41.28
2014-06-30,2827.83,15.46,0.03542121959816708,-0.01424509458348022,264.95,20.239999999999995,454.98,4.54,0.0,1543.1599999999999,264.95,49.91,418.43,0.0,9997.22,12410.34,0.0,0.0,0.0,0.0,0.0,10392.04,447.37,2018.3,78.55999999999997,11.9,-81.20000000000002,434.74,32.04011642949547,1.01,5.15,0.13,0.28,2.15,0.5013464927740571,0.6648290447655975,3.062573140641523,3.084370814240395,0.0,0.0,0.0,0.39,0.0,0.0,6,2014,-6.217435897435905,436.46153846153845,56.74
2014-09-30,1858.27,40.419999999999995,0.09152326060107038,0.0032808689869208837,122.50000000000003,50.629999999999995,502.79999999999995,4.3,0.0,795.0800000000002,122.50000000000003,38.2,409.65,0.0,10127.31,12390.77,0.0,0.0,0.0,0.0,0.0,10332.04,447.37,2058.73,103.46000000000001,18.089999999999996,-133.26,452.16999999999996,11.74837951509154,0.93,5.02,0.22,0.28,1.27,1.2979662412515438,1.6806998764923835,7.854359818855494,7.8876410045286125,0.0,0.0,0.0,0.41,0.0,0.0,9,2014,1.4489510489510593,441.6363636363636,97.16
2014-12-31,1822.1999999999998,42.96000000000001,0.09504424778761064,0.006419951729686252,128.18,53.989999999999995,514.1099999999999,3.98,0.0,768.77,128.18,23.33,189.51,0.0,10241.79,12591.46,0.0,0.0,0.0,0.0,0.0,10489.78,447.37,2101.69,-54.25,-28.419999999999998,67.8,460.1200000000001,10.469860335195529,0.85,4.99,0.31,0.28,0.9,1.361278903796746,1.765983442763346,8.179937196688554,8.204464744504712,0.0,0.0,0.0,0.45,0.0,0.0,12,2014,2.901818181818186,452.0,140.12
2015-03-31,1761.96,42.8,0.1,0.0,122.36,53.72,503.31,4.04,0.0,746.4,122.36,63.25,482.84,0.0,10250.6,12701.74,0.0,0.0,0.0,0.0,0.0,10564.91,447.37,2136.84,191.78,0.2,-152.05,449.59,10.1,0.85,4.94,0.1,0.0,0.0,1.36,1.72,8.0,8.04,0.0,0.0,0.0,0.5,0.0,0.0,3,2015,0.0,427.99999999999994,42.8
2015-06-30,1861.42,49.88000000000001,0.10763918860595599,0.17,130.70999999999998,65.84,505.33,3.46,0.0,785.91,130.70999999999998,63.76,517.49,0.0,10307.58,12873.2,0.0,0.0,0.0,0.0,0.0,10315.17,596.49,2558.03,-78.2,-0.22,78.93,439.49000000000007,8.036106655974338,0.81,4.03,0.2,0.17,0.85,1.5500043159257662,2.0451445835131636,7.793077255071213,8.718774277082435,0.0,0.0,0.0,0.66,0.0,0.0,6,2015,78.778,463.40000000000003,92.68
2015-09-30,1824.0699999999997,45.95999999999998,0.08950663589151757,0.01658064050778994,120.20999999999998,57.44,513.33,3.6,0.0,777.77,120.20999999999998,47.08,496.68,0.0,10500.9,13006.02,0.0,0.0,0.0,0.0,0.0,10402.02,596.49,2603.99,-29.89,-1.16,14.360000000000007,455.89,10.052606614447349,0.82,3.99,0.27,0.17,0.63,1.4188459319099822,1.8431736872475468,7.0544489324870145,7.889844200807845,0.0,0.0,0.0,0.6,0.0,0.0,9,2015,8.51385185185184,513.4814814814814,138.64
2015-12-31,1848.9099999999999,32.360000000000014,0.06055672514619886,0.00664682694390298,104.85000000000002,41.110000000000014,506.97,3.64,0.0,807.9700000000003,104.85000000000002,80.13,454.82,0.0,10290.47,12912.19,0.0,0.0,0.0,0.0,0.0,10272.63,596.49,2639.55,370.29,-0.24,-337.0,465.8599999999999,15.033838071693443,0.82,3.89,0.32,0.17,0.53,0.9991859649122812,1.2944000000000007,4.905094736842107,5.457674853801172,0.0,0.0,0.0,0.63,0.0,0.0,12,2015,3.5518981481481546,534.375,171.0
2016-03-31,1054.82,16.32,0.03,0.0,-59.65,21.49,473.56,3.7,33.5,60.41,-59.65,39.04,2081.79,0.0,9947.07,12411.93,0.0,0.0,0.0,0.0,0.0,9756.06,596.49,2655.87,430.77,4.66,-476.54,452.07,30.8325,0.83,3.67,0.03,0.0,0.0,0.52,0.68,2.44,2.72,0.0,0.0,0.0,0.18,0.0,0.0,3,2016,0.0,544.0,16.32
2016-06-30,2947.4700000000003,75.47999999999999,0.12333333333333332,0.17,308.99,38.760000000000005,488.67,3.42,76.52,1665.1999999999998,308.99,67.46,247.44,0.0,10088.15,12627.06,0.0,0.0,0.0,0.0,0.0,9997.11,596.49,2629.95,219.11,-2.3200000000000003,-188.35999999999996,449.91,6.932432432432433,0.78,3.8,0.15,0.17,1.13,2.400888888888889,1.5457777777777775,11.478222222222222,11.642666666666665,0.0,0.0,0.0,0.35,0.0,0.0,6,2016,104.04,612.0,91.8
2016-09-30,-856.4200000000001,55.06000000000002,0.09372872123110447,-0.007107449271414935,-430.62,37.89,499.53999999999996,3.52,127.97,-1543.34,-430.62,72.82,2337.35,0.0,10038.99,12859.95,0.0,0.0,0.0,0.0,0.0,10174.95,596.49,2685.0,-242.48000000000002,-0.04999999999999982,247.89999999999998,461.6500000000001,9.388797675263348,0.78,3.79,0.25,0.17,0.68,1.7096118752553455,1.1397412501702304,8.203137682146263,8.323110445322078,0.0,0.0,0.0,0.35,0.0,0.0,9,2016,-4.17519999999999,587.44,146.86
2016-12-31,1028.5600000000004,73.30999999999997,0.12319889176545393,0.0021752464005086744,-80.16999999999999,10.230000000000004,469.75,3.76,157.32,80.72999999999999,-80.16999999999999,77.62,2512.68,0.0,10225.57,13229.69,0.0,0.0,0.0,0.0,0.0,10477.48,596.49,2752.21,-231.57999999999998,-1.46,237.84,459.52,7.628315373073254,0.81,3.81,0.37,0.17,0.46,2.2109206522232814,1.1054603261116407,10.655039287823042,10.881458872689283,0.0,0.0,0.0,0.32,0.0,0.0,12,2016,1.2943891891891752,595.0540540540541,220.17
2017-03-31,1856.03,56.35,0.08999999999999998,0.0,73.61,38.39,468.9,4.96,0.0,836.32,73.61,72.34,346.25,0.0,9642.18,12944.56,0.0,0.0,0.0,0.0,0.0,10136.0,596.49,2808.56,388.9,0.33,-394.52,430.51,13.7775,1.05,3.61,0.09,0.0,0.0,1.76,1.2,8.04,8.24,0.0,0.0,0.0,0.38,0.0,0.0,3,2017,0.0,626.1111111111112,56.35
2017-06-30,35.72000000000003,46.54,0.07689571386918068,0.19,-200.62,29.58,457.6,4.52,10.48,-709.3100000000001,-200.62,67.19,2826.08,0.0,9525.6,12797.86,0.0,0.0,0.0,0.0,0.0,10056.09,596.49,2741.77,313.58000000000004,-0.1,-318.62,428.02,14.696202728835411,0.98,3.67,0.17,0.19,1.12,1.4474487316551656,0.9589347847215474,6.7849159296335895,6.929660802799106,0.0,0.0,0.0,0.47,0.0,0.0,6,2017,114.99470588235295,605.2352941176471,102.89
2017-09-30,1065.4699999999998,62.499999999999986,0.10581050849507224,-0.004682372858448696,-62.469999999999985,57.33,484.20000000000005,4.06,10.48,62.469999999999985,-62.469999999999985,77.22,2852.08,0.0,9724.46,13069.48,0.0,0.0,0.0,0.0,0.0,10265.21,596.49,2804.27,110.32999999999993,0.29000000000000004,-100.59000000000003,426.8700000000001,9.592620000000002,0.86,3.66,0.28,0.19,0.68,1.919704939839168,1.4662313320031437,8.918314287441802,9.114819517504081,0.0,0.0,0.0,0.51,0.0,0.0,9,2017,-2.765777310924392,590.6785714285713,165.39
