,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2002-09-30,114.64999999999998,16.020000000000003,1.281846508944028,0.0009617234083476936,26.42,21.620000000000005,25.730000000000004,30.0,0.0,93.02999999999997,19.830000000000005,91.56,19.64,15.07,130.22,281.76,412.52,31.66,0.0,52.98,0.0,52.98,125.0,359.54,16.67,-0.8700000000000001,0.0,4.109999999999999,5.849686329588015,1.04,0.15,4.16,1.5,0.36,15.530063473744953,21.84069244085401,17.82259665320254,18.993514137334106,23.886716676283903,16.09,15.75,0.0,2.46,2.17,9,2002,0.01201923076922995,12.497596153846153,51.99
2002-12-31,113.17000000000002,15.609999999999992,1.249261834319526,-0.0002661655097862844,27.450000000000003,20.939999999999998,25.010000000000005,29.0,0.0,92.23000000000002,16.75,103.29,20.94,12.84,140.58,282.84,425.82,25.57,0.0,50.01,0.0,50.01,125.0,375.81,18.78,-7.0600000000000005,0.0,4.070000000000002,5.8029468289558,0.96,0.13,5.41,1.5,0.28,14.667857988165675,20.64399408284023,16.61679881656804,17.789857988165675,22.269650887573956,15.58,15.25,0.0,2.81,2.55,12,2002,-0.0033258389023202994,12.495378927911274,67.6
2003-03-31,115.4,16.75,1.34,0.0,27.63,22.18,26.25,44.75,0.0,93.23,21.27,119.67,21.36,12.7,168.23,279.67,450.92,27.83,0.0,57.75,0.0,57.75,125.0,393.17,23.65,-1.9,0.0,4.07,8.35,1.42,0.15,1.34,0.0,0.0,14.84,20.96,17.04,18.32,22.56,14.79,14.51,0.0,2.91,2.69,3,2003,0.0,12.5,16.75
2003-06-30,130.51,20.130000000000003,1.6101816702819958,2.75,33.75,27.200000000000003,31.33,41.0,0.0,103.3,26.169999999999998,115.44,22.29,12.9,162.42,277.64,443.71,33.3,0.0,63.8,0.0,63.8,125.0,379.9,31.910000000000004,-1.77,-34.36,4.129999999999999,6.366517635370094,1.35,0.17,2.95,2.75,0.93,18.143199566160522,25.762906724511932,21.19981561822126,22.269631236442518,28.38286334056399,15.28,15.0,0.0,2.55,2.34,6,2003,34.37966101694915,12.501694915254237,36.88
2003-09-30,131.04999999999998,19.39,1.5506486582548427,0.000604681424005991,32.77,26.050000000000004,30.200000000000003,55.0,0.0,104.99999999999997,25.370000000000005,122.11,22.83,13.59,171.52,284.26,459.74,33.01,0.0,60.12,0.0,60.12,125.0,399.62,17.519999999999996,-10.85,0.0,4.15,8.86564466219701,1.72,0.15,4.5,2.75,0.61,16.87105740181269,23.84553047805225,19.407229429536166,20.42721165807713,26.023330371423494,15.2,14.93,0.0,2.85,2.63,9,2003,0.00756120527307047,12.504444444444445,56.27
2003-12-31,128.96000000000004,19.169999999999995,1.534819724284199,-0.003165724048544355,32.739999999999995,25.639999999999986,29.989999999999995,57.0,0.0,103.32000000000005,19.129999999999995,119.26,22.19,13.11,170.0,310.25,485.1,29.5,0.0,65.33,0.0,65.33,125.0,419.77,23.53,-26.38,0.0,4.35,9.287344809598332,1.7,0.16,6.04,2.75,0.46,15.80559384941675,22.55473488865323,18.265371155885465,19.271643690349944,24.475800636267227,15.19,14.91,0.0,2.6,2.4,12,2003,-0.03954010301691824,12.490066225165563,75.44
2004-03-31,125.49,16.42,1.31,0.0,27.32,21.72,26.6,57.0,0.0,103.76,19.19,141.34,21.92,13.8,186.39,323.09,514.33,28.27,0.0,78.14,0.0,78.14,125.0,436.19,24.34,-8.63,0.0,4.88,10.8775,1.63,0.18,1.31,0.0,0.0,12.76,18.0,15.040000000000001,15.84,19.92,13.35,13.08,0.0,2.39,2.21,3,2004,0.0,12.534351145038169,16.42
2004-06-30,135.7,21.18,1.6955265957446806,3.0,34.339999999999996,28.259999999999998,33.629999999999995,51.0,0.0,107.45,25.609999999999996,117.6,23.86,13.96,160.91,322.89,491.04,30.31,0.0,69.78,0.0,69.78,125.0,421.26,31.400000000000002,-17.65,-37.49,5.37,7.518224740321059,1.51,0.17,3.01,3.0,1.0,17.25944680851064,24.086617021276595,20.121,21.15746808510638,26.722851063829783,14.69,14.4,0.0,2.31,2.11,6,2004,37.47508305647841,12.49169435215947,37.6
2004-09-30,137.93,20.22,1.6191387063299896,-0.0008584322292465733,32.39,26.750000000000007,32.31000000000001,49.5,0.0,111.17999999999998,24.39,129.18,22.78,14.03,173.33,320.47,508.8,33.45,0.0,65.92,0.0,65.92,125.0,442.88,21.729999999999997,-3.789999999999999,0.0,5.5600000000000005,7.6421340257171115,1.4,0.15,4.63,3.0,0.65,15.89063991698374,22.157371151850572,18.268640608785887,19.205852646143203,24.241618817018328,14.77,14.49,0.0,2.63,2.42,9,2004,-0.010720205506487446,12.488120950323975,57.82
2004-12-31,141.24,22.279999999999994,1.7829563046192256,0.001915532150686041,35.69000000000001,29.58,34.77999999999999,50.0,0.0,111.65000000000003,26.680000000000007,152.41,20.35,14.98,202.74,318.12,532.32,31.97,0.0,64.69,0.0,64.69,125.0,467.64,27.570000000000007,-4.339999999999996,0.0,5.200000000000001,7.010547576301617,1.34,0.14,6.41,3.0,0.47,16.74476903870162,23.25353308364544,19.05899625468164,20.082596754057423,25.289607990012478,15.12,14.82,0.0,3.13,2.9,12,2004,0.023936681009352867,12.49609984399376,80.1
2005-03-31,139.58,20.62,1.65,0.0,35.91,27.8,32.99,53.0,0.0,111.79,25.04,175.22,22.28,15.07,229.1,318.77,559.39,30.71,0.0,71.07,0.0,71.07,125.0,488.32,28.98,-6.16,0.0,5.19,8.03,1.36,0.15,1.65,0.0,0.0,14.76,20.720000000000002,16.88,17.84,22.76,15.07,14.77,0.0,3.22,3.01,3,2005,0.0,12.496969696969698,20.62
2005-06-30,160.16,30.7,2.4586321122369448,3.0,49.32000000000001,40.75,46.01,54.0,0.0,119.39999999999999,37.45,171.16,27.48,15.82,227.41,316.4,554.84,34.27,0.0,73.78,0.0,73.78,125.0,481.06,37.47999999999999,-4.07,-37.49,5.259999999999999,5.491407166123779,1.4,0.15,4.11,3.0,0.73,22.133671083398283,31.36999220576773,25.531488698363212,27.230397505845673,34.097817614964924,17.47,17.12,0.0,3.08,2.87,6,2005,37.459854014598534,12.486618004866179,51.32
2005-09-30,153.83999999999997,23.839999999999996,1.9063118680149014,0.004607202930585458,38.56,31.78,37.11,70.5,0.0,122.05000000000001,28.990000000000002,188.09,27.72,19.7,250.24,314.59,576.64,35.04,0.0,70.93,0.0,70.93,125.0,505.71,20.340000000000003,-3.389999999999999,0.0,5.33,9.245247483221478,1.74,0.14,6.01,3.0,0.5,16.53194252261841,23.45937200638637,18.853773283661518,20.10984566258648,25.17219797764768,16.9,16.57,0.0,3.53,3.25,9,2005,0.05761686726502546,12.505823627287853,75.16
2005-12-31,167.49000000000007,27.85000000000001,2.2277837103193874,-0.0011063010052978065,46.08,37.239999999999995,42.32000000000001,69.5,0.0,130.26,33.33999999999999,198.06,23.36,21.58,272.13,626.18,914.4,36.8,0.0,76.45,300.0,376.45,125.0,537.96,34.46000000000001,-324.5,300.0,5.08,7.795101436265707,1.61,0.7,8.24,3.0,0.36,12.187923502572568,20.569148626346962,20.709736918745758,22.158877778856425,17.75738277837104,16.93,16.59,0.0,3.56,3.28,12,2005,-0.013830105164529982,12.50121359223301,103.01
2006-03-31,169.35,24.6,1.97,0.0,43.89,37.12,42.13,77.0,0.0,132.23,32.31,223.36,25.33,20.88,299.81,632.1,949.04,37.18,0.0,85.44,300.0,385.44,125.0,563.6,37.45,-7.87,-4.29,5.01,9.7725,1.71,0.68,1.97,0.0,0.0,10.36,19.68,17.44,18.72,17.2,14.95,14.53,0.0,3.51,3.26,3,2006,0.0,12.487309644670052,24.6
2006-06-30,184.03,29.61,2.3705478693967903,2.0,50.269999999999996,44.27,49.49999999999999,74.5,0.0,139.77,38.53999999999999,216.11,28.04,22.18,296.76,639.16,957.43,38.76,0.0,85.89,300.0,385.89,125.0,571.54,34.959999999999994,-12.329999999999998,-29.869999999999997,5.23,7.858710739614996,1.63,0.68,4.34,2.0,0.46,12.36617598229109,23.508843386828996,20.712252351964583,22.5038184836746,20.406375207526285,15.81,15.34,0.0,3.46,3.2,6,2006,24.981566820276498,12.490783410138249,54.21
2006-09-30,207.10000000000002,34.919999999999995,2.7934432850891953,0.0015867673222098766,59.77000000000001,51.510000000000005,56.84,75.0,0.0,155.57999999999998,46.870000000000005,230.14,29.54,21.88,309.51,661.29,990.79,39.77,0.0,85.83,300.0,385.83,125.0,604.96,46.400000000000006,-27.459999999999997,-4.920000000000002,5.33,6.7128264604811,1.55,0.64,7.13,2.0,0.28,14.104341972399864,26.578848872433525,23.08410636149444,25.15274318411309,23.021420397172665,16.35,15.9,0.0,3.61,3.35,9,2006,0.01983570426768111,12.50070126227209,89.13
2006-12-31,190.39,7.359999999999999,0.5888610218675511,-0.00031948895720881133,29.409999999999997,17.329999999999984,24.05000000000001,89.5,0.0,173.06,12.180000000000007,216.79,25.21,31.12,300.67,721.8,1057.73,47.78,42.0,182.08,258.82,440.9,125.0,616.83,37.55000000000001,-46.040000000000006,-4.859999999999999,6.719999999999999,37.98638247282609,1.81,0.71,7.72,2.0,0.26,2.782597160327495,4.649866307389367,4.77191004249145,5.0983770338895225,5.235676235879366,13.21,12.85,0.0,1.65,1.48,12,2006,-0.003993198119310648,12.498704663212434,96.49
2007-03-31,183.93,5.24,0.42000000000000004,0.0,24.27,11.73,20.62,86.0,0.0,172.2,7.59,172.77,30.29,31.32,263.86,738.05,1037.02,40.78,42.0,156.69,258.09,414.78,125.0,622.24,-0.82,-38.4,-4.81,8.89,51.18999999999999,1.73,0.67,0.42,0.0,0.0,2.04,4.72,3.36,3.52,5.32,2.91,2.85,0.0,1.68,1.48,3,2007,0.0,12.476190476190476,5.24
2007-06-30,194.43,12.200000000000001,0.9793577981651376,1.5000000000000002,31.81,19.21,28.459999999999997,71.5,0.0,175.22000000000003,14.27,147.29,28.89,26.22,219.86,746.52,1007.51,34.08,42.0,127.48,258.0,385.48,125.0,622.02,10.290000000000001,-12.32,-23.450000000000003,9.25,18.251245901639344,1.44,0.62,1.4,1.5,1.07,4.840825688073394,8.814220183486238,7.834862385321101,8.170642201834863,9.849541284403669,4.72,4.61,0.0,1.72,1.52,6,2007,18.68571428571429,12.457142857142859,17.44
2007-09-30,205.68999999999994,9.79,0.7837752478883585,0.0040449084518120485,33.34,18.55,28.239999999999995,68.0,0.0,187.12999999999994,15.130000000000003,165.4,31.44,23.24,239.84,743.23,1020.7,33.83,42.0,134.06,258.0,392.06,125.0,628.64,29.5,-6.920000000000002,-4.459999999999997,9.689999999999998,21.68804136874362,1.35,0.62,2.18,1.5,0.69,3.8397796547925074,7.075549026808666,6.227058391479985,6.34210796915167,8.024708042600071,4.76,4.66,0.0,1.79,1.62,9,2007,0.05052424639579911,12.490825688073393,27.23
2007-12-31,201.08000000000004,7.949999999999999,0.6350056850483229,0.0034442787029745213,30.769999999999996,14.770000000000003,24.730000000000004,59.5,0.0,186.32000000000005,10.519999999999996,112.2,28.77,24.84,190.37,751.48,974.84,34.52,43.0,127.58,215.0,342.58,125.0,632.26,15.200000000000003,-22.400000000000006,-46.0,9.96,23.420144654088055,1.18,0.54,2.81,1.5,0.53,3.263160886867538,5.712791358726549,5.025810119386014,5.089084707220011,6.851733939738487,4.58,4.48,0.0,1.49,1.3,12,2007,0.04312089849489098,12.519572953736654,35.18
2008-03-31,200.01,6.69,0.54,0.0,29.05,13.0,23.01,50.0,0.0,187.01,8.41,115.95,32.6,23.97,198.91,752.44,982.85,38.8,43.0,130.06,215.0,345.06,125.0,637.78,23.3,-15.46,-4.1,10.01,23.147500000000004,0.98,0.54,0.54,0.0,0.0,2.72,5.16,4.2,4.24,6.08,3.42,3.34,0.0,1.53,1.35,3,2008,0.0,12.38888888888889,6.69
2008-06-30,224.81,21.04,1.6844139920663541,1.0,48.769999999999996,32.06,42.42999999999999,52.0,0.0,192.75,27.62,121.77,34.98,23.88,203.25,771.54,1010.29,40.2,43.0,144.97,215.0,359.97,125.0,650.33,40.14,-17.6,-16.72,10.37,7.716689638783271,1.0,0.55,2.22,1.0,0.45,8.315845654525784,13.566361341507392,12.929015506671474,13.232513523260009,15.812246664262531,6.67,6.53,0.0,1.4,1.24,6,2008,12.49099099099099,12.49099099099099,27.73
2008-09-30,232.2,11.639999999999997,0.9313182626365251,0.0005938119984348363,45.730000000000004,22.620000000000005,33.58,51.5,0.0,209.58000000000004,18.299999999999997,119.21,38.14,24.19,206.61,777.7,1015.14,41.64,43.0,142.51,215.0,357.51,125.0,657.64,33.82000000000001,-31.980000000000004,-4.390000000000001,10.96,13.825161082474231,0.98,0.54,3.15,1.0,0.32,4.588590297180593,7.864465328930657,7.083931927863855,7.237673355346709,9.177180594361186,6.12,5.99,0.0,1.45,1.28,9,2008,0.007421707421707779,12.498412698412698,39.37
2008-12-31,240.89999999999998,26.300000000000004,2.1025582457743264,0.0008121415156591291,53.530000000000015,38.44999999999999,50.010000000000005,47.0,0.0,202.44999999999993,34.19,91.54,35.2,25.6,189.84,772.98,985.41,41.56,43.0,138.17,172.0,310.17,125.0,675.25,30.86,-12.009999999999991,-46.529999999999994,11.559999999999999,5.586943916349808,0.87,0.46,5.25,1.0,0.19,10.668981269986297,17.349109182275015,15.586965128673674,16.0995888533577,20.072422719658903,7.46,7.31,0.0,1.37,1.19,12,2008,0.010158730158730478,12.508571428571429,65.67
2009-03-31,187.25,-5.18,-0.41,0.0,13.54,-2.02,9.24,48.0,0.0,189.27,-1.76,83.6,30.5,25.01,179.88,765.11,968.04,35.05,43.0,126.63,172.0,298.63,125.0,669.4,1.13,-5.9,-3.17,11.26,-29.267499999999995,0.9,0.45,-0.41,0.0,0.0,-2.16,-0.84,-3.08,-3.1600000000000006,-0.9599999999999999,-2.83,-2.77,0.0,1.42,1.22,3,2009,0.0,12.634146341463415,-5.18
2009-06-30,205.64999999999998,9.03,0.727090909090909,1.25,27.75,12.79,24.159999999999997,52.0,0.0,192.85999999999999,12.92,81.19,34.61,22.84,175.8,754.7,957.54,35.87,43.0,118.82,172.0,290.82,125.0,666.73,17.51,-1.3999999999999995,-18.520000000000003,11.37,17.879263565891478,0.97,0.44,0.31,1.25,4.03,3.752727272727273,10.22618181818182,5.441454545454545,5.441454545454545,12.008727272727272,1.0,0.98,1.76,1.48,1.29,6,2009,15.524193548387098,12.419354838709678,3.85
2009-09-30,238.39,26.61,2.131595535128037,0.006433609387245007,81.21000000000001,38.480000000000004,49.949999999999996,61.0,0.44,199.90999999999997,73.57000000000001,113.63,36.02,24.29,223.14,750.76,1002.56,43.25,43.0,135.18,172.0,307.18,125.0,695.38,42.56,-7.2,-2.91,11.470000000000002,7.154265313791807,1.1,0.44,2.44,1.25,0.51,10.623033486539724,17.05276428102429,15.305554826001313,15.72488509520683,19.84829940906106,4.92,4.83,5.45,1.65,1.47,9,2009,0.08031464833421431,12.48360655737705,30.46
2009-12-31,222.51999999999998,14.64,1.171849223946785,0.0009473483333938769,15.150000000000006,22.450000000000003,33.96000000000001,62.5,0.0,200.07000000000005,-7.230000000000004,87.9,35.92,24.85,193.34,749.56,970.96,44.18,43.0,132.51,129.0,261.51,125.0,709.44,32.3,-12.34,-45.699999999999996,11.509999999999998,13.331301229508195,1.1,0.37,3.61,1.25,0.35,6.02479822616408,9.517623059866963,8.258128603104213,8.45289578713969,11.101729490022173,5.39,5.28,6.11,1.46,1.27,12,2009,0.011835293583397188,12.493074792243767,45.1
2010-03-31,232.32,21.48,1.72,0.0,56.98,31.02,42.26,58.0,0.26,201.3,43.26,106.46,38.7,22.34,223.7,753.9,1005.67,43.72,43.0,145.34,129.0,274.34,125.0,731.33,29.36,-8.52,-2.28,11.24,8.43,0.99,0.38,1.72,0.0,0.0,8.56,12.56,11.76,12.280000000000001,14.440000000000001,9.4,9.25,13.61,1.54,1.39,3,2010,0.0,12.488372093023257,21.48
2010-06-30,231.91000000000003,15.970000000000002,1.279305740987984,1.1,48.32,23.389999999999997,34.970000000000006,69.0,0.13,208.51999999999998,34.93,64.64,41.92,21.44,190.59,746.21,967.51,45.63,0.0,102.41,129.0,231.41,125.0,736.1,21.369999999999997,-4.15,-59.03,11.58,13.483876017532872,1.17,0.31,3.0,1.1,0.37,6.601217623497997,9.637436582109482,8.682221628838452,9.108656875834447,10.729110814419226,8.22,8.07,11.8,1.86,1.65,6,2010,13.73166666666667,12.483333333333334,37.45
2010-09-30,271.74,31.480000000000004,2.516390541128681,0.0023431984138498688,41.980000000000004,43.82000000000001,55.499999999999986,65.0,0.0,227.92000000000002,21.310000000000002,118.18,50.63,22.74,244.2,737.04,1018.23,55.58,0.0,115.16,129.0,244.16,125.0,774.07,60.190000000000005,-4.880000000000001,-1.7800000000000011,11.68,6.459450444726811,1.05,0.32,5.51,1.1,0.2,12.367305962570724,17.756309299289136,16.258349049760625,17.135203829972436,19.875375018134342,9.53,9.37,15.37,2.12,1.92,9,2010,0.02931336963097486,12.509981851179676,68.93
2010-12-31,247.67999999999995,15.779999999999987,1.2629961043560374,-0.0013982368799200595,77.50999999999999,21.97,33.75,70.0,0.48,225.71000000000004,71.50999999999999,99.93,35.36,24.16,207.55,735.99,985.32,49.49,0.0,104.47,86.0,190.47,125.0,794.85,33.61,-7.68,-44.19,11.780000000000001,13.849923954372635,1.1,0.24,6.78,1.1,0.16,6.408121827411162,9.157653169637578,7.94309054420965,8.390168811238336,10.1710305749026,8.76,8.61,15.86,1.99,1.76,12,2010,-0.01746971181386847,12.49410029498525,84.71
2011-03-31,242.32,13.76,1.1,0.0,46.92,20.86,32.51,74.0,-0.21,221.46,33.1,98.69,40.43,24.09,227.95,732.02,1004.67,46.32,0.0,106.37,108.04,214.4,125.0,790.26,12.02,-11.72,-1.54,11.65,16.8175,1.17,0.27,1.1,0.0,0.0,5.48,8.32,6.96,7.24,9.28,5.78,5.68,13.55,2.14,1.92,3,2011,0.0,12.509090909090908,13.76
2011-06-30,251.26,18.270000000000003,1.4602310334061819,2.5,54.17999999999999,27.67,39.62,70.5,-0.01,223.59,40.49999999999999,112.49,48.23,22.92,224.36,725.58,994.86,47.6,0.0,108.25,108.55,216.8,125.0,778.06,51.7,-5.519999999999998,-32.38,11.950000000000001,12.07041871921182,1.13,0.28,2.56,2.5,0.98,7.346787386824854,11.293974399000938,9.400237277552296,9.651214486418985,12.48041211364346,6.61,6.49,17.46,2.07,1.86,6,2011,31.279296875,12.51171875,32.03
2011-09-30,307.17,41.31,3.3063771475320425,-0.003537941863239566,85.47,60.31999999999999,72.55000000000001,71.25,0.1,246.84999999999997,71.44,100.53,53.77,25.93,231.92,720.24,1004.32,59.75,0.0,133.85,43.43,177.28,125.0,827.04,58.59,-3.6700000000000017,-66.88,12.229999999999997,5.388208666182522,1.08,0.21,5.87,2.5,0.43,16.44739569130079,24.243010635396782,19.984712298881917,20.638101990728117,28.163348786473957,9.34,9.16,29.74,1.73,1.54,9,2011,-0.04420317823679554,12.494037478705282,73.34
2011-12-31,292.24,28.409999999999997,2.2727999999999997,0.001192504258943643,70.10000000000002,40.96000000000001,53.06999999999999,77.5,0.4,251.27999999999997,56.53,123.17,45.79,32.44,246.31,716.51,1026.05,61.87,0.0,135.12,23.99,159.11,125.0,866.94,52.55000000000001,-9.89,-20.019999999999996,12.11,8.52393523407251,1.12,0.18,8.14,2.5,0.31,11.079201965601966,16.641140049140045,13.11187813267813,13.681474201474199,18.785501719901717,9.5,9.31,40.6,1.82,1.58,12,2011,0.014906303236795537,12.5,101.75
2012-03-31,284.94,29.15,2.33,0.0,65.84,37.58,49.27,106.0,0.13,247.36,50.1,129.34,47.6,29.0,267.71,715.48,1050.68,50.14,0.0,127.35,23.57,150.92,125.0,899.76,19.36,-13.19,0.0,11.69,11.3725,1.47,0.17,2.33,0.0,0.0,11.08,14.64,12.96,13.8,16.28,10.42,10.23,0.0,2.1,1.87,3,2012,0.0,12.510729613733904,29.15
2012-06-30,320.48999999999995,49.330000000000005,0.39599770642201837,3.5,92.79999999999998,64.37,76.34,14.1,0.31,256.11,75.6,145.46,50.97,27.79,275.85,715.94,1066.0,52.65,0.0,129.13,24.21,153.33,125.0,912.66,67.63,-7.92,-43.59,11.97,8.901187918102574,1.93,0.17,0.63,3.5,5.56,18.505035677879714,24.866141692150865,21.622731906218146,23.33243628950051,27.35527013251784,13.21,12.96,0.0,2.14,1.92,6,2012,436.00000000000006,124.57142857142858,78.48
2012-09-30,351.71000000000004,54.36999999999999,0.43381407602559274,0.02118931125329248,98.44,70.92,83.39999999999999,21.0,0.19,280.79999999999995,81.92999999999999,192.58,60.47,31.45,347.74,718.15,1146.3,65.51,0.0,147.41,25.19,172.6,125.0,973.7,62.17,-15.049999999999997,0.0,12.48,12.10115183005334,2.7,0.18,1.06,3.5,3.3,18.973226947685355,26.323510726383134,22.329147158449377,24.16262551750094,28.337062852841544,14.15,13.88,0.0,2.36,2.15,9,2012,2.6556603773584015,125.33018867924527,132.85
2012-12-31,330.33000000000004,39.51000000000002,0.3163367370619634,-0.012095679512384574,80.35000000000002,51.04999999999998,63.610000000000014,21.4,0.17,279.28,64.88999999999999,227.92,54.19,31.08,359.26,738.89,1182.53,61.54,0.0,138.95,26.36,165.31,125.0,1017.22,66.49000000000001,-31.150000000000006,0.0,12.560000000000002,16.91536066818526,2.63,0.16,1.38,3.5,2.54,13.368665583662109,18.59509863077281,15.532592248781627,16.77960083546067,19.67706196333257,13.64,13.39,0.0,2.59,2.36,12,2012,-1.5107328411265257,124.8985507246377,172.36
2013-03-31,328.49,40.06,0.32,0.0,79.93,49.8,62.14,28.75,-0.03,278.69,61.54,258.94,58.25,31.57,399.98,731.39,1269.41,59.1,0.0,145.17,48.96,194.14,125.0,1075.28,36.89,-5.86,0.0,12.34,22.46,3.34,0.18,0.32,0.0,0.0,12.64,17.16,14.919999999999998,16.24,17.72,12.44,12.2,0.0,2.76,2.54,3,2013,0.0,125.1875,40.06
