,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,TIE,month,year,operating_profit,dividend,ROCE%,number_of_shares,return_old
2002-09-30,148.0999999999999,25.439999999999998,0.19616605397650852,-0.001008933164076716,,25.439999999999998,40.190000000000026,3.33,21.48,122.67000000000002,301.79,0.0,350.98,2558.86,535.51,1300.0,2023.35,-9.209999999999994,-2.3699999999999974,0.3999999999999986,14.75,4.230599449685535,2.14,0.26,1.72,0.4,0.23,3.978065094593383,4.365835201291132,5.027325383304939,5.396847484981619,30.48,0.0,9,2002,,-0.1308445532435769,,129.68604651162792,223.06
2002-12-31,172.12,46.0,0.35389875864119524,0.0009066880560919553,,46.0,60.69,3.83,20.86,126.12,275.74,0.0,337.52,2351.92,296.24,1300.0,2055.68,18.919999999999987,-29.000000000000004,-0.30999999999999517,14.689999999999998,2.7052228260869566,2.42,0.14,2.07,0.4,0.19,7.823385118560916,7.201070393220842,8.951757972199509,9.649297554448822,29.76,0.0,12,2002,,0.11785192674980749,,129.98067632850243,269.06
2003-03-31,154.09,27.14,0.21,0.0,,27.14,41.78,2.93,0.0,126.95,459.59,0.0,334.87,2564.96,494.56,1300.0,2070.4,1.3,-17.45,0.0,14.64,3.4825,1.84,0.24,0.21,0.0,0.0,4.24,4.12,5.24,5.52,17.61,0.0,3,2003,,0.0,,129.23809523809524,27.14
2003-06-30,252.22,86.28,0.6618197848703933,2.0,,86.28,101.94,3.65,0.0,165.94,427.14,0.0,332.72,3480.5,1550.38,1300.0,1930.12,213.56,13.93,-259.94,15.66,1.3802851182197498,2.46,0.8,0.87,2.0,2.3,9.91968964909187,10.497831070357963,17.8919555633927,17.344242637982717,27.91,0.0,6,2003,,260.735632183908,,130.367816091954,113.42
2003-09-30,724.0800000000002,323.15,2.487078818975193,-0.006715358677717092,,388.51,403.9599999999999,6.8,0.0,335.57000000000005,762.94,0.0,329.64,4561.53,2343.52,1300.0,2218.02,182.70999999999998,153.09,0.0,15.45,0.6822461705090516,3.99,1.06,3.36,2.0,0.6,28.334933687610235,41.7473944613693,58.26870375884737,60.9630391460705,38.62,0.0,9,2003,,-0.872536945812783,,129.93154761904762,436.57
2003-12-31,878.75,349.68,2.6862539904610494,0.0037226133696719875,,493.78000000000003,509.57000000000005,8.9,0.0,384.9699999999999,1121.94,0.0,322.9,6954.18,4272.77,1307.77,2681.42,677.05,-325.82,7.77000000000001,15.79,0.8263179907343856,4.34,1.59,6.04,2.0,0.33,20.12022028616852,38.070089666136724,52.159580794912564,59.062008267090626,39.13,0.0,12,2003,,0.4845868811100331,,130.17384105960264,786.25
2004-03-31,627.94,218.0,1.67,5.95,,290.16,305.75,7.0,0.27,337.78,570.14,0.0,321.37,4129.97,2123.36,1307.77,2006.61,-132.98,209.3,-628.12,15.59,1.0475,4.56,1.06,1.67,5.95,3.56,21.12,34.68,43.44,42.76,34.72,0.0,3,2004,,776.7065868263473,,130.53892215568862,218.0
2004-06-30,536.56,-4325.73,-28.253886185314027,0.8768725732823487,,190.82,4668.49,9.15,0.0,345.75,1133.35,0.0,385.4,6701.83,3565.12,1963.32,3136.01,217.68,287.46,58.07000000000005,4477.67,-0.08071632996049222,5.73,1.14,-26.83,5.95,-0.22,-258.17080645514676,39.806071479868436,-551.7669103860284,-683.0637620291499,-352.75,0.0,6,2004,,134.25105387436088,,153.10212448751398,-4107.73
2004-09-30,625.9100000000001,197.29999999999973,1.177110701380665,0.5151394456498337,,287.15999999999997,318.1800000000003,7.6,0.0,338.74,968.98,0.0,407.8,6352.67,3021.87,1963.32,3330.1,88.61,-52.98000000000002,-200.0,31.019999999999527,1.635126583882415,4.48,0.91,-23.33,5.95,-0.26,12.423992246376981,-2.8416148607697838,23.699633032684357,28.448439685661132,-218.41,0.0,9,2004,,86.34448103096781,,167.61380197171025,-3910.43
2004-12-31,646.78,591.21,3.3788822976482424,0.25022075992254483,,339.36,-43.94000000000051,7.15,0.0,307.4100000000001,1353.56,0.0,397.73,5663.16,1661.13,1970.9,4002.03,-200.34,577.34,7.569999999999936,-383.3000000000002,0.5333568444376786,3.52,0.42,-18.97,5.95,-0.31,41.75778417821055,-12.510948475846735,59.09214502202325,70.76950524520822,-136.19,0.0,12,2004,,43.78164210596253,,174.97206114918293,-3319.22
2005-03-31,642.36,229.44,0.12,3.8,,312.05,328.55,6.85,0.0,330.31,1415.36,0.0,391.05,6204.63,1977.62,1970.9,4227.02,70.66,-8.86,0.0,16.5,14.27,3.19,0.47,0.12,3.8,31.67,14.8,24.16,21.72,29.44,35.72,0.0,3,2005,,7265.599999999999,,1912.0,229.44
2005-06-30,383.9999999999999,97.87,0.05083223855060952,0.026354220769301398,,141.19,157.28999999999996,4.98,0.0,242.81,1087.51,0.0,385.79,5458.81,1882.68,1982.37,3576.13,425.78,-16.16,-737.46,16.1,24.488888065801575,2.76,0.53,0.17,3.8,22.35,7.176316030674284,8.910592404753904,10.943881946778284,11.661513549845713,31.89,0.0,6,2005,,50.74117647058847,,1925.3529411764705,327.31
2005-09-30,431.25,103.33999999999997,0.052791826309067674,0.062405529261513194,,136.71000000000004,152.40000000000003,5.1,0.0,294.53,1114.81,0.0,378.26,5030.14,1314.17,1982.37,3715.98,31.739999999999952,-4.440000000000001,0.0,15.689999999999998,24.149571801819242,2.72,0.35,0.22,3.8,17.27,8.216327876465806,9.953658887727851,11.124677580401716,11.729383954487401,29.54,0.0,9,2005,,122.15882352941208,,1957.5,430.65
2005-12-31,360.3800000000001,69.92000000000002,0.03492019098228021,0.08498511696665789,,98.88999999999999,115.27999999999997,4.7,0.0,261.4900000000001,1136.93,0.0,386.54,5366.0,1530.46,1995.88,3835.54,11.620000000000005,-26.740000000000002,37.24000000000001,16.390000000000008,33.64815503432494,2.45,0.4,0.25,3.8,15.2,5.212886109834789,6.978450965898877,7.291335877100108,7.134893421499492,27.53,0.0,12,2005,,170.16399999999976,,2002.28,500.57
2006-03-31,534.77,149.9,0.07,0.22,,203.68,220.36,4.46,0.02,331.09,1309.48,0.0,381.88,5834.32,1766.27,2006.89,4068.05,172.21,-15.53,15.87,16.68,15.9275,2.2,0.43,0.07,0.22,3.14,10.28,13.52,14.72,14.44,28.03,0.0,3,2006,,471.11428571428564,,2141.428571428571,149.9
2006-06-30,353.4,65.96000000000001,0.033612526637635504,-0.020074916281716933,,94.42000000000002,111.82,3.64,0.0,258.9800000000001,954.83,0.0,358.46,5396.04,1788.33,2019.28,3607.71,-17.330000000000013,112.97,-437.91,17.4,27.072496209824138,2.04,0.5,0.11,0.22,2.0,4.889094783656073,6.710282590567961,7.30919670156583,7.3458649124432505,24.3,0.0,6,2006,,-39.394285714285616,,1962.3636363636365,215.86
2006-09-30,334.48000000000013,53.120000000000005,0.025673284259052718,0.01134656851810546,,74.71999999999997,92.11000000000001,3.64,0.0,259.76,922.42,0.0,360.79,5817.82,2136.81,2019.28,3681.01,-73.94,28.510000000000005,0.6400000000000432,17.39,35.44540662650602,2.0,0.58,0.13,0.22,1.69,3.64955610082534,5.42693731875976,5.774514090266933,5.7429162019481,22.0,0.0,9,2006,,23.47692307692313,,2069.0769230769233,268.98
2006-12-31,436.3899999999999,96.91999999999996,0.04767860071057664,-0.003928521874408768,,135.31,152.84999999999997,2.9,0.0,301.09000000000003,822.34,0.0,349.27,4865.72,1094.83,2022.83,3770.9,-200.06,94.8,5.17999999999995,17.540000000000006,15.204934482047054,1.56,0.29,0.18,0.22,1.22,7.967623940967474,10.521077890133911,10.277387264279854,10.19262530746105,22.05,0.0,12,2006,,-7.985811965812047,,2032.7777777777778,365.9
2007-03-31,345.73,74.15,0.04,0.17,,111.21,128.71,2.58,0.0,234.52,691.97,0.0,338.87,4777.08,930.8,2023.81,3846.28,-187.27,56.9,0.0,17.5,16.125,1.36,0.24,0.04,0.17,4.25,6.200000000000001,8.4,7.72,7.48,21.45,0.0,3,2007,,315.13750000000005,,1853.75,74.15
2007-06-30,433.21000000000004,127.35,0.06320099255583127,0.013604218362282861,,162.84000000000003,181.24999999999997,3.62,0.0,270.37,741.88,0.0,325.17,5304.95,1621.73,2025.32,3683.22,393.65,-1.2199999999999989,-342.52,18.409999999999997,14.319395367098549,1.99,0.44,0.1,0.17,1.7,9.606550868486352,12.943563275434242,13.82837717121588,13.980059553349877,25.87,0.0,6,2007,,27.412499999999966,,2015.0,201.5
2007-09-30,541.6399999999999,150.42000000000002,0.0726625369402137,0.004526312798363267,,209.64999999999998,227.14000000000004,3.86,0.0,331.99,363.45,0.0,314.63,6145.95,2492.29,2025.33,3653.66,-373.36,-5.109999999999999,0.03999999999996362,17.490000000000002,13.28297965696051,2.14,0.68,0.17,0.17,1.0,9.79661968629234,13.831527619913619,16.464476017276656,16.41318481473062,26.65,0.0,9,2007,,9.370000000000005,,2070.1176470588234,351.92
2007-12-31,418.8100000000002,93.02999999999997,0.045997527812113706,0.07599752781211372,,144.01000000000005,161.07999999999993,3.76,0.0,274.80000000000007,799.06,0.0,302.59,5562.19,1810.28,2026.9,3751.91,551.71,-10.71,-160.39,17.07,20.434793883693438,2.03,0.48,0.22,0.25,1.14,6.6905494999438115,10.069276997415436,9.9187396336667,9.893650073041911,25.58,0.0,12,2007,,153.70499999999998,,2022.5,444.95
2008-03-31,377.39,52.91,0.030000000000000002,0.12000000000000001,,91.13,108.28,3.34,0.0,286.26,495.93,0.0,290.42,5093.09,1255.48,2026.94,3837.61,-298.47,-4.75,0.09,17.15,27.832500000000003,1.76,0.33,0.03,0.12,4.0,4.16,7.4,5.52,5.52,14.02,0.0,3,2008,,211.64,,1763.6666666666665,52.91
2008-06-30,561.71,176.86,0.08466988727858293,0.01867954911433173,,212.64,229.64000000000001,2.62,0.0,349.07000000000005,282.98,0.0,276.93,5147.64,1431.68,2027.7,3715.96,13.110000000000014,-16.03,-210.03,17.0,7.736516736401673,1.43,0.39,0.11,0.12,1.09,13.731916264090177,17.88843800322061,19.027632850241545,19.12,24.47,0.0,6,2008,,39.01818181818183,,2088.818181818182,229.77
2008-09-30,169.7499999999999,-33.150000000000006,-0.016859932865425697,0.05251643687408106,,-31.439999999999998,-14.490000000000009,1.97,0.0,201.18999999999994,619.95,0.0,265.98,4306.8,777.39,2043.94,3529.41,206.22000000000003,131.32,-0.5800000000000125,16.950000000000003,-29.211266968325784,1.14,0.22,0.1,0.18,1.8,-3.0819957277998173,-3.513610009154715,-3.7563930424168452,-3.6889533109551427,17.73,0.0,9,2008,,103.25781818181818,,1966.2,196.62
2008-12-31,256.6100000000001,14.129999999999995,0.006704626334519571,0.012068327402135216,,19.29000000000002,35.51999999999998,1.15,0.0,237.32999999999993,1004.55,0.0,256.03,4104.73,723.19,2104.98,3381.54,349.25,35.36,0.0,16.229999999999997,42.88083864118897,0.72,0.21,0.1,0.18,1.8,1.375789323843416,1.6171558718861205,1.670792882562277,1.5849736654804265,15.43,0.0,12,2008,,25.43399999999997,,2107.5,210.75
2009-03-31,194.62,-19.49,-0.01,0.0,,-17.84,-1.59,1.04,0.0,212.46,742.62,0.0,242.53,3991.85,619.59,2104.98,3372.26,-263.49,1.56,0.0,16.25,-26.0,0.65,0.18,-0.01,0.0,0.0,-1.96,-1.56,-2.32,-2.16,-10.01,0.0,3,2009,,0.0,,1948.9999999999998,-19.49
2009-06-30,487.04999999999995,210.78,0.0991698468294213,0.03,,268.09999999999997,282.54999999999995,1.71,0.0,218.95000000000002,981.1,0.0,230.04,5096.76,1471.15,2105.46,3625.61,317.43,-16.29,-62.66,14.45,4.310786127716102,0.99,0.41,0.09,0.03,0.33,16.52830780490355,21.552913377594226,23.2718573893042,22.963328976946,28.06,46.95,6,2009,,63.76333333333333,,2125.4444444444443,191.29
2009-09-30,523.35,172.89000000000001,0.08070542039650723,0.060235140132169074,,232.40000000000003,245.13000000000005,1.96,0.0,290.94,585.51,0.0,222.98,5673.28,1928.39,2105.46,3744.9,-278.22,8.95,-126.33000000000001,12.73,6.071773092717912,1.1,0.51,0.17,0.09,0.53,12.191265857542975,18.362856829040584,18.457804382448245,19.008500192212644,30.22,61.1,9,2009,,129.0378431372549,,2142.235294117647,364.18
2009-12-31,455.75,88.68,0.043080863843130326,-0.0036630720830486464,,145.68,156.13,1.7,0.0,310.07000000000005,539.92,0.0,214.7,5420.24,1557.22,2105.66,3863.02,-16.49000000000001,-29.29,0.18999999999999773,10.450000000000003,9.868650766801984,0.93,0.4,0.22,0.09,0.41,6.540458419820695,10.331574438016164,9.180140440754318,9.791105418893256,27.27,56.25,12,2009,,-7.540267379679136,,2058.4545454545455,452.86
2010-03-31,381.92,110.22,0.05000000000000001,0.0,,136.46,146.82,1.89,0.01,245.46,543.07,0.0,218.2,5993.17,1964.37,2105.66,4028.8,62.51,-59.36,0.0,10.36,9.45,0.99,0.49,0.05,0.0,0.0,7.36,10.92,10.96,11.92,28.86,41.86,3,2010,,0.0,,2204.3999999999996,110.22
2010-06-30,422.95,123.25999999999999,0.0580717834504026,0.14,,162.48,172.39,1.7,0.0,260.47,380.53,0.0,211.31,6179.24,2314.88,2105.66,3864.36,192.09,-59.83,-294.79,9.91,7.316375953269511,0.93,0.6,0.11,0.14,1.27,7.982230597909884,11.192016446804866,12.75467534692479,13.155898578036663,29.01,0.0,6,2010,,297.15636363636366,,2122.5454545454545,233.48
2010-09-30,854.39,302.79999999999995,0.14115760423659282,0.0714733144829363,,431.65000000000003,441.28000000000003,2.88,0.0,422.73999999999995,157.22,0.0,208.2,7953.88,3898.82,2105.66,4055.06,-571.11,495.2,-147.39999999999998,9.629999999999999,5.1006816380449145,1.5,0.96,0.25,0.21,0.84,15.222436040874168,24.2113522786604,29.857656448124114,31.054672932050416,32.32,0.0,9,2010,,153.3188363636363,,2145.12,536.28
2010-12-31,673.2299999999998,215.36,0.10314725134372837,-0.005756308871268128,,291.99,301.19000000000005,2.78,0.0,381.2400000000001,217.54,0.0,214.36,7262.73,2976.51,2105.66,4286.22,-153.54000000000002,213.85000000000002,0.0,9.200000000000003,6.736001114413075,1.37,0.69,0.36,0.21,0.58,11.861933904528765,18.4862796019371,20.102253206322175,21.145186525464318,32.22,0.0,12,2010,,-12.018533333333266,,2087.888888888889,751.64
2011-03-31,613.09,189.91,0.09,0.0,,274.2,283.09,2.9,0.0,338.88,369.38,0.0,219.64,7880.75,3444.53,2105.66,4436.23,-80.04,238.13,-6.26,8.89,8.055,1.38,0.78,0.09,0.0,0.0,9.64,15.800000000000002,17.12,17.96,30.98,0.0,3,2011,,0.0,,2110.1111111111113,189.91
2011-06-30,554.9799999999999,111.65,0.05183379758588672,0.21,,191.98000000000002,200.52000000000004,2.7,0.0,363.01,908.11,0.0,219.26,7480.4,3419.56,2105.66,4060.84,582.4399999999999,74.00999999999999,-117.71,8.54,13.02528526645768,1.4,0.84,0.14,0.21,1.5,5.968291550603529,10.114995357474466,11.003574744661096,11.270148560817086,25.82,0.0,6,2011,,452.34,,2154.0,301.56
2011-09-30,474.09000000000015,104.38,0.04885500320244371,0.07828250480366557,,154.2,162.76,1.97,0.0,319.89,626.33,0.0,226.33,6887.07,3007.24,2105.66,3879.84,-317.76,297.80000000000007,-261.82000000000005,8.559999999999999,10.08238599348534,1.07,0.78,0.19,0.29,1.53,6.058020397103019,8.598480563630092,10.75838596836971,10.521824900231561,24.72,0.0,9,2011,,167.2526315789474,,2136.5263157894738,405.94
2011-12-31,372.5999999999999,99.38,0.047200189978627405,-0.004273394243147684,,127.91999999999996,137.11,1.99,0.0,244.68000000000006,1392.17,0.0,233.17,6442.72,2466.9,2105.66,3975.82,951.5300000000001,39.14999999999998,-224.84999999999997,9.190000000000001,10.53809317770175,1.05,0.62,0.24,0.29,1.21,6.167491490540647,8.590434576110187,9.998573577139238,9.62097205731022,25.08,0.0,12,2011,,-8.997631578947448,,2105.5,505.32
2012-03-31,571.75,184.6,0.08999999999999998,0.12,,223.59,233.34,2.44,0.14,348.16,332.29,0.0,240.77,7132.33,2924.03,2105.66,4208.3,-1155.7,95.82,0.0,9.75,6.777499999999999,1.22,0.69,0.09,0.12,1.33,10.36,11.92,17.56,17.08,32.29,0.0,3,2012,,246.13333333333335,,2051.1111111111113,184.6
2012-06-30,374.91999999999996,67.46000000000001,0.03211616281837658,0.002821550424502094,,92.04999999999998,102.09,2.3,0.05,282.86999999999995,1282.63,0.0,237.74,7477.89,3470.36,2105.66,4007.53,1043.46,159.57,-252.68,10.04,17.906871479395196,1.21,0.87,0.12,0.12,1.0,3.6077156232643026,4.517673569784972,6.733688804252956,6.690867253828455,26.63,0.0,6,2012,,5.926666666666648,,2100.5,252.06
2012-09-30,564.43,191.32999999999998,0.09061841719479465,0.08061841719479466,,232.53999999999996,242.94,2.3,0.0,331.89,490.47,0.0,239.35,7898.98,3871.66,2105.66,4027.32,-1065.14,41.18000000000001,231.8,10.400000000000002,6.343909083781947,1.2,0.96,0.21,0.2,0.95,9.683225151672342,12.79014231263673,19.003976634565507,19.34918965245044,29.34,0.0,9,2012,,170.2161904761905,,2111.3809523809523,443.39
2012-12-31,571.25,159.75,0.0768105249195875,-0.0030375953146785915,,212.81000000000006,223.07000000000005,2.54,0.0,358.43999999999994,447.97,0.0,237.47,8281.0,4100.15,2105.66,4180.85,275.73000000000013,82.00999999999999,-400.25,10.260000000000002,8.268398122065726,1.28,0.98,0.29,0.2,0.69,7.712836157442718,10.954770036807375,15.287943097788242,15.669347083595849,28.96,0.0,12,2012,,-6.31756978653533,,2079.793103448276,603.14
2013-03-31,1053.18,394.42,0.19,0.16,,494.72,505.05,4.02,0.0,558.46,791.03,0.0,241.91,10981.73,6414.42,2105.66,4567.32,180.91,162.15,0.0,10.33,5.29,1.85,1.4,0.19,0.16,0.84,14.36,21.84,34.56,35.96,37.45,0.0,3,2013,,332.1431578947369,,2075.8947368421054,394.42
2013-06-30,720.03,244.23999999999995,0.11472771114521026,0.003981230438071811,,307.64,318.39000000000004,3.84,0.0,412.38,516.23,0.0,239.17,9323.13,4886.75,2105.66,4436.38,-93.33,155.42999999999998,-336.9,10.749999999999998,8.36763838847036,1.82,1.1,0.3,0.16,0.53,10.47846428459587,14.608661885823441,22.02772053988037,23.144403595027086,36.02,0.0,6,2013,,8.47550877192981,,2128.866666666667,638.66
2013-09-30,782.0,287.1,0.13645437262357415,0.19810899873257284,,359.36,370.41999999999985,3.76,0.0,422.65999999999997,711.53,0.0,248.0,8274.01,3973.18,2105.66,4300.83,536.0999999999999,80.33000000000004,-421.14,11.060000000000002,6.892413793103448,1.84,0.92,0.44,0.36,0.82,13.881131178707227,17.825903041825097,26.707842205323196,27.576188212927757,36.23,0.0,9,2013,,416.82133333333326,,2104.0,925.76
2013-12-31,553.9899999999998,141.56999999999994,0.06764608883850354,-0.0019259273139516776,,177.77999999999997,189.58000000000015,3.46,0.12,376.19000000000005,848.31,0.0,252.35,7686.22,3250.85,2105.66,4435.37,50.33000000000004,86.45999999999998,0.0,11.799999999999997,12.77900932400933,1.64,0.73,0.51,0.36,0.71,7.369444501700502,8.902755848706583,12.765214881995254,13.141910749252803,34.33,0.0,12,2013,,-4.0305882352942035,,2092.803921568627,1067.33
2014-03-31,428.05,95.61,0.05,0.2,,120.26,132.6,3.4,0.0,307.79,701.95,0.0,256.52,7505.13,2993.22,2105.66,4511.91,-297.32,150.96,0.0,12.34,17.0,1.59,0.66,0.05,0.2,4.0,5.08,5.2,8.48,8.44,22.34,0.0,3,2014,,382.44,,1912.1999999999998,95.61
2014-06-30,761.77,254.84999999999997,0.12362181133367575,0.014487245334702942,,319.36,332.38,3.6,0.0,442.41,513.6,0.0,255.25,9465.76,5110.75,2105.66,4355.01,816.1299999999999,-583.34,-421.13,13.02,7.281482048263684,1.74,1.17,0.17,0.2,1.18,10.762369457284713,13.612942989214172,23.415425440849173,23.18272556069166,29.45,0.0,6,2014,,29.865882352941128,,2061.5294117647054,350.46
2014-09-30,798.8700000000001,294.58,0.14157230559345158,0.12184977128641361,,368.72,382.19999999999993,3.94,0.0,430.1399999999999,430.64,0.0,252.3,9901.15,5497.84,2105.66,4403.31,192.0300000000001,-22.319999999999993,-252.67999999999995,13.480000000000004,6.957752053771471,1.88,1.25,0.31,0.32,1.03,11.892073669849932,16.239713506139154,26.761732605729875,27.072278308321966,32.44,0.0,9,2014,,253.54185958254266,,2080.774193548387,645.04
2014-12-31,779.27,182.84000000000003,0.08613277286563273,0.006330604248395044,,230.43999999999994,244.56000000000006,4.08,2.25,548.8400000000001,832.46,0.0,250.77,7660.0,3068.83,2105.66,4591.17,447.7499999999999,-45.93000000000001,0.0,14.119999999999997,11.840440822577117,1.87,0.67,0.39,0.32,0.82,9.54969512489733,11.961412765135044,15.927937382229311,16.201795429289273,29.91,0.0,12,2014,,13.43841191066997,,2122.7692307692305,827.88
2015-03-31,671.81,210.09,0.09999999999999999,0.2,,263.82,277.73,3.86,3.25,407.98,393.42,0.0,241.02,8170.55,3379.31,2105.66,4791.24,-448.43,9.39,0.0,13.91,9.65,1.7,0.71,0.1,0.2,2.0,10.28,13.48,17.52,18.08,31.27,0.0,3,2015,,420.18000000000006,,2100.9,210.09
2015-06-30,539.3900000000001,139.10999999999999,0.0677225085910653,-0.004554982817869452,,174.61,190.89999999999998,4.24,3.3,364.78999999999996,1984.59,79.9,238.46,9751.12,5240.62,2105.66,4510.5,1522.8300000000002,90.03,-21.69,16.29,15.65136941988355,1.98,1.16,0.17,0.2,1.18,5.704625429553264,7.2662268041237095,12.333463917525773,12.556549828178692,28.83,0.0,6,2015,,-9.356470588235368,,2054.1176470588234,349.2
2015-09-30,439.5999999999999,86.0,0.04149816176470588,0.12176254325259518,,109.15000000000003,123.40999999999997,3.68,2.95,330.44000000000005,550.64,89.97,230.59,7870.01,3558.99,2105.66,4311.02,-872.1500000000001,90.32000000000001,-652.1199999999999,14.260000000000002,22.164837209302323,1.8,0.83,0.21,0.32,1.52,4.371139705882354,4.8691176470588236,7.983455882352941,7.896507352941177,26.36,0.0,9,2015,,252.3383753501401,,2072.3809523809523,435.2
2015-12-31,523.53,122.54000000000002,0.057124108007315245,0.010855783630194637,,154.64,169.20000000000005,3.5,2.74,368.89999999999986,425.5,62.53,229.03,7767.16,3332.86,2105.66,4434.3,115.22000000000003,-240.36,0.0,14.560000000000002,15.315775257058917,1.66,0.75,0.26,0.32,1.23,6.310016853731129,7.997375121024135,11.055711980492704,10.862368845698715,25.65,0.0,12,2015,,23.287326007325987,,2145.153846153846,557.74
2016-03-31,524.02,134.18,0.06,0.12,,169.42,183.71,3.4,0.0,354.6,239.4,70.31,225.6,8756.17,4182.79,2105.66,4573.38,-182.3,-3.8,0.0,14.29,14.1675,1.57,0.91,0.06,0.12,2.0,6.12,8.0,11.72,11.48,25.61,0.0,3,2016,,268.36,,2236.3333333333335,134.18
