,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2002-09-30,165.82,17.85,2.974298845156729,0.006290992912285445,92.21000000000001,29.93,32.47,6.15,135.89000000000001,21.87,146.71,371.99,616.51,185.24,932.55,10.98,236.52,0.0,336.8,29.94,366.73,60.0,513.2,45.35,-31.389999999999997,0.7700000000000031,2.54,0.5170042016806722,0.72,0.71,7.07,6.0,0.85,7.656610888522272,12.637614895121377,13.916521329248173,14.16893707282583,19.335045958048553,10.17,9.76,1.83,1.83,9,2002,0.037754855624932304,6.001414427157001,42.43
2002-12-31,154.32999999999998,16.39,2.7307378442706565,0.0006261761844323168,89.20000000000002,25.549999999999997,28.099999999999994,6.6,128.77999999999997,20.78,127.33,299.18,514.07,182.89,887.49,0.0,193.7,0.0,272.6,29.66,302.26,60.0,530.96,29.070000000000007,34.65,-10.980000000000004,2.55,0.6011195851128738,0.75,0.57,9.8,6.0,0.61,7.3897109826589595,12.082121727303639,12.349622577354642,12.639415164909895,17.04203332199932,10.38,9.98,1.89,1.89,12,2002,0.0037583350171743746,6.00204081632653,58.82
2003-03-31,199.73,22.07,3.68,0.0,114.05,40.53,43.31,7.3,159.2,36.76,107.56,459.98,655.61,182.51,1029.84,0.0,271.42,0.0,387.05,29.4,416.44,60.0,552.52,-4.1,-15.67,0.0,2.78,0.495,0.79,0.75,3.68,0.0,0.0,8.56,16.72,15.96,16.48,25.240000000000002,11.26,11.05,1.69,1.69,3,2003,0.0,5.997282608695652,22.07
2003-06-30,195.99000000000004,29.22,4.870949502827062,6.0,119.79,46.58,48.89999999999999,9.0,149.41000000000003,42.15,158.7,495.75,738.46,180.23,1083.59,0.0,317.56,0.0,453.77,29.13,482.89,60.0,545.71,61.54,-14.409999999999998,-36.0,2.32,0.460767453798768,0.99,0.88,8.55,6.0,0.7,10.778756092805617,20.16744004679275,21.42078377851433,22.469034899590564,31.515897835835446,13.24,12.96,1.63,1.63,6,2003,35.992982456140346,5.998830409356724,51.29
2003-09-30,205.54999999999995,26.360000000000007,4.392767546683839,0.0019421380237470045,127.66,46.80999999999999,50.269999999999996,13.5,158.74,42.57000000000001,92.81,552.75,776.84,179.13,1122.21,10.0,301.02,0.0,458.84,28.85,487.69,60.0,572.61,-41.14,5.259999999999998,10.0,3.460000000000001,0.7658952959028831,1.41,0.85,12.94,6.0,0.46,9.396584674822924,17.7068589826143,18.41296072118481,19.417797810688995,27.415757887958794,13.19,12.91,1.69,1.69,9,2003,0.011654329021943965,6.000772797527048,77.65
2003-12-31,147.33000000000004,17.00999999999999,2.8355989858440718,-0.00204065571372179,94.16000000000003,26.700000000000017,28.659999999999997,14.6,120.63999999999999,21.010000000000005,146.83,398.92,653.23,178.36,1037.73,0.0,222.66,0.2,347.55,29.7,377.25,60.0,596.98,73.8,-9.64,-10.130000000000003,1.959999999999999,1.2938536155202829,1.47,0.63,15.78,6.0,0.38,6.555301077540668,11.99648848510458,11.399898584407346,12.06117895626452,16.72608070990914,12.96,12.64,1.88,1.88,12,2003,-0.012241347899930588,5.99873257287706,94.66
2004-03-31,172.16,18.35,3.06,0.0,100.64,31.56,34.38,14.9,140.6,22.81,127.32,498.3,744.58,177.19,1090.3,0.0,279.29,0.21,395.22,29.37,424.59,60.0,598.99,-25.52,6.08,-0.06,2.82,1.2175,1.49,0.71,3.06,0.0,0.0,6.72,11.92,12.24,12.76,18.16,11.23,10.66,1.88,1.88,3,2004,0.0,5.996732026143791,18.35
2004-06-30,166.54,15.589999999999996,0.26182380671773714,5.0,102.85000000000001,27.970000000000002,30.85,12.5,138.58,27.710000000000004,137.0,505.13,736.34,170.6,1069.4,0.0,297.82,0.21,396.7,29.05,425.74,60.0,583.17,26.83,12.9,-30.040000000000003,2.8800000000000003,11.935602950609367,1.29,0.73,0.57,5.0,8.77,5.824431349440188,10.160601060695344,10.693435474366527,11.04253388332351,16.260636417206833,10.4,10.02,1.86,1.86,6,2004,297.719298245614,59.54385964912281,33.94
2004-09-30,113.30000000000001,109.88,1.8336253650396328,0.5318014477160776,-12.590000000000003,133.98,136.12,11.4,-20.689999999999998,-6.980000000000004,67.59,281.93,634.11,166.31,957.27,0.0,174.23,0.21,266.44,28.73,295.16,60.0,658.44,-3.06,-8.09,-30.049999999999997,2.1399999999999997,1.5542978704040773,1.04,0.45,2.4,5.5,2.29,45.901754971492146,56.87294673897927,66.74396328744264,71.41970796829371,85.59974412460019,48.17,31.82,2.38,2.38,9,2004,31.86820175438595,59.925,143.82
2004-12-31,120.24000000000001,12.75,0.21254071661237783,0.005822475570033028,60.120000000000005,16.159999999999997,18.180000000000007,12.2,104.07999999999998,17.259999999999998,97.72,283.05,635.24,165.53,967.7,0.0,167.54,0.0,257.26,28.42,285.68,60.0,678.76,3.44,26.72,-0.05000000000000426,2.0199999999999996,14.336899999999998,1.08,0.42,2.61,5.5,2.11,5.270358306188926,6.811074918566775,7.514657980456027,7.996742671009773,9.612377850162867,37.26,27.36,2.47,2.47,12,2004,0.3492816091954296,59.98850574712644,156.57
2005-03-31,104.07,15.02,0.25,0.0,47.14,21.24,23.3,12.0,82.83,4.33,69.74,203.7,636.82,164.58,941.3,0.0,135.63,0.0,220.68,28.11,248.78,60.0,689.51,40.22,-68.14,-0.05,2.06,12.000000000000002,1.04,0.36,0.25,0.0,0.0,6.4,8.36,8.72,9.32,11.8,17.23,14.43,2.89,2.89,3,2005,0.0,60.08,15.02
2005-06-30,99.12,5.900000000000002,0.09870936902485662,0.7,45.66,8.380000000000003,10.499999999999996,10.5,90.74,3.63,67.93,181.15,540.53,163.18,849.94,0.0,128.82,0.0,174.65,27.79,202.44,60.0,644.65,-20.74,62.41,-43.49,2.1199999999999997,26.59322033898304,0.98,0.31,0.35,0.7,2.0,2.775143403441683,3.4858508604206513,3.666347992351817,3.846845124282984,4.952390057361377,11.52,10.3,3.09,3.09,6,2005,41.84,59.77142857142858,20.92
2005-09-30,122.91000000000003,18.04,0.3009753593429158,0.001950718685831544,46.010000000000005,23.249999999999996,25.240000000000002,10.0,99.66000000000003,2.5300000000000002,75.02,227.57,592.11,161.58,894.82,0.0,155.46,0.2,200.39,27.47,227.86,60.0,665.66,2.0,9.11,-4.020000000000003,1.9900000000000002,8.303835920177384,0.9,0.34,0.65,0.7,1.08,8.056878850102668,10.575811088295687,10.835112936344968,10.890677618069814,14.094907597535935,13.73,11.95,2.95,2.95,9,2005,0.11692307692307224,59.93846153846154,38.96
2005-12-31,87.84999999999997,6.640000000000001,0.11066666666666668,0.0007179487179487391,49.75,11.699999999999996,13.649999999999999,10.0,76.14999999999998,9.290000000000001,71.23,219.74,565.23,159.78,884.16,0.0,136.0,0.0,186.04,26.41,212.45,60.0,670.34,11.809999999999999,-13.370000000000001,-2.1999999999999957,1.9499999999999993,22.593975903614457,0.9,0.32,0.76,0.7,0.92,3.0054736842105267,4.059719298245614,3.960701754385965,3.9374035087719297,5.387719298245615,12.35,11.02,3.04,3.04,12,2005,0.043076923076924345,60.0,45.6
2006-03-31,102.65,14.12,0.23999999999999996,0.0,49.08,18.77,20.18,10.5,83.88,8.03,73.75,217.88,626.14,158.52,929.31,0.0,155.31,0.0,218.2,26.14,244.34,60.0,683.72,45.75,-43.24,0.0,1.41,10.9375,0.92,0.36,0.24,0.0,0.0,6.08,8.04,8.28,8.24,10.56,15.36,13.76,2.87,2.87,3,2006,0.0,58.833333333333336,14.12
2006-06-30,116.69,15.200000000000001,0.2540245566166439,0.5,59.3,22.599999999999998,23.990000000000002,9.5,94.09,14.549999999999999,91.13,267.11,604.49,158.73,924.46,0.0,162.81,0.0,232.23,25.87,258.1,60.0,665.06,-36.2,83.34,-29.74,1.39,9.350572368421053,0.86,0.39,0.49,0.5,1.02,6.573533424283765,9.66330150068213,9.144884038199184,9.29004092769441,12.400545702592089,14.62,13.37,2.6,2.6,6,2006,29.918367346938776,59.83673469387755,29.32
2006-09-30,123.65,12.700000000000003,0.21156592099000476,0.0015978785612294209,53.890000000000015,17.650000000000006,19.939999999999998,10.0,105.98999999999998,12.670000000000002,61.39,235.7,601.66,160.46,931.35,0.0,171.13,0.0,225.7,25.6,251.29,60.0,678.7,52.17,-81.9,0.0,2.29,11.820192913385826,0.88,0.37,0.7,0.5,0.71,5.452356020942409,7.809804854831034,7.483388862446455,7.555925749643029,10.106806282722513,13.16,12.25,2.67,2.67,9,2006,0.09591836734694326,60.02857142857144,42.02
2006-12-31,107.21999999999997,4.469999999999999,0.07499677349967733,-0.00357373321451627,47.369999999999976,8.880000000000003,9.629999999999995,9.0,98.34000000000003,0.35999999999999943,42.5,190.46,579.72,164.5,917.7,5.0,149.17,0.0,210.6,25.33,235.93,60.0,680.37,20.260000000000005,-44.08,5.0,0.75,30.0052908277405,0.79,0.35,0.78,0.5,0.64,1.9499161109916106,2.8998752419875236,2.626810066681006,2.6460400086040003,3.6921488492148837,11.22,10.33,2.75,2.75,12,2006,-0.21300366300366846,59.6025641025641,46.49
2007-03-31,89.24,6.74,0.11,0.0,43.46,9.1,10.8,8.9,80.15,1.83,54.36,59.57,577.13,162.7,918.44,0.0,59.03,0.0,204.48,25.06,229.54,60.0,687.5,-8.5,25.34,-5.0,1.7,20.2275,0.78,0.33,0.11,0.0,0.0,2.92,3.92,3.92,3.92,5.08,8.3,7.55,2.82,2.82,3,2007,0.0,61.27272727272727,6.74
2007-06-30,110.26,17.630000000000003,0.29660648338120643,0.6,50.88,23.07,25.290000000000003,8.1,87.18,8.23,152.91,78.23,500.59,250.88,900.51,0.0,52.13,0.0,199.03,24.79,223.82,60.0,675.26,-16.46,150.69,-35.69,2.2199999999999998,6.828576290414067,0.72,0.33,0.41,0.6,1.46,7.841986048420189,10.21483791546984,10.446335658596636,10.533147312269184,13.282183011899878,13.86,12.22,2.52,2.52,6,2007,35.66341463414634,59.43902439024391,24.37
2007-09-30,136.45,16.679999999999996,0.28037028014616316,0.0005418733846290185,61.03,24.89,26.839999999999996,8.4,111.55999999999997,18.740000000000002,60.7,81.97,570.55,250.82,963.73,0.0,76.4,0.0,243.45,24.52,267.96,60.0,694.04,27.85,-120.03,0.0,1.9500000000000002,7.487687350119905,0.73,0.39,0.69,0.6,0.87,6.923926918392203,9.78451644336175,9.605729598051155,9.719503045066991,12.872652862362969,13.45,12.22,2.34,2.34,9,2007,0.03223753976669741,59.492753623188406,41.05
2007-12-31,90.02000000000004,4.950000000000003,0.08285869565217396,0.0024858223062382296,48.78999999999999,7.519999999999996,9.479999999999997,8.95,82.50999999999999,2.0799999999999983,39.75,60.56,496.75,249.2,923.18,0.0,49.97,0.0,197.4,24.24,221.65,60.0,699.6,19.52,-39.84,0.0,1.96,26.99595959595958,0.77,0.32,0.77,0.6,0.78,2.1435652173913056,3.0216521739130453,2.832260869565219,2.8710000000000013,3.830869565217394,11.83,10.8,2.52,2.52,12,2007,0.1485036702428033,59.74025974025974,46.0
2008-03-31,107.65,10.75,0.18,0.0,52.2,15.39,17.18,9.35,92.26,7.99,47.46,75.38,541.63,248.31,976.64,0.0,60.25,0.0,241.3,23.97,265.27,60.0,709.23,0.27,7.45,0.0,1.79,12.985000000000001,0.79,0.37,0.18,0.0,0.0,4.4,6.48,6.08,6.16,8.36,10.81,9.99,2.24,2.24,3,2008,0.0,59.72222222222222,10.75
2008-06-30,133.54999999999998,14.719999999999999,0.2485119748723989,0.6,56.11999999999999,20.58,22.5,7.5,112.96999999999998,10.35,52.47,92.1,499.58,246.86,940.25,0.0,73.34,0.0,235.17,23.7,258.87,60.0,679.03,-11.74,50.32,-33.57,1.92,7.544103260869566,0.66,0.38,0.43,0.6,1.4,6.2648135060855905,9.038900667451905,8.66902237926973,8.692139772281115,11.789870435806831,11.39,10.56,2.12,2.12,6,2008,35.539534883720926,59.23255813953488,25.47
2008-09-30,134.32999999999998,12.86,0.21472475867466737,0.006592686522791677,-62.14999999999999,17.310000000000002,18.380000000000003,7.95,117.03,-106.86,86.61,90.65,518.76,246.36,960.4,0.0,81.81,0.0,260.68,23.43,284.11,59.48,673.68,58.629999999999995,-24.43,0.0,1.0700000000000003,9.254638413685846,0.7,0.42,0.64,0.6,0.94,5.354698669449517,7.434844769110358,7.6361492303678595,7.515366553613358,10.212846334463867,16.4,10.21,1.99,1.99,9,2008,0.39484011627907023,59.89062499999999,38.33
2008-12-31,125.58000000000004,11.54,0.19437738119109682,-0.005271205133346592,17.379999999999995,16.090000000000003,17.739999999999995,6.2,109.48000000000002,-31.03,71.13,86.33,504.19,244.64,931.64,0.0,65.95,0.0,241.76,23.16,264.91,59.48,663.82,-7.419999999999995,-8.010000000000005,0.0,1.6499999999999995,7.973149913344888,0.56,0.4,0.84,0.6,0.71,4.9519951874874675,6.92353719671145,6.951305394024463,6.775440144375376,9.31160216563064,15.97,9.95,2.09,2.09,12,2008,-0.3129464285714221,59.36904761904762,49.87
2009-03-31,106.78,6.69,0.11,0.0,13.18,10.03,11.61,6.6,96.75,-25.28,42.74,83.5,513.66,243.04,955.27,0.0,71.08,0.0,261.51,22.89,284.4,59.48,667.89,-51.87,23.52,0.0,1.58,15.0,0.59,0.43,0.11,0.0,0.0,2.8,4.16,3.9999999999999996,3.88,5.8,10.08,6.27,1.96,1.96,3,2009,0.0,60.81818181818182,6.69
2009-06-30,110.72,7.989999999999999,0.13606948228882834,0.6,89.1,11.35,12.830000000000002,5.7,99.37,47.7,53.14,72.85,461.29,242.08,924.27,0.0,73.51,0.0,229.75,22.62,252.37,59.48,669.02,22.449999999999996,21.540000000000003,-33.6,1.48,10.47259073842303,0.51,0.38,0.25,0.6,2.4,3.461607629427793,4.98558583106267,4.767874659400545,4.746103542234332,6.705504087193461,7.05,6.75,2.01,2.01,6,2009,35.232,58.72,14.68
2009-09-30,114.62,12.719999999999999,0.21354744525547445,0.00851386861313859,55.72,17.640000000000004,19.13,6.3,96.98000000000002,18.64,132.36,70.06,485.44,240.44,938.08,0.0,57.19,0.0,220.08,22.35,242.42,59.48,692.85,74.72,4.439999999999998,0.0,1.4899999999999998,7.3777515723270435,0.54,0.35,0.46,0.6,1.3,5.422248175182482,7.632000000000001,7.334890510948905,7.446306569343065,10.083153284671532,8.61,8.25,2.21,2.21,9,2009,0.5071304347826029,59.565217391304344,27.4
2009-12-31,123.02999999999997,9.54,0.1601191120736329,0.00015536357430382067,54.66,13.119999999999997,15.700000000000003,6.2,109.90999999999997,15.36,53.95,87.39,518.42,239.76,943.35,0.0,69.74,0.0,217.52,22.07,239.6,59.48,701.22,-63.599999999999994,-14.880000000000003,0.0,2.58,9.680293501048219,0.53,0.34,0.62,0.6,0.97,4.049463995668652,5.743627504060639,5.444049810503518,5.588673524634543,7.41713048186248,8.46,8.12,2.38,2.38,12,2009,0.009256661991585702,59.58064516129032,36.94
2010-03-31,111.95,5.36,0.09,0.0,50.76,8.2,9.93,6.75,103.74,9.82,96.82,78.8,513.21,240.12,942.66,0.0,71.17,0.0,207.44,21.8,229.25,59.48,711.07,14.92,27.9,0.0,1.73,18.75,0.56,0.32,0.09,0.0,0.0,2.28,3.44,3.0,3.12,4.48,4.96,4.79,2.47,2.47,3,2010,0.0,59.555555555555564,5.36
2010-06-30,102.27,11.29,0.18986186186186188,0.5,57.00000000000001,14.190000000000001,16.04,6.7,88.09000000000002,14.93,51.45,76.91,509.59,238.9,954.85,0.0,65.52,0.0,240.16,21.54,261.69,59.48,691.06,26.629999999999995,-43.94,-28.0,1.85,8.822730292294064,0.58,0.38,0.28,0.5,1.79,4.719423423423423,6.455303303303302,6.536672672672673,6.6451651651651655,8.489537537537537,8.1,7.77,2.12,2.12,6,2010,29.73214285714285,59.4642857142857,16.65
2010-09-30,173.48,23.310000000000002,0.39083333333333337,0.0014880952380953549,78.52,31.049999999999997,32.800000000000004,7.2,142.42999999999998,29.96,69.82,123.47,593.48,237.31,1040.76,0.14,82.93,0.0,292.0,21.26,313.26,59.48,725.48,-3.9499999999999957,22.18,0.14000000000000057,1.75,4.607142857142857,0.59,0.43,0.67,0.5,0.75,8.96,12.600000000000001,12.856666666666667,13.136666666666667,16.66,10.73,10.31,2.03,2.03,9,2010,0.08875266524520953,59.64179104477612,39.96
2010-12-31,122.72000000000003,15.469999999999999,0.2595543929280173,-0.0003325425910318621,62.56999999999999,21.150000000000006,22.999999999999993,7.2,101.57,22.080000000000005,69.24,78.11,606.13,235.36,1066.14,0.0,64.0,0.0,295.64,20.99,316.63,59.48,747.65,47.529999999999994,-48.09,-0.14000000000000057,1.8499999999999996,6.933228829993537,0.57,0.42,0.93,0.5,0.54,5.8050874977449025,8.283413314089842,8.272249684286486,8.540176799567021,10.806393649648204,11.36,10.86,2.05,2.05,12,2010,-0.01982025357085604,59.60215053763441,55.43
2011-03-31,156.08,17.35,0.29,0.0,65.96,25.67,27.58,7.2,130.41,19.51,93.53,101.04,676.68,98.54,1104.53,0.0,86.8,0.0,312.86,25.94,338.79,59.48,763.86,19.98,4.28,0.0,1.91,6.2075,0.56,0.44,0.29,0.0,0.0,6.28,10.04,9.08,9.4,12.96,12.04,11.12,2.16,2.16,3,2011,0.0,59.82758620689656,17.35
2011-06-30,140.73999999999998,25.949999999999996,0.4374942263279445,0.0,90.92999999999999,37.989999999999995,39.93000000000001,7.2,102.75,24.48,117.71,88.72,681.88,98.99,1090.18,0.0,74.98,0.0,307.77,27.09,334.86,60.0,753.72,-45.980000000000004,102.6,-32.44,1.9400000000000002,4.113082851637765,0.57,0.44,0.73,0.0,0.0,9.516997690531177,14.93473441108545,13.760092378752887,14.359399538106235,19.513441108545035,15.64,14.59,2.22,2.22,6,2011,0.0,59.31506849315068,43.3
2011-09-30,140.54000000000002,14.900000000000006,0.2483333333333334,0.0,72.10000000000002,22.60000000000001,24.47,7.2,117.94000000000003,17.85,71.85,104.57,665.56,101.29,1073.88,0.0,71.23,0.0,289.33,28.57,317.9,60.0,754.41,-30.240000000000002,-15.64,0.0,1.8699999999999997,7.245704697986574,0.57,0.42,0.97,0.0,0.0,5.550378006872854,8.356288659793817,7.895463917525777,8.059312714776635,11.254364261168389,14.11,13.31,2.3,2.3,9,2011,0.0,60.00000000000001,58.2
2011-12-31,115.08000000000004,12.469999999999999,0.20821565020517896,0.65,69.11000000000001,17.36,19.14,8.9,97.71999999999997,12.590000000000003,87.4,334.35,633.7,101.58,1046.76,0.0,210.85,0.0,239.75,28.55,268.3,60.0,776.93,62.68,-41.209999999999994,0.0,1.7800000000000002,10.682674418604652,0.69,0.35,1.18,0.65,0.55,4.764256402999858,6.924052639026461,6.422923447007215,6.542912126786471,9.06267440215084,13.51,12.79,2.64,2.64,12,2011,38.92838983050848,59.88983050847458,70.67
2012-03-31,114.6,15.83,0.26,0.0,67.44,19.96,21.52,10.9,94.64,12.42,74.96,462.63,756.68,100.92,1174.92,0.0,308.9,0.0,344.38,29.64,374.03,60.0,799.38,-17.62,5.16,0.0,1.56,10.48,0.82,0.47,0.26,0.0,0.0,5.4,7.0,7.920000000000001,8.12,9.6,14.79,13.81,2.2,2.2,3,2012,0.0,60.88461538461538,15.83
2012-06-30,153.06000000000003,20.740000000000002,0.34595023243095435,0.7499999999999999,76.08000000000001,27.36,28.95,10.4,125.71,19.42,92.77,490.24,738.44,98.98,1161.09,0.0,315.66,0.0,357.41,31.35,388.76,60.0,770.82,1.5,58.72,-42.4,1.5899999999999999,7.515893201542911,0.81,0.5,0.61,0.75,1.23,7.145857260049221,9.527809680065628,10.752813781788351,10.888925348646433,13.361618813234893,14.5,13.66,2.07,2.07,6,2012,44.963114754098356,59.950819672131146,36.57
2012-09-30,158.84999999999997,27.830000000000005,0.4623928571428572,0.002942037470726104,84.86999999999998,36.550000000000004,38.129999999999995,12.4,122.28999999999999,30.62,117.7,485.73,803.89,97.91,1215.9,0.0,337.48,0.0,380.06,32.94,413.0,60.0,801.39,45.72,-20.800000000000004,0.0,1.5800000000000005,6.7049586776859496,0.93,0.52,1.07,0.75,0.7,9.161428571428573,12.670428571428573,13.897714285714285,14.31257142857143,17.33757142857143,15.9,15.1,2.12,2.12,9,2012,0.17707216178949636,60.18691588785047,64.4
2012-12-31,146.37,30.53,0.5081365216475298,-0.0013061764152828908,22.80000000000001,39.61,41.06999999999999,13.3,106.75999999999999,30.749999999999993,79.3,412.23,774.38,96.65,1210.64,0.0,301.96,0.0,339.04,34.52,373.56,60.0,835.57,72.87,-111.26,0.0,1.46,6.545288241074353,0.96,0.45,1.58,0.75,0.47,10.085545138523122,14.073452017275887,14.613749078268198,15.141181923522595,18.22859370062151,17.5,16.57,2.28,2.28,12,2012,-0.07847805512835748,60.08227848101266,94.93
2013-03-31,128.95,18.3,0.3,0.0,48.13,23.1,24.5,19.6,105.85,14.53,23.2,533.02,846.06,96.7,1273.85,0.0,327.0,0.0,375.21,36.34,411.55,60.0,860.8,-84.01,27.91,0.0,1.4,16.3325,1.37,0.48,0.3,0.0,0.0,5.76,7.56,8.52,8.8,10.28,15.22,14.19,2.25,2.25,3,2013,0.0,61.00000000000001,18.3
2013-06-30,132.36,23.51,0.3936139679502511,1.0,61.98,28.949999999999996,30.39,17.9,103.41,22.72,80.29,537.77,824.07,95.46,1248.24,0.0,340.48,0.0,386.57,38.34,424.91,60.0,821.84,35.06,78.59,-56.57,1.44,11.368371969374735,1.31,0.52,0.7,1.0,1.43,7.534895957904808,9.716641951686201,11.448543410667305,11.808419038507534,13.585304950968666,16.96,16.0,2.13,2.13,6,2013,59.728571428571435,59.728571428571435,41.81
2013-09-30,118.94999999999999,21.18,0.35305604064137164,0.004365772344816474,52.260000000000005,26.22,27.72,17.3,92.73000000000002,24.11,158.25,353.21,806.95,94.45,1236.66,0.0,317.64,0.0,351.85,40.28,392.13,60.0,843.03,172.69,-94.73,0.0,1.5,12.253012275731823,1.23,0.47,1.05,1.0,0.95,6.845924749960311,8.58094300682648,10.046966185108746,10.302511509763454,11.90303222733767,17.34,16.56,2.29,2.29,9,2013,0.2619047619047521,59.99047619047619,62.99
